tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,trigger,direction,total_n
60,-0.15316383397360875,0.12392117178872405,-0.39604933067950787,0.0897216627322904,26,0.038356613379974494,0.19121501238629396,-0.3364248108971617,0.41313803765711066,GBP_USD,20,25,adx_cross,long,86
60,-0.1,0.12953633087651184,-0.3538912085179632,0.1538912085179632,27,0.46148530428006423,0.1707263702877981,0.12686161851597993,0.7961089900441485,GBP_USD,20,25,adx_cross,short,87
51,-0.09803921568627451,0.14074006623471658,-0.373889745506319,0.17781131413377,23,-0.19138272794033778,0.20526189011139512,-0.5936960325586722,0.21093057667799664,GBP_USD,20,25,di_cross_with_adx,long,74
51,0.11935599613078285,0.13901764253885907,-0.1531185832453809,0.3918305755069466,23,0.2815977402817325,0.19667586172798443,-0.10388694870511694,0.667082429268582,GBP_USD,20,25,di_cross_with_adx,short,74
35,-0.020390272654654408,0.16723900829936358,-0.34817872892140705,0.3073981836120982,15,0.025797912902318445,0.2594844869674915,-0.48279168155396485,0.5343875073586017,GBP_USD,20,30,adx_cross,long,50
44,-0.045454545454545456,0.15234094902916004,-0.34404280555169914,0.2531337146426082,19,0.15789473684210525,0.23274559932318592,-0.29828663783133913,0.6140761115155496,GBP_USD,20,30,adx_cross,short,63
19,-0.15789473684210525,0.23274559932318592,-0.6140761115155496,0.29828663783133913,9,-0.7777777777777778,0.2222222222222222,-1.2133333333333334,-0.34222222222222226,GBP_USD,20,30,di_cross_with_adx,long,28
18,0.060397544592773626,0.2352993823262144,-0.40078924476660654,0.5215843339521538,8,0.04725103221734711,0.3627526815662506,-0.6637442236525042,0.7582462880871983,GBP_USD,20,30,di_cross_with_adx,short,26
105,0.05884962192056967,0.09743433599030606,-0.1321216766204302,0.24982092046156953,46,-0.30434782608695654,0.14199940537873496,-0.582666660629277,-0.02602899154463606,AUD_USD,14,20,adx_cross,long,151
100,0.047860076851728967,0.09990739854666214,-0.14795842429972883,0.24367857800318676,44,-0.045454545454545456,0.15234094902916004,-0.34404280555169914,0.2531337146426082,AUD_USD,14,20,adx_cross,short,144
181,-0.17731579782947213,0.0731468549241731,-0.3206836334808514,-0.03394796217809287,78,-0.1282051282051282,0.11302013641422355,-0.34972459557700636,0.09331433916674997,AUD_USD,14,20,di_cross_with_adx,long,259
182,0.12641566758224781,0.07320159296466373,-0.017059454628493093,0.26989078979298875,78,0.11616488553147974,0.11245389789148447,-0.1042447543358298,0.3365745253987893,AUD_USD,14,20,di_cross_with_adx,short,260
91,-0.025081085736805668,0.10380793871742634,-0.2285446456229613,0.17838247414934996,40,-0.1,0.1593255013631383,-0.4122779826717511,0.21227798267175105,AUD_USD,14,25,adx_cross,long,131
102,0.02926029127937437,0.09733997208359606,-0.1615260540044739,0.22004663656322265,44,-0.18181818181818182,0.14995674948249757,-0.47573341080387704,0.1120970471675134,AUD_USD,14,25,adx_cross,short,146
