period,adx_min,adx_max,rising,di,N,regime,n,exp,lift,t,win
35,40,999,0,s0,15,all,19348,0.7227,0.6159,60.3,0.532
35,40,999,0,s0,15,bull,17107,0.7297,0.6527,60.0,0.536
35,40,999,0,s0,15,nonbull,2241,0.6687,0.4623,15.5,0.503
35,40,999,0,s20,10,all,13306,0.8371,0.7373,62.7,0.543
35,40,999,0,s20,10,bull,11881,0.8589,0.7862,63.2,0.553
35,40,999,0,s20,10,nonbull,1425,0.655,0.4644,13.0,0.462
35,40,999,0,s20,15,all,13236,0.8706,0.7639,63.3,0.583
35,40,999,0,s20,15,bull,11811,0.8909,0.8138,63.8,0.591
35,40,999,0,s20,15,nonbull,1425,0.703,0.4966,13.4,0.513
35,40,999,1,off,10,all,12295,0.7035,0.6037,48.6,0.491
35,40,999,1,off,10,bull,10639,0.7338,0.6611,49.6,0.504
35,40,999,1,off,10,nonbull,1656,0.5087,0.3181,9.3,0.406
35,40,999,1,off,15,all,12216,0.7438,0.637,49.6,0.54
35,40,999,1,off,15,bull,10560,0.7725,0.6955,50.5,0.55
35,40,999,1,off,15,nonbull,1656,0.5605,0.3541,10.0,0.473
35,40,999,1,s0,10,all,10995,0.7969,0.6971,53.5,0.524
35,40,999,1,s0,10,bull,9842,0.8157,0.7429,54.0,0.533
35,40,999,1,s0,10,nonbull,1153,0.6365,0.4459,11.0,0.446
35,40,999,1,s0,15,all,10926,0.8398,0.733,54.5,0.575
35,40,999,1,s0,15,bull,9773,0.8542,0.7772,54.9,0.58
35,40,999,1,s0,15,nonbull,1153,0.7172,0.5108,12.1,0.529
35,40,999,1,s20,10,all,9826,0.8208,0.721,52.3,0.541
35,40,999,1,s20,10,bull,8875,0.8415,0.7687,53.1,0.549
35,40,999,1,s20,15,all,9761,0.8552,0.7484,52.8,0.582
35,40,999,1,s20,15,bull,8810,0.8738,0.7968,53.6,0.589
35,45,60,0,off,10,all,7307,0.4791,0.3793,23.9,0.39
35,45,60,0,off,10,bull,5986,0.4905,0.4178,23.6,0.405
35,45,60,0,off,10,nonbull,1321,0.4271,0.2365,6.5,0.322
35,45,60,0,off,15,all,7269,0.5298,0.4231,25.4,0.453
35,45,60,0,off,15,bull,5948,0.5349,0.4579,24.8,0.461
35,45,60,0,off,15,nonbull,1321,0.5069,0.3005,7.8,0.416
35,45,60,0,s0,10,all,6223,0.5541,0.4543,26.2,0.422
35,45,60,0,s0,10,bull,5476,0.5578,0.485,26.2,0.429
35,45,60,0,s0,15,all,6190,0.6068,0.5,27.6,0.487
35,45,60,0,s0,15,bull,5443,0.6046,0.5276,27.3,0.487
35,45,60,0,s20,10,all,4246,0.5904,0.4906,23.3,0.445
35,45,60,0,s20,10,bull,3755,0.5994,0.5267,23.5,0.45
35,45,60,0,s20,15,all,4218,0.6453,0.5385,24.6,0.501
35,45,60,0,s20,15,bull,3727,0.6524,0.5754,24.7,0.504
35,45,60,1,off,10,all,3982,0.5262,0.4265,19.6,0.417
35,45,60,1,off,10,bull,3342,0.5398,0.4671,19.7,0.425
35,45,60,1,off,15,all,3954,0.5879,0.4811,21.1,0.482
35,45,60,1,off,15,bull,3314,0.5987,0.5217,21.1,0.485
35,45,60,1,s0,10,all,3524,0.6262,0.5264,22.8,0.45
35,45,60,1,s0,10,bull,3083,0.625,0.5523,22.4,0.455
35,45,60,1,s0,15,all,3501,0.6924,0.5856,24.3,0.52
35,45,60,1,s0,15,bull,3060,0.6854,0.6084,23.6,0.517
35,45,60,1,s20,10,all,3166,0.5942,0.4944,20.2,0.451
35,45,60,1,s20,10,bull,2799,0.6032,0.5305,20.4,0.454
35,45,60,1,s20,15,all,3143,0.6489,0.5421,21.3,0.506
35,45,60,1,s20,15,bull,2776,0.6574,0.5804,21.5,0.508
35,45,999,0,off,10,all,14204,0.8678,0.768,68.8,0.535
35,45,999,0,off,10,bull,11930,0.9193,0.8466,69.7,0.562
35,45,999,0,off,10,nonbull,2274,0.5975,0.4068,14.7,0.394
35,45,999,0,off,15,all,14136,0.9156,0.8089,70.4,0.588
35,45,999,0,off,15,bull,11862,0.9625,0.8855,71.0,0.611
35,45,999,0,off,15,nonbull,2274,0.671,0.4646,16.0,0.467
35,45,999,0,s0,10,all,12591,0.9757,0.8759,75.3,0.578
35,45,999,0,s0,10,bull,11150,1.0035,0.9307,75.5,0.591
35,45,999,0,s0,10,nonbull,1441,0.7609,0.5702,16.4,0.473
35,45,999,0,s0,15,all,12528,1.0244,0.9176,76.8,0.632
35,45,999,0,s0,15,bull,11087,1.0488,0.9718,77.0,0.642
35,45,999,0,s0,15,nonbull,1441,0.8361,0.6297,17.4,0.552
35,45,999,0,s20,10,all,10029,1.0628,0.963,75.4,0.619
35,45,999,0,s20,10,bull,8930,1.0952,1.0225,76.0,0.634
35,45,999,0,s20,10,nonbull,1099,0.7992,0.6086,15.3,0.5
35,45,999,0,s20,15,all,9971,1.1065,0.9998,76.8,0.66
35,45,999,0,s20,15,bull,8872,1.1373,1.0603,77.4,0.673
35,45,999,0,s20,15,nonbull,1099,0.8582,0.6518,15.9,0.557
35,45,999,1,off,10,all,8020,0.9993,0.8995,61.7,0.591
35,45,999,1,off,10,bull,7033,1.0463,0.9735,63.4,0.611
35,45,999,1,off,15,all,7962,1.0533,0.9466,63.4,0.645
35,45,999,1,off,15,bull,6975,1.0965,1.0194,64.8,0.661
35,45,999,1,s0,10,all,7374,1.1112,1.0114,68.9,0.629
35,45,999,1,s0,10,bull,6645,1.1361,1.0634,69.2,0.643
35,45,999,1,s0,15,all,7321,1.1688,1.062,70.9,0.685
35,45,999,1,s0,15,bull,6592,1.1878,1.1107,70.9,0.693
35,45,999,1,s20,10,all,6854,1.1143,1.0145,66.4,0.64
35,45,999,1,s20,10,bull,6208,1.1425,1.0697,67.2,0.652
35,45,999,1,s20,15,all,6801,1.1626,1.0559,67.8,0.683
35,45,999,1,s20,15,bull,6155,1.1875,1.1105,68.6,0.693
50,30,60,0,off,10,all,37752,0.1895,0.0897,13.1,0.305
50,30,60,0,off,10,bull,31666,0.1619,0.0891,11.9,0.302
50,30,60,0,off,10,nonbull,6086,0.3331,0.1425,8.4,0.319
50,30,60,0,off,15,all,37603,0.2109,0.1041,14.4,0.354
50,30,60,0,off,15,bull,31517,0.177,0.1,12.7,0.348
50,30,60,0,off,15,nonbull,6086,0.3866,0.1802,10.1,0.381
50,30,60,0,s0,10,all,31792,0.195,0.0952,12.6,0.314
50,30,60,0,s0,10,bull,28470,0.1849,0.1121,14.0,0.314
50,30,60,0,s0,10,nonbull,3322,0.2815,0.0909,4.0,0.311
50,30,60,0,s0,15,all,31668,0.2148,0.1081,13.7,0.362
50,30,60,0,s0,15,bull,28346,0.2006,0.1236,14.8,0.36
50,30,60,0,s0,15,nonbull,3322,0.3359,0.1295,5.4,0.377
50,30,60,0,s20,10,all,10404,0.3175,0.2177,16.1,0.367
50,30,60,0,s20,10,bull,9441,0.3193,0.2465,17.3,0.37
50,30,60,0,s20,15,all,10335,0.34,0.2333,16.6,0.406
50,30,60,0,s20,15,bull,9372,0.3403,0.2633,17.8,0.408
50,30,60,1,off,10,all,18742,0.2169,0.1171,11.8,0.326
50,30,60,1,off,10,bull,16096,0.205,0.1322,12.3,0.327
50,30,60,1,off,10,nonbull,2646,0.2894,0.0987,3.8,0.32
50,30,60,1,off,15,all,18635,0.2399,0.1331,12.8,0.372
50,30,60,1,off,15,bull,15989,0.2241,0.1471,13.1,0.37
50,30,60,1,off,15,nonbull,2646,0.335,0.1286,4.7,0.381
50,30,60,1,s0,10,all,16214,0.2415,0.1417,13.2,0.339
50,30,60,1,s0,10,bull,14737,0.2405,0.1678,14.8,0.342
50,30,60,1,s0,10,nonbull,1477,0.251,0.0604,1.7,0.309
50,30,60,1,s0,15,all,16122,0.2666,0.1598,14.2,0.385
50,30,60,1,s0,15,bull,14645,0.2608,0.1838,15.5,0.386
50,30,60,1,s0,15,nonbull,1477,0.3236,0.1173,3.2,0.381
50,30,60,1,s20,10,all,9320,0.2915,0.1917,13.4,0.363
50,30,60,1,s20,10,bull,8525,0.2908,0.218,14.5,0.364
50,30,60,1,s20,15,all,9251,0.3168,0.21,14.1,0.403
50,30,60,1,s20,15,bull,8456,0.3139,0.2369,15.1,0.403
50,30,999,0,off,10,all,44388,0.3537,0.254,39.2,0.363
50,30,999,0,off,10,bull,37407,0.346,0.2733,38.5,0.367
50,30,999,0,off,10,nonbull,6981,0.3952,0.2045,12.9,0.34
50,30,999,0,off,15,all,44213,0.3783,0.2715,40.1,0.41
50,30,999,0,off,15,bull,37232,0.3654,0.2884,38.9,0.412
50,30,999,0,off,15,nonbull,6981,0.4469,0.2405,14.4,0.4
50,30,999,0,s0,10,all,37942,0.3887,0.2889,40.8,0.382
50,30,999,0,s0,10,bull,34002,0.388,0.3153,42.0,0.385
50,30,999,0,s0,10,nonbull,3940,0.3947,0.204,9.6,0.356
50,30,999,0,s0,15,all,37792,0.4122,0.3054,41.4,0.428
50,30,999,0,s0,15,bull,33852,0.4086,0.3316,42.4,0.43
50,30,999,0,s0,15,nonbull,3940,0.4427,0.2363,10.6,0.414
50,30,999,0,s20,10,all,16021,0.6962,0.5964,54.6,0.498
50,30,999,0,s20,10,bull,14498,0.7095,0.6367,55.3,0.504
50,30,999,0,s20,10,nonbull,1523,0.5696,0.379,11.0,0.433
50,30,999,0,s20,15,all,15926,0.7235,0.6167,54.9,0.534
50,30,999,0,s20,15,bull,14403,0.7367,0.6596,55.7,0.541
50,30,999,0,s20,15,nonbull,1523,0.5991,0.3927,11.0,0.471
50,30,999,1,off,10,all,22578,0.4313,0.3315,35.8,0.401
50,30,999,1,off,10,bull,19669,0.4428,0.37,37.2,0.409
50,30,999,1,off,10,nonbull,2909,0.3538,0.1632,6.5,0.348
50,30,999,1,off,15,all,22445,0.4572,0.3504,36.4,0.446
50,30,999,1,off,15,bull,19536,0.466,0.389,37.6,0.451
50,30,999,1,off,15,nonbull,2909,0.3979,0.1915,7.2,0.406
50,30,999,1,s0,10,all,19870,0.4862,0.3864,38.9,0.424
50,30,999,1,s0,10,bull,18190,0.4958,0.423,40.7,0.43
50,30,999,1,s0,10,nonbull,1680,0.3823,0.1917,5.8,0.36
50,30,999,1,s0,15,all,19752,0.5148,0.408,39.6,0.469
50,30,999,1,s0,15,bull,18072,0.5207,0.4437,41.1,0.472
50,30,999,1,s0,15,nonbull,1680,0.4513,0.2449,7.0,0.429
50,30,999,1,s20,10,all,12817,0.6412,0.5415,43.8,0.484
50,30,999,1,s20,10,bull,11819,0.6523,0.5796,45.0,0.489
50,30,999,1,s20,15,all,12722,0.6704,0.5636,44.2,0.522
50,30,999,1,s20,15,bull,11724,0.68,0.603,45.4,0.526
50,35,60,0,off,10,all,16059,0.3369,0.2371,22.3,0.345
50,35,60,0,off,10,bull,13356,0.3166,0.2439,20.8,0.345
50,35,60,0,off,10,nonbull,2703,0.4369,0.2462,9.7,0.346
50,35,60,0,off,15,all,15993,0.3741,0.2673,23.9,0.402
50,35,60,0,off,15,bull,13290,0.3459,0.2689,21.9,0.399
50,35,60,0,off,15,nonbull,2703,0.5129,0.3065,11.5,0.42
50,35,60,0,s0,10,all,13879,0.3493,0.2495,21.7,0.356
50,35,60,0,s0,10,bull,12287,0.3389,0.2661,21.7,0.356
50,35,60,0,s0,10,nonbull,1592,0.4296,0.239,7.3,0.351
50,35,60,0,s0,15,all,13827,0.3831,0.2763,22.8,0.411
50,35,60,0,s0,15,bull,12235,0.3663,0.2893,22.4,0.409
50,35,60,0,s0,15,nonbull,1592,0.5118,0.3054,8.7,0.43
50,35,60,0,s20,10,all,6237,0.4769,0.3771,21.5,0.413
50,35,60,0,s20,10,bull,5642,0.4947,0.4219,22.9,0.421
50,35,60,0,s20,15,all,6210,0.5147,0.4079,22.4,0.462
50,35,60,0,s20,15,bull,5615,0.5306,0.4536,23.6,0.469
50,35,60,1,off,10,all,8081,0.3917,0.2919,19.1,0.375
50,35,60,1,off,10,bull,6903,0.3906,0.3179,19.2,0.38
50,35,60,1,off,10,nonbull,1178,0.3978,0.2072,5.3,0.346
50,35,60,1,off,15,all,8038,0.4425,0.3358,21.0,0.434
50,35,60,1,off,15,bull,6860,0.4383,0.3613,20.8,0.435
50,35,60,1,off,15,nonbull,1178,0.4671,0.2607,6.3,0.424
50,35,60,1,s0,10,all,7280,0.4313,0.3315,20.5,0.39
50,35,60,1,s0,10,bull,6483,0.4317,0.359,20.9,0.395
50,35,60,1,s0,15,all,7243,0.4846,0.3778,22.3,0.45
50,35,60,1,s0,15,bull,6446,0.4792,0.4022,22.3,0.451
50,35,60,1,s20,10,all,5295,0.4629,0.3632,19.0,0.412
50,35,60,1,s20,10,bull,4800,0.4746,0.4018,19.9,0.419
50,35,60,1,s20,15,all,5268,0.5083,0.4015,20.2,0.463
50,35,60,1,s20,15,bull,4773,0.5175,0.4405,21.0,0.469
50,35,999,0,off,10,all,22695,0.615,0.5152,56.9,0.446
50,35,999,0,off,10,bull,19097,0.6308,0.558,56.2,0.459
50,35,999,0,off,10,nonbull,3598,0.5315,0.3408,15.5,0.38
50,35,999,0,off,15,all,22603,0.6538,0.547,58.1,0.499
50,35,999,0,off,15,bull,19005,0.6643,0.5873,57.0,0.509
50,35,999,0,off,15,nonbull,3598,0.5984,0.392,17.0,0.447
50,35,999,0,s0,10,all,20029,0.6689,0.5691,58.9,0.471
50,35,999,0,s0,10,bull,17819,0.6787,0.6059,58.9,0.477
50,35,999,0,s0,10,nonbull,2210,0.5899,0.3993,14.1,0.419
50,35,999,0,s0,15,all,19951,0.7053,0.5985,59.7,0.522
50,35,999,0,s0,15,bull,17741,0.7118,0.6348,59.6,0.528
50,35,999,0,s0,15,nonbull,2210,0.6531,0.4467,15.1,0.482
50,35,999,0,s20,10,all,11854,0.9132,0.8134,66.5,0.568
50,35,999,0,s20,10,bull,10699,0.9405,0.8678,67.6,0.58
50,35,999,0,s20,10,nonbull,1155,0.6601,0.4695,11.9,0.461
50,35,999,0,s20,15,all,11801,0.9494,0.8427,67.2,0.608
50,35,999,0,s20,15,bull,10646,0.9769,0.8999,68.4,0.62
50,35,999,0,s20,15,nonbull,1155,0.6965,0.4901,12.0,0.505
50,35,999,1,off,10,all,11917,0.7417,0.6419,51.2,0.502
50,35,999,1,off,10,bull,10476,0.7738,0.7011,52.5,0.516
50,35,999,1,off,10,nonbull,1441,0.5081,0.3175,8.8,0.397
50,35,999,1,off,15,all,11848,0.789,0.6822,52.6,0.554
50,35,999,1,off,15,bull,10407,0.8193,0.7423,53.9,0.566
50,35,999,1,off,15,nonbull,1441,0.5701,0.3637,9.7,0.467
50,35,999,1,s0,10,all,10936,0.8125,0.7127,54.9,0.527
50,35,999,1,s0,10,bull,9936,0.8326,0.7599,55.8,0.537
50,35,999,1,s0,10,nonbull,1000,0.6126,0.422,9.9,0.424
50,35,999,1,s0,15,all,10873,0.8627,0.756,56.4,0.58
50,35,999,1,s0,15,bull,9873,0.8791,0.8021,57.1,0.588
50,35,999,1,s0,15,nonbull,1000,0.7012,0.4948,11.1,0.507
50,35,999,1,s20,10,all,8792,0.9047,0.8049,56.1,0.569
50,35,999,1,s20,10,bull,8094,0.9277,0.855,57.4,0.578
50,35,999,1,s20,15,all,8739,0.947,0.8402,57.1,0.612
50,35,999,1,s20,15,bull,8041,0.9685,0.8915,58.4,0.62
50,40,60,0,off,10,all,8014,0.4905,0.3907,26.0,0.389
50,40,60,0,off,10,bull,6507,0.5042,0.4315,25.6,0.403
50,40,60,0,off,10,nonbull,1507,0.4312,0.2406,7.2,0.328
50,40,60,0,off,15,all,7983,0.5406,0.4339,27.5,0.451
50,40,60,0,off,15,bull,6476,0.5488,0.4718,26.7,0.463
50,40,60,0,off,15,nonbull,1507,0.5054,0.299,8.5,0.4
50,40,60,0,s0,10,all,6896,0.5452,0.4455,27.3,0.414
50,40,60,0,s0,10,bull,6012,0.5546,0.4818,27.4,0.423
50,40,60,0,s0,15,all,6867,0.5962,0.4894,28.6,0.478
50,40,60,0,s0,15,bull,5983,0.5995,0.5224,28.4,0.483
50,40,60,0,s20,10,all,3957,0.6472,0.5474,25.1,0.468
50,40,60,0,s20,10,bull,3573,0.6804,0.6077,26.4,0.484
50,40,60,0,s20,15,all,3938,0.703,0.5963,26.3,0.523
50,40,60,0,s20,15,bull,3554,0.7329,0.6559,27.5,0.537
50,40,60,1,off,10,all,4162,0.6242,0.5244,24.8,0.447
50,40,60,1,off,10,bull,3562,0.6415,0.5687,24.8,0.46
50,40,60,1,off,15,all,4143,0.7009,0.5942,26.9,0.517
50,40,60,1,off,15,bull,3543,0.7115,0.6345,26.5,0.525
50,40,60,1,s0,10,all,3795,0.6786,0.5788,26.1,0.468
50,40,60,1,s0,10,bull,3355,0.6912,0.6185,26.1,0.48
50,40,60,1,s0,15,all,3776,0.76,0.6532,28.3,0.54
50,40,60,1,s0,15,bull,3336,0.7627,0.6856,27.9,0.545
50,40,60,1,s20,10,all,3145,0.6571,0.5574,22.7,0.474
50,40,60,1,s20,10,bull,2848,0.6752,0.6025,23.3,0.486
50,40,60,1,s20,15,all,3126,0.7278,0.6211,24.4,0.533
50,40,60,1,s20,15,bull,2829,0.7405,0.6635,24.7,0.542
50,40,999,0,off,10,all,14650,0.8518,0.752,68.7,0.525
50,40,999,0,off,10,bull,12248,0.9061,0.8334,69.8,0.552
50,40,999,0,off,10,nonbull,2402,0.575,0.3844,14.4,0.386
50,40,999,0,off,15,all,14593,0.8984,0.7917,70.1,0.579
50,40,999,0,off,15,bull,12191,0.9501,0.8731,71.0,0.605
50,40,999,0,off,15,nonbull,2402,0.6363,0.4299,15.4,0.448
50,40,999,0,s0,10,all,13046,0.9436,0.8438,73.7,0.563
50,40,999,0,s0,10,bull,11544,0.9757,0.903,74.5,0.577
50,40,999,0,s0,10,nonbull,1502,0.6963,0.5056,14.9,0.453
50,40,999,0,s0,15,all,12991,0.9906,0.8838,75.1,0.617
50,40,999,0,s0,15,bull,11489,1.0212,0.9442,75.7,0.631
50,40,999,0,s0,15,nonbull,1502,0.7563,0.5499,15.7,0.512
50,40,999,0,s20,10,all,9574,1.0875,0.9877,76.3,0.628
50,40,999,0,s20,10,bull,8630,1.1243,1.0516,77.8,0.643
50,40,999,0,s20,15,all,9529,1.1309,1.0242,77.6,0.669
50,40,999,0,s20,15,bull,8585,1.1678,1.0908,79.3,0.684
50,40,999,1,off,10,all,7998,1.0342,0.9344,64.9,0.601
50,40,999,1,off,10,bull,7135,1.0784,1.0057,66.8,0.62
50,40,999,1,off,15,all,7953,1.0933,0.9865,67.0,0.656
50,40,999,1,off,15,bull,7090,1.134,1.057,68.8,0.672
50,40,999,1,s0,10,all,7451,1.1167,1.0169,69.9,0.631
50,40,999,1,s0,10,bull,6808,1.1447,1.0719,71.0,0.644
50,40,999,1,s0,15,all,7406,1.1801,1.0734,72.5,0.687
50,40,999,1,s0,15,bull,6763,1.2028,1.1258,73.3,0.697
50,40,999,1,s20,10,all,6642,1.1396,1.0398,67.7,0.649
50,40,999,1,s20,10,bull,6142,1.1647,1.092,68.9,0.66
50,40,999,1,s20,15,all,6597,1.1935,1.0867,69.7,0.694
50,40,999,1,s20,15,bull,6097,1.2158,1.1388,70.8,0.703
50,45,60,0,off,10,all,4286,0.7072,0.6074,29.7,0.465
50,45,60,0,off,10,bull,3481,0.7558,0.6831,29.8,0.496
50,45,60,0,off,15,all,4262,0.7576,0.6508,30.5,0.525
50,45,60,0,off,15,bull,3457,0.7985,0.7214,30.3,0.553
50,45,60,0,s0,10,all,3750,0.773,0.6733,30.7,0.498
50,45,60,0,s0,10,bull,3265,0.8246,0.7519,31.9,0.523
50,45,60,0,s0,15,all,3726,0.8243,0.7176,31.5,0.56
50,45,60,0,s0,15,bull,3241,0.8696,0.7926,32.4,0.581
50,45,60,0,s20,10,all,2565,0.8436,0.7438,27.9,0.539
50,45,60,0,s20,10,bull,2298,0.8994,0.8266,29.5,0.563
50,45,60,0,s20,15,all,2551,0.8926,0.7859,28.6,0.59
50,45,60,0,s20,15,bull,2284,0.9454,0.8683,30.1,0.612
50,45,60,1,off,10,all,2301,0.8554,0.7556,27.1,0.528
50,45,60,1,off,10,bull,2002,0.8738,0.801,26.7,0.544
50,45,60,1,off,15,all,2287,0.9352,0.8284,28.8,0.599
50,45,60,1,off,15,bull,1988,0.9416,0.8646,28.0,0.608
50,45,60,1,s0,10,all,2127,0.9199,0.8201,28.5,0.554
50,45,60,1,s0,10,bull,1900,0.944,0.8713,28.5,0.572
50,45,60,1,s0,15,all,2113,1.0017,0.8949,30.2,0.627
50,45,60,1,s0,15,bull,1886,1.0124,0.9353,29.7,0.637
50,45,60,1,s20,10,all,1881,0.8799,0.7801,25.1,0.556
50,45,60,1,s20,10,bull,1690,0.915,0.8423,25.6,0.576
50,45,60,1,s20,15,all,1867,0.9507,0.844,26.4,0.614
50,45,60,1,s20,15,bull,1676,0.9771,0.9001,26.7,0.629
50,45,999,0,off,10,all,10922,1.0602,0.9604,79.4,0.601
50,45,999,0,off,10,bull,9222,1.1329,1.0602,81.7,0.637
50,45,999,0,off,10,nonbull,1700,0.6656,0.475,15.2,0.409
50,45,999,0,off,15,all,10872,1.106,0.9992,80.7,0.652
50,45,999,0,off,15,bull,9172,1.1763,1.0992,83.0,0.686
50,45,999,0,off,15,nonbull,1700,0.7267,0.5203,15.9,0.47
50,45,999,0,s0,10,all,9900,1.1564,1.0566,85.5,0.642
50,45,999,0,s0,10,bull,8797,1.2075,1.1347,87.9,0.663
50,45,999,0,s0,10,nonbull,1103,0.7493,0.5586,14.2,0.476
50,45,999,0,s0,15,all,9850,1.2027,1.0959,86.9,0.693
50,45,999,0,s0,15,bull,8747,1.2535,1.1765,89.5,0.713
50,45,999,0,s0,15,nonbull,1103,0.7992,0.5928,14.6,0.529
50,45,999,0,s20,10,all,8182,1.224,1.1242,84.6,0.677
50,45,999,0,s20,10,bull,7355,1.2697,1.1969,86.9,0.696
50,45,999,0,s20,15,all,8142,1.2632,1.1565,85.8,0.715
50,45,999,0,s20,15,bull,7315,1.3096,1.2326,88.4,0.733
50,45,999,1,off,10,all,6137,1.2452,1.1454,75.3,0.678
50,45,999,1,off,10,bull,5575,1.2841,1.2114,77.4,0.695
50,45,999,1,off,15,all,6097,1.3006,1.1938,77.4,0.729
50,45,999,1,off,15,bull,5535,1.3354,1.2584,79.4,0.743
50,45,999,1,s0,10,all,5783,1.3318,1.2321,82.3,0.709
50,45,999,1,s0,10,bull,5353,1.3576,1.2849,83.7,0.721
50,45,999,1,s0,15,all,5743,1.3907,1.284,85.1,0.762
50,45,999,1,s0,15,bull,5313,1.4115,1.3345,86.2,0.77
50,45,999,1,s20,10,all,5378,1.3309,1.2311,78.7,0.718
50,45,999,1,s20,10,bull,4984,1.3598,1.2871,80.5,0.731
50,45,999,1,s20,15,all,5338,1.3812,1.2745,81.0,0.76
50,45,999,1,s20,15,bull,4944,1.4068,1.3298,82.7,0.77
75,30,60,0,off,10,all,18738,0.3117,0.2119,21.7,0.332
75,30,60,0,off,10,bull,16173,0.3011,0.2284,21.7,0.335
75,30,60,0,off,10,nonbull,2565,0.3782,0.1875,7.4,0.315
75,30,60,0,off,15,all,18665,0.3457,0.2389,23.2,0.391
75,30,60,0,off,15,bull,16100,0.3306,0.2536,22.8,0.392
75,30,60,0,off,15,nonbull,2565,0.4405,0.2341,8.7,0.385
75,30,60,0,s0,10,all,16560,0.3182,0.2184,20.9,0.341
75,30,60,0,s0,10,bull,14954,0.3191,0.2464,22.3,0.345
75,30,60,0,s0,10,nonbull,1606,0.3096,0.1189,3.7,0.3
75,30,60,0,s0,15,all,16497,0.35,0.2432,22.1,0.397
75,30,60,0,s0,15,bull,14891,0.349,0.272,23.4,0.401
75,30,60,0,s0,15,nonbull,1606,0.3594,0.153,4.5,0.367
75,30,60,0,s20,10,all,5268,0.5331,0.4333,22.9,0.431
75,30,60,0,s20,10,bull,4808,0.5524,0.4797,24.1,0.442
75,30,60,0,s20,15,all,5251,0.5745,0.4677,23.8,0.48
75,30,60,0,s20,15,bull,4791,0.5942,0.5172,25.0,0.49
75,30,60,1,off,10,all,8871,0.4333,0.3335,22.8,0.394
75,30,60,1,off,10,bull,7957,0.4314,0.3587,23.1,0.399
75,30,60,1,off,15,all,8827,0.4765,0.3698,24.2,0.449
75,30,60,1,off,15,bull,7913,0.4712,0.3942,24.3,0.452
75,30,60,1,s0,10,all,8227,0.4527,0.3529,23.2,0.402
75,30,60,1,s0,10,bull,7637,0.4557,0.3829,24.1,0.408
75,30,60,1,s0,15,all,8183,0.4983,0.3916,24.6,0.458
75,30,60,1,s0,15,bull,7593,0.4969,0.4199,25.3,0.462
75,30,60,1,s20,10,all,4564,0.5629,0.4632,22.5,0.448
75,30,60,1,s20,10,bull,4260,0.5754,0.5027,23.6,0.454
75,30,60,1,s20,15,all,4547,0.6072,0.5004,23.5,0.499
75,30,60,1,s20,15,bull,4243,0.617,0.54,24.4,0.505
75,30,999,0,off,10,all,24968,0.5647,0.4649,54.0,0.425
75,30,999,0,off,10,bull,21512,0.5735,0.5008,53.6,0.435
75,30,999,0,off,10,nonbull,3456,0.5098,0.3192,14.4,0.363
75,30,999,0,off,15,all,24860,0.6003,0.4936,54.9,0.479
75,30,999,0,off,15,bull,21404,0.6056,0.5286,54.3,0.488
75,30,999,0,off,15,nonbull,3456,0.5679,0.3615,15.5,0.427
75,30,999,0,s0,10,all,22353,0.6016,0.5018,54.9,0.445
75,30,999,0,s0,10,bull,20137,0.6121,0.5393,55.8,0.452
75,30,999,0,s0,10,nonbull,2216,0.5061,0.3154,11.3,0.381
75,30,999,0,s0,15,all,22255,0.635,0.5282,55.5,0.497
75,30,999,0,s0,15,bull,20039,0.645,0.568,56.5,0.503
75,30,999,0,s0,15,nonbull,2216,0.5447,0.3383,11.6,0.436
75,30,999,0,s20,10,all,10641,0.9866,0.8868,70.0,0.595
75,30,999,0,s20,10,bull,9610,1.014,0.9413,70.7,0.607
75,30,999,0,s20,10,nonbull,1031,0.7309,0.5403,13.4,0.477
75,30,999,0,s20,15,all,10589,1.0227,0.916,70.8,0.633
75,30,999,0,s20,15,bull,9558,1.0518,0.9748,71.7,0.647
75,30,999,0,s20,15,nonbull,1031,0.7536,0.5472,13.2,0.509
75,30,999,1,off,10,all,12512,0.7127,0.6129,50.0,0.493
75,30,999,1,off,10,bull,11242,0.7335,0.6608,50.9,0.505
75,30,999,1,off,10,nonbull,1270,0.5286,0.338,9.1,0.386
75,30,999,1,off,15,all,12438,0.7533,0.6466,51.0,0.542
75,30,999,1,off,15,bull,11168,0.7719,0.6949,51.8,0.553
75,30,999,1,off,15,nonbull,1270,0.59,0.3836,9.9,0.45
75,30,999,1,s0,10,all,11680,0.7579,0.6581,52.1,0.51
75,30,999,1,s0,10,bull,10797,0.7743,0.7016,53.2,0.52
75,30,999,1,s0,15,all,11606,0.8002,0.6935,53.1,0.56
75,30,999,1,s0,15,bull,10723,0.8146,0.7376,54.2,0.568
75,30,999,1,s20,10,all,7873,0.9514,0.8516,57.1,0.584
75,30,999,1,s20,10,bull,7276,0.9793,0.9066,58.6,0.597
75,30,999,1,s20,15,all,7826,0.9896,0.8828,57.8,0.625
75,30,999,1,s20,15,bull,7229,1.0172,0.9402,59.3,0.638
75,35,60,0,off,10,all,8522,0.4474,0.3476,24.1,0.367
75,35,60,0,off,10,bull,7326,0.4528,0.3801,24.3,0.376
75,35,60,0,off,10,nonbull,1196,0.4144,0.2238,6.1,0.314
75,35,60,0,off,15,all,8502,0.4919,0.3851,25.3,0.431
75,35,60,0,off,15,bull,7306,0.4934,0.4164,25.2,0.44
75,35,60,0,off,15,nonbull,1196,0.4824,0.276,7.1,0.376
