period,adx_min,adx_max,rising,di,N,regime,n,exp,lift,t,win
28,25,40,0,off,10,bull,191846,0.0483,-0.0198,-6.5,0.274
28,25,40,0,off,10,nonbull,56182,0.2457,0.0588,10.4,0.305
28,25,40,0,off,15,all,247324,0.1051,0.0031,1.1,0.328
28,25,40,0,off,15,bull,191145,0.0515,-0.0199,-6.3,0.315
28,25,40,0,off,15,nonbull,56179,0.2874,0.0841,14.1,0.372
28,25,40,0,s0,10,all,158911,0.0542,-0.0414,-12.4,0.282
28,25,40,0,s0,10,bull,140579,0.0547,-0.0134,-3.8,0.284
28,25,40,0,s0,10,nonbull,18332,0.0499,-0.1371,-14.2,0.267
28,25,40,0,s0,15,all,158350,0.059,-0.0431,-12.3,0.322
28,25,40,0,s0,15,bull,140021,0.0585,-0.013,-3.5,0.323
28,25,40,0,s0,15,nonbull,18329,0.0628,-0.1405,-13.8,0.314
28,25,40,0,s10,10,all,115471,0.0484,-0.0472,-12.0,0.285
28,25,40,0,s10,10,bull,103108,0.0498,-0.0183,-4.4,0.287
28,25,40,0,s10,10,nonbull,12363,0.0371,-0.1498,-12.7,0.269
28,25,40,0,s10,15,all,115001,0.0526,-0.0494,-12.1,0.322
28,25,40,0,s10,15,bull,102640,0.0539,-0.0176,-4.0,0.324
28,25,40,0,s10,15,nonbull,12361,0.0423,-0.1611,-13.0,0.312
28,25,40,0,s20,10,all,35387,0.0342,-0.0614,-8.6,0.286
28,25,40,0,s20,10,bull,31995,0.0343,-0.0338,-4.5,0.287
28,25,40,0,s20,10,nonbull,3392,0.0331,-0.1539,-6.8,0.27
28,25,40,0,s20,15,all,35184,0.0334,-0.0687,-9.3,0.318
28,25,40,0,s20,15,bull,31792,0.0328,-0.0387,-5.0,0.318
28,25,40,0,s20,15,nonbull,3392,0.0385,-0.1649,-7.0,0.311
28,25,40,1,off,10,all,126725,0.0776,-0.018,-4.8,0.284
28,25,40,1,off,10,bull,99500,0.0382,-0.0299,-7.1,0.275
28,25,40,1,off,10,nonbull,27225,0.2218,0.0349,4.2,0.314
28,25,40,1,off,15,all,126226,0.0869,-0.0152,-3.9,0.326
28,25,40,1,off,15,bull,99001,0.0425,-0.029,-6.6,0.314
28,25,40,1,off,15,nonbull,27225,0.2485,0.0451,5.2,0.371
28,25,40,1,s0,10,all,85000,0.0387,-0.0569,-12.4,0.283
28,25,40,1,s0,10,bull,75996,0.0414,-0.0268,-5.5,0.286
28,25,40,1,s0,10,nonbull,9004,0.0165,-0.1704,-12.3,0.264
28,25,40,1,s0,15,all,84591,0.0427,-0.0594,-12.4,0.32
28,25,40,1,s0,15,bull,75587,0.0453,-0.0261,-5.2,0.322
28,25,40,1,s0,15,nonbull,9004,0.0202,-0.1832,-12.7,0.305
28,25,40,1,s10,10,all,84634,0.0389,-0.0567,-12.3,0.284
28,25,40,1,s10,10,bull,75695,0.0418,-0.0263,-5.4,0.286
28,25,40,1,s10,10,nonbull,8939,0.0148,-0.1721,-12.4,0.264
28,25,40,1,s10,15,all,84225,0.043,-0.0591,-12.3,0.32
28,25,40,1,s10,15,bull,75286,0.0459,-0.0255,-5.0,0.322
28,25,40,1,s10,15,nonbull,8939,0.0185,-0.1849,-12.8,0.305
28,25,40,1,s20,10,all,35052,0.0347,-0.061,-8.5,0.286
28,25,40,1,s20,10,bull,31681,0.0344,-0.0337,-4.5,0.288
28,25,40,1,s20,10,nonbull,3371,0.0372,-0.1497,-6.6,0.271
28,25,40,1,s20,15,all,34852,0.0346,-0.0674,-9.1,0.318
28,25,40,1,s20,15,bull,31481,0.0338,-0.0377,-4.8,0.319
28,25,40,1,s20,15,nonbull,3371,0.0423,-0.1611,-6.8,0.312
28,25,50,0,off,10,all,269219,0.0958,0.0002,0.1,0.282
28,25,50,0,off,10,bull,209351,0.0524,-0.0157,-5.4,0.276
28,25,50,0,off,10,nonbull,59868,0.2474,0.0604,11.1,0.304
28,25,50,0,off,15,all,268466,0.1081,0.0061,2.3,0.328
28,25,50,0,off,15,bull,208601,0.0562,-0.0153,-5.1,0.316
28,25,50,0,off,15,nonbull,59865,0.2893,0.0859,14.9,0.371
28,25,50,0,s0,10,all,175837,0.0601,-0.0356,-11.2,0.283
28,25,50,0,s0,10,bull,155889,0.0607,-0.0074,-2.2,0.286
28,25,50,0,s0,10,nonbull,19948,0.0553,-0.1317,-14.2,0.266
28,25,50,0,s0,15,all,175227,0.0652,-0.0368,-11.1,0.323
28,25,50,0,s0,15,bull,155282,0.0649,-0.0065,-1.8,0.324
28,25,50,0,s0,15,nonbull,19945,0.0675,-0.1359,-14.0,0.313
28,25,50,0,s10,10,all,131019,0.0568,-0.0388,-10.5,0.287
28,25,50,0,s10,10,bull,117212,0.0584,-0.0097,-2.5,0.289
28,25,50,0,s10,10,nonbull,13807,0.0431,-0.1439,-12.9,0.267
28,25,50,0,s10,15,all,130500,0.0613,-0.0407,-10.6,0.324
28,25,50,0,s10,15,bull,116695,0.063,-0.0084,-2.1,0.326
28,25,50,0,s10,15,nonbull,13805,0.047,-0.1564,-13.4,0.31
28,25,50,0,s20,10,all,44488,0.0559,-0.0397,-6.2,0.291
28,25,50,0,s20,10,bull,40272,0.0568,-0.0113,-1.7,0.293
28,25,50,0,s20,10,nonbull,4216,0.0473,-0.1397,-6.9,0.269
28,25,50,0,s20,15,all,44244,0.0555,-0.0465,-7.1,0.323
28,25,50,0,s20,15,bull,40028,0.0562,-0.0153,-2.2,0.325
28,25,50,0,s20,15,nonbull,4216,0.0496,-0.1538,-7.3,0.309
28,25,50,1,off,10,all,137914,0.0832,-0.0125,-3.5,0.285
28,25,50,1,off,10,bull,108839,0.0453,-0.0228,-5.7,0.277
28,25,50,1,off,10,nonbull,29075,0.2248,0.0378,4.8,0.314
28,25,50,1,off,15,all,137373,0.0924,-0.0096,-2.6,0.328
28,25,50,1,off,15,bull,108298,0.0498,-0.0216,-5.2,0.316
28,25,50,1,off,15,nonbull,29075,0.2512,0.0479,5.7,0.371
28,25,50,1,s0,10,all,94101,0.0481,-0.0475,-10.9,0.286
28,25,50,1,s0,10,bull,84263,0.0509,-0.0172,-3.7,0.288
28,25,50,1,s0,10,nonbull,9838,0.0241,-0.1629,-12.3,0.265
28,25,50,1,s0,15,all,93650,0.052,-0.0501,-11.0,0.322
28,25,50,1,s0,15,bull,83812,0.055,-0.0165,-3.4,0.324
28,25,50,1,s0,15,nonbull,9838,0.026,-0.1774,-12.9,0.306
28,25,50,1,s10,10,all,93693,0.0482,-0.0474,-10.8,0.286
28,25,50,1,s10,10,bull,83921,0.0512,-0.0169,-3.6,0.288
28,25,50,1,s10,10,nonbull,9772,0.0225,-0.1645,-12.4,0.264
28,25,50,1,s10,15,all,93242,0.0521,-0.0499,-11.0,0.323
28,25,50,1,s10,15,bull,83470,0.0554,-0.0161,-3.3,0.325
28,25,50,1,s10,15,nonbull,9772,0.0243,-0.1791,-12.9,0.305
28,25,50,1,s20,10,all,42936,0.0523,-0.0433,-6.7,0.291
28,25,50,1,s20,10,bull,38864,0.0526,-0.0155,-2.3,0.293
28,25,50,1,s20,10,nonbull,4072,0.0491,-0.1379,-6.7,0.272
28,25,50,1,s20,15,all,42695,0.0521,-0.0499,-7.4,0.323
28,25,50,1,s20,15,bull,38623,0.0524,-0.019,-2.7,0.324
28,25,50,1,s20,15,nonbull,4072,0.0496,-0.1538,-7.2,0.312
28,25,999,0,off,10,all,276618,0.1137,0.0181,7.1,0.287
28,25,999,0,off,10,bull,215401,0.0721,0.004,1.4,0.281
28,25,999,0,off,10,nonbull,61217,0.26,0.0731,13.5,0.308
28,25,999,0,off,15,all,275831,0.1267,0.0246,9.2,0.334
28,25,999,0,off,15,bull,214617,0.0766,0.0051,1.7,0.322
28,25,999,0,off,15,nonbull,61214,0.3022,0.0988,17.3,0.375
28,25,999,0,s0,10,all,182440,0.0884,-0.0072,-2.3,0.292
28,25,999,0,s0,10,bull,161445,0.0868,0.0187,5.6,0.293
28,25,999,0,s0,10,nonbull,20995,0.1008,-0.0862,-9.5,0.279
28,25,999,0,s0,15,all,181796,0.0947,-0.0073,-2.2,0.332
28,25,999,0,s0,15,bull,160804,0.092,0.0205,5.9,0.332
28,25,999,0,s0,15,nonbull,20992,0.1156,-0.0878,-9.2,0.328
28,25,999,0,s10,10,all,137327,0.094,-0.0016,-0.4,0.298
28,25,999,0,s10,10,bull,122551,0.0923,0.0242,6.3,0.299
28,25,999,0,s10,10,nonbull,14776,0.1082,-0.0788,-7.2,0.287
28,25,999,0,s10,15,all,136774,0.1,-0.0021,-0.5,0.336
28,25,999,0,s10,15,bull,122000,0.098,0.0266,6.6,0.337
28,25,999,0,s10,15,nonbull,14774,0.1161,-0.0872,-7.6,0.331
28,25,999,0,s20,10,all,49655,0.1461,0.0504,8.2,0.319
28,25,999,0,s20,10,bull,44713,0.1393,0.0711,11.0,0.319
28,25,999,0,s20,10,nonbull,4942,0.2077,0.0208,1.1,0.321
28,25,999,0,s20,15,all,49377,0.1484,0.0463,7.3,0.352
28,25,999,0,s20,15,bull,44435,0.1406,0.0691,10.3,0.351
28,25,999,0,s20,15,nonbull,4942,0.2186,0.0152,0.8,0.363
28,25,999,1,off,10,all,142580,0.1112,0.0156,4.4,0.294
28,25,999,1,off,10,bull,112740,0.0763,0.0081,2.0,0.287
28,25,999,1,off,10,nonbull,29840,0.2433,0.0564,7.2,0.32
28,25,999,1,off,15,all,142010,0.1214,0.0193,5.2,0.337
28,25,999,1,off,15,bull,112170,0.0817,0.0102,2.5,0.326
28,25,999,1,off,15,nonbull,29840,0.2706,0.0673,8.2,0.377
28,25,999,1,s0,10,all,98407,0.0907,-0.0049,-1.1,0.299
28,25,999,1,s0,10,bull,87941,0.091,0.0228,5.0,0.301
28,25,999,1,s0,10,nonbull,10466,0.0882,-0.0987,-7.6,0.284
28,25,999,1,s0,15,all,97927,0.096,-0.0061,-1.4,0.336
28,25,999,1,s0,15,bull,87461,0.0961,0.0247,5.2,0.337
28,25,999,1,s0,15,nonbull,10466,0.0948,-0.1086,-8.0,0.326
28,25,999,1,s10,10,all,97923,0.0909,-0.0047,-1.1,0.299
28,25,999,1,s10,10,bull,87533,0.0914,0.0233,5.1,0.301
28,25,999,1,s10,10,nonbull,10390,0.0871,-0.0998,-7.7,0.284
28,25,999,1,s10,15,all,97443,0.0963,-0.0058,-1.3,0.337
28,25,999,1,s10,15,bull,87053,0.0966,0.0252,5.3,0.338
28,25,999,1,s10,15,nonbull,10390,0.0933,-0.1101,-8.1,0.326
28,25,999,1,s20,10,all,46896,0.1352,0.0396,6.3,0.317
28,25,999,1,s20,10,bull,42265,0.1304,0.0622,9.3,0.318
28,25,999,1,s20,10,nonbull,4631,0.1796,-0.0074,-0.4,0.313
28,25,999,1,s20,15,all,46626,0.1376,0.0355,5.4,0.35
28,25,999,1,s20,15,bull,41995,0.1319,0.0604,8.8,0.349
28,25,999,1,s20,15,nonbull,4631,0.1897,-0.0137,-0.7,0.355
28,30,40,0,off,10,all,105730,0.1004,0.0048,1.2,0.284
28,30,40,0,off,10,bull,82708,0.047,-0.0211,-4.6,0.275
28,30,40,0,off,10,nonbull,23022,0.2924,0.1054,12.0,0.315
28,30,40,0,off,15,all,105492,0.1141,0.012,2.8,0.329
28,30,40,0,off,15,bull,82470,0.0506,-0.0208,-4.3,0.314
28,30,40,0,off,15,nonbull,23022,0.3415,0.1382,14.9,0.382
28,30,40,0,s0,10,all,72379,0.0528,-0.0428,-8.7,0.281
28,30,40,0,s0,10,bull,64694,0.0455,-0.0226,-4.3,0.281
28,30,40,0,s0,10,nonbull,7685,0.114,-0.073,-4.9,0.28
28,30,40,0,s0,15,all,72175,0.0579,-0.0442,-8.6,0.32
28,30,40,0,s0,15,bull,64490,0.0487,-0.0227,-4.2,0.318
28,30,40,0,s0,15,nonbull,7685,0.1345,-0.0689,-4.4,0.331
28,30,40,0,s10,10,all,57845,0.0493,-0.0463,-8.3,0.284
28,30,40,0,s10,10,bull,51899,0.0441,-0.024,-4.1,0.284
28,30,40,0,s10,10,nonbull,5946,0.0947,-0.0923,-5.4,0.278
28,30,40,0,s10,15,all,57651,0.0541,-0.048,-8.3,0.321
28,30,40,0,s10,15,bull,51705,0.0471,-0.0243,-4.0,0.32
28,30,40,0,s10,15,nonbull,5946,0.1144,-0.089,-5.0,0.327
28,30,40,0,s20,10,all,21120,0.0397,-0.0559,-6.1,0.287
28,30,40,0,s20,10,bull,19126,0.0391,-0.029,-3.0,0.289
28,30,40,0,s20,10,nonbull,1994,0.0449,-0.1421,-4.8,0.268
28,30,40,0,s20,15,all,21003,0.0387,-0.0633,-6.6,0.318
28,30,40,0,s20,15,bull,19009,0.0374,-0.0341,-3.4,0.319
28,30,40,0,s20,15,nonbull,1994,0.0516,-0.1518,-5.0,0.311
28,30,40,1,off,10,all,54698,0.0954,-0.0002,-0.0,0.29
28,30,40,1,off,10,bull,43659,0.0447,-0.0234,-3.7,0.28
28,30,40,1,off,10,nonbull,11039,0.2957,0.1087,8.4,0.331
28,30,40,1,off,15,all,54497,0.1058,0.0037,0.6,0.332
28,30,40,1,off,15,bull,43458,0.0478,-0.0237,-3.6,0.317
28,30,40,1,off,15,nonbull,11039,0.3342,0.1308,9.6,0.392
28,30,40,1,s0,10,all,39047,0.0463,-0.0493,-7.3,0.286
28,30,40,1,s0,10,bull,35226,0.0429,-0.0252,-3.5,0.287
28,30,40,1,s0,10,nonbull,3821,0.0772,-0.1098,-5.2,0.273
28,30,40,1,s0,15,all,38870,0.0505,-0.0516,-7.3,0.322
28,30,40,1,s0,15,bull,35049,0.0453,-0.0261,-3.5,0.322
28,30,40,1,s0,15,nonbull,3821,0.0977,-0.1057,-4.7,0.32
28,30,40,1,s10,10,all,38980,0.0461,-0.0495,-7.3,0.286
28,30,40,1,s10,10,bull,35171,0.0427,-0.0254,-3.6,0.287
28,30,40,1,s10,10,nonbull,3809,0.0777,-0.1093,-5.1,0.274
28,30,40,1,s10,15,all,38803,0.0504,-0.0517,-7.3,0.322
28,30,40,1,s10,15,bull,34994,0.0451,-0.0263,-3.5,0.322
28,30,40,1,s10,15,nonbull,3809,0.0984,-0.105,-4.7,0.321
28,30,40,1,s20,10,all,20799,0.0406,-0.055,-5.9,0.288
28,30,40,1,s20,10,bull,18824,0.0395,-0.0286,-2.9,0.29
28,30,40,1,s20,10,nonbull,1975,0.051,-0.136,-4.6,0.269
28,30,40,1,s20,15,all,20685,0.0408,-0.0612,-6.4,0.319
28,30,40,1,s20,15,bull,18710,0.0391,-0.0323,-3.2,0.32
28,30,40,1,s20,15,nonbull,1975,0.0572,-0.1462,-4.7,0.312
28,30,50,0,off,10,all,126921,0.105,0.0094,2.5,0.285
28,30,50,0,off,10,bull,100213,0.0558,-0.0123,-2.9,0.278
28,30,50,0,off,10,nonbull,26708,0.2897,0.1028,12.6,0.312
28,30,50,0,off,15,all,126634,0.119,0.017,4.3,0.33
28,30,50,0,off,15,bull,99926,0.0604,-0.011,-2.5,0.317
28,30,50,0,off,15,nonbull,26708,0.3382,0.1348,15.6,0.378
28,30,50,0,s0,10,all,89305,0.0646,-0.031,-7.0,0.284
28,30,50,0,s0,10,bull,80004,0.0588,-0.0093,-2.0,0.285
28,30,50,0,s0,10,nonbull,9301,0.1144,-0.0726,-5.3,0.276
28,30,50,0,s0,15,all,89052,0.0703,-0.0318,-6.8,0.322
28,30,50,0,s0,15,bull,79751,0.0631,-0.0084,-1.7,0.322
28,30,50,0,s0,15,nonbull,9301,0.132,-0.0714,-5.0,0.326
28,30,50,0,s10,10,all,73393,0.064,-0.0316,-6.4,0.287
28,30,50,0,s10,10,bull,66003,0.0606,-0.0075,-1.4,0.289
28,30,50,0,s10,10,nonbull,7390,0.0945,-0.0925,-6.1,0.272
28,30,50,0,s10,15,all,73150,0.0692,-0.0328,-6.4,0.324
28,30,50,0,s10,15,bull,65760,0.0648,-0.0067,-1.2,0.325
28,30,50,0,s10,15,nonbull,7390,0.109,-0.0943,-5.9,0.32
28,30,50,0,s20,10,all,30221,0.07,-0.0256,-3.3,0.294
28,30,50,0,s20,10,bull,27403,0.0708,0.0027,0.3,0.297
28,30,50,0,s20,10,nonbull,2818,0.0626,-0.1243,-5.1,0.267
28,30,50,0,s20,15,all,30063,0.0698,-0.0323,-4.0,0.326
28,30,50,0,s20,15,bull,27245,0.0703,-0.0011,-0.1,0.328
28,30,50,0,s20,15,nonbull,2818,0.0644,-0.139,-5.4,0.308
28,30,50,1,off,10,all,65887,0.1039,0.0083,1.6,0.292
28,30,50,1,off,10,bull,52998,0.0582,-0.0099,-1.7,0.283
28,30,50,1,off,10,nonbull,12889,0.2918,0.1048,8.8,0.329
28,30,50,1,off,15,all,65644,0.1142,0.0121,2.2,0.334
28,30,50,1,off,15,bull,52755,0.0619,-0.0095,-1.6,0.32
28,30,50,1,off,15,nonbull,12889,0.3281,0.1247,10.0,0.388
28,30,50,1,s0,10,all,48148,0.0632,-0.0324,-5.3,0.29
28,30,50,1,s0,10,bull,43493,0.0612,-0.007,-1.1,0.292
28,30,50,1,s0,10,nonbull,4655,0.0822,-0.1047,-5.5,0.272
28,30,50,1,s0,15,all,47929,0.0671,-0.0349,-5.5,0.326
28,30,50,1,s0,15,bull,43274,0.064,-0.0074,-1.1,0.326
28,30,50,1,s0,15,nonbull,4655,0.0961,-0.1072,-5.3,0.319
28,30,50,1,s10,10,all,48039,0.0628,-0.0328,-5.4,0.29
28,30,50,1,s10,10,bull,43397,0.0607,-0.0074,-1.1,0.292
28,30,50,1,s10,10,nonbull,4642,0.0825,-0.1045,-5.4,0.273
28,30,50,1,s10,15,all,47820,0.0668,-0.0353,-5.5,0.326
28,30,50,1,s10,15,bull,43178,0.0636,-0.0078,-1.2,0.327
28,30,50,1,s10,15,nonbull,4642,0.0963,-0.1071,-5.3,0.32
28,30,50,1,s20,10,all,28683,0.0654,-0.0302,-3.8,0.294
28,30,50,1,s20,10,bull,26007,0.0654,-0.0027,-0.3,0.296
28,30,50,1,s20,10,nonbull,2676,0.0654,-0.1215,-4.8,0.271
28,30,50,1,s20,15,all,28528,0.0654,-0.0367,-4.5,0.326
28,30,50,1,s20,15,bull,25852,0.0655,-0.006,-0.7,0.327
28,30,50,1,s20,15,nonbull,2676,0.0644,-0.1389,-5.3,0.312
28,30,999,0,off,10,all,134320,0.1414,0.0458,12.5,0.296
28,30,999,0,off,10,bull,106263,0.0955,0.0274,6.7,0.289
28,30,999,0,off,10,nonbull,28057,0.3153,0.1283,16.1,0.321
28,30,999,0,off,15,all,133999,0.1565,0.0545,14.2,0.342
28,30,999,0,off,15,bull,105942,0.1016,0.0301,7.0,0.329
28,30,999,0,off,15,nonbull,28057,0.364,0.1607,19.1,0.387
28,30,999,0,s0,10,all,95908,0.1183,0.0226,5.2,0.3
28,30,999,0,s0,10,bull,85560,0.1083,0.0402,8.7,0.299
28,30,999,0,s0,10,nonbull,10348,0.2008,0.0138,1.1,0.302
28,30,999,0,s0,15,all,95621,0.126,0.024,5.3,0.34
28,30,999,0,s0,15,bull,85273,0.1143,0.0428,8.9,0.338
28,30,999,0,s0,15,nonbull,10348,0.223,0.0197,1.4,0.354
28,30,999,0,s10,10,all,79701,0.1276,0.032,6.7,0.306
28,30,999,0,s10,10,bull,71342,0.1187,0.0506,10.0,0.306
28,30,999,0,s10,10,nonbull,8359,0.2036,0.0167,1.1,0.306
28,30,999,0,s10,15,all,79424,0.1352,0.0332,6.6,0.345
28,30,999,0,s10,15,bull,71065,0.1248,0.0533,10.1,0.344
28,30,999,0,s10,15,nonbull,8359,0.2241,0.0207,1.4,0.357
28,30,999,0,s20,10,all,35388,0.1945,0.0988,13.5,0.333
28,30,999,0,s20,10,bull,31844,0.1846,0.1165,15.1,0.332
28,30,999,0,s20,10,nonbull,3544,0.2832,0.0963,4.2,0.341
28,30,999,0,s20,15,all,35196,0.198,0.0959,12.7,0.366
28,30,999,0,s20,15,bull,31652,0.1869,0.1154,14.5,0.364
28,30,999,0,s20,15,nonbull,3544,0.297,0.0937,4.0,0.383
28,30,999,1,off,10,all,70553,0.1593,0.0636,12.5,0.31
28,30,999,1,off,10,bull,56899,0.1186,0.0505,8.9,0.303
28,30,999,1,off,10,nonbull,13654,0.3285,0.1416,12.2,0.341
28,30,999,1,off,15,all,70281,0.1712,0.0691,13.0,0.352
28,30,999,1,off,15,bull,56627,0.1242,0.0527,8.9,0.34
28,30,999,1,off,15,nonbull,13654,0.3662,0.1628,13.4,0.4
28,30,999,1,s0,10,all,52454,0.1418,0.0462,7.8,0.314
28,30,999,1,s0,10,bull,47171,0.135,0.0669,10.6,0.315
28,30,999,1,s0,10,nonbull,5283,0.2025,0.0155,0.8,0.309
28,30,999,1,s0,15,all,52206,0.1485,0.0464,7.5,0.351
28,30,999,1,s0,15,bull,46923,0.14,0.0685,10.5,0.35
28,30,999,1,s0,15,nonbull,5283,0.224,0.0207,1.1,0.357
28,30,999,1,s10,10,all,52269,0.1417,0.0461,7.7,0.315
28,30,999,1,s10,10,bull,47009,0.1348,0.0667,10.6,0.316
28,30,999,1,s10,10,nonbull,5260,0.2032,0.0163,0.9,0.31
28,30,999,1,s10,15,all,52021,0.1483,0.0462,7.5,0.352
28,30,999,1,s10,15,bull,46761,0.1398,0.0683,10.4,0.351
28,30,999,1,s10,15,nonbull,5260,0.224,0.0206,1.1,0.358
28,30,999,1,s20,10,all,32643,0.1829,0.0873,11.5,0.332
28,30,999,1,s20,10,bull,29408,0.1756,0.1075,13.4,0.332
28,30,999,1,s20,10,nonbull,3235,0.2494,0.0624,2.6,0.33
28,30,999,1,s20,15,all,32459,0.1865,0.0844,10.7,0.364
28,30,999,1,s20,15,bull,29224,0.1781,0.1067,12.8,0.363
28,30,999,1,s20,15,nonbull,3235,0.2624,0.059,2.4,0.373
