period,adx_min,adx_max,rising,di,N,regime,n,exp,lift,t,win
14,25,999,1,s20,15,all,139188,0.0851,-0.017,-4.5,0.334
14,25,999,1,s20,15,bull,117850,0.0968,0.0254,6.2,0.339
14,25,999,1,s20,15,nonbull,21338,0.0204,-0.1829,-19.4,0.306
14,30,40,0,off,10,all,291548,0.082,-0.0136,-5.5,0.278
14,30,40,0,off,10,bull,222679,0.0492,-0.0189,-6.7,0.272
14,30,40,0,off,10,nonbull,68869,0.1881,0.0012,0.2,0.294
14,30,40,0,off,15,all,290825,0.0893,-0.0128,-5.0,0.324
14,30,40,0,off,15,bull,221956,0.0529,-0.0186,-6.3,0.316
14,30,40,0,off,15,nonbull,68869,0.2065,0.0031,0.6,0.352
14,30,40,0,s0,10,all,165688,0.0546,-0.041,-12.5,0.281
14,30,40,0,s0,10,bull,137273,0.059,-0.0091,-2.5,0.286
14,30,40,0,s0,10,nonbull,28415,0.0333,-0.1537,-19.9,0.257
14,30,40,0,s0,15,all,165143,0.0626,-0.0395,-11.5,0.323
14,30,40,0,s0,15,bull,136728,0.0667,-0.0048,-1.3,0.327
14,30,40,0,s0,15,nonbull,28415,0.0427,-0.1606,-19.7,0.304
14,30,40,0,s10,10,all,126840,0.0588,-0.0368,-9.8,0.285
14,30,40,0,s10,10,bull,105734,0.065,-0.0031,-0.7,0.29
14,30,40,0,s10,10,nonbull,21106,0.0276,-0.1593,-17.7,0.261
14,30,40,0,s10,15,all,126413,0.0649,-0.0371,-9.4,0.326
14,30,40,0,s10,15,bull,105307,0.0732,0.0018,0.4,0.331
14,30,40,0,s10,15,nonbull,21106,0.0237,-0.1797,-19.0,0.303
14,30,40,0,s20,10,all,58232,0.0656,-0.03,-5.4,0.289
14,30,40,0,s20,10,bull,48769,0.0786,0.0105,1.7,0.296
14,30,40,0,s20,10,nonbull,9463,-0.0014,-0.1884,-14.0,0.255
14,30,40,0,s20,15,all,58042,0.0696,-0.0325,-5.6,0.329
14,30,40,0,s20,15,bull,48579,0.0858,0.0143,2.2,0.336
14,30,40,0,s20,15,nonbull,9463,-0.0135,-0.2169,-15.5,0.295
14,30,40,1,off,10,all,152538,0.0866,-0.009,-2.6,0.282
14,30,40,1,off,10,bull,116359,0.0653,-0.0028,-0.7,0.277
14,30,40,1,off,10,nonbull,36179,0.1552,-0.0317,-4.5,0.295
14,30,40,1,off,15,all,152112,0.0894,-0.0127,-3.5,0.327
14,30,40,1,off,15,bull,115933,0.0707,-0.0008,-0.2,0.322
14,30,40,1,off,15,nonbull,36179,0.1494,-0.0539,-7.3,0.342
14,30,40,1,s0,10,all,90439,0.0595,-0.0361,-8.1,0.285
14,30,40,1,s0,10,bull,75422,0.0681,-0.0,-0.0,0.291
14,30,40,1,s0,10,nonbull,15017,0.0167,-0.1703,-15.9,0.257
14,30,40,1,s0,15,all,90130,0.0656,-0.0364,-7.8,0.327
14,30,40,1,s0,15,bull,75113,0.0777,0.0062,1.2,0.333
14,30,40,1,s0,15,nonbull,15017,0.0054,-0.1979,-17.7,0.299
14,30,40,1,s10,10,all,90285,0.0594,-0.0362,-8.1,0.286
14,30,40,1,s10,10,bull,75293,0.068,-0.0001,-0.0,0.291
14,30,40,1,s10,10,nonbull,14992,0.0163,-0.1707,-16.0,0.257
14,30,40,1,s10,15,all,89976,0.0654,-0.0367,-7.9,0.327
14,30,40,1,s10,15,bull,74984,0.0775,0.006,1.2,0.333
14,30,40,1,s10,15,nonbull,14992,0.005,-0.1984,-17.8,0.299
14,30,40,1,s20,10,all,57451,0.064,-0.0316,-5.6,0.289
14,30,40,1,s20,10,bull,48088,0.0766,0.0085,1.4,0.295
14,30,40,1,s20,10,nonbull,9363,-0.0008,-0.1878,-13.9,0.255
14,30,40,1,s20,15,all,57264,0.0681,-0.034,-5.8,0.329
14,30,40,1,s20,15,bull,47901,0.0839,0.0125,1.9,0.336
14,30,40,1,s20,15,nonbull,9363,-0.013,-0.2163,-15.3,0.295
14,30,50,0,off,10,all,401054,0.0811,-0.0145,-6.9,0.277
14,30,50,0,off,10,bull,307183,0.0477,-0.0204,-8.5,0.272
14,30,50,0,off,10,nonbull,93871,0.1903,0.0034,0.8,0.294
14,30,50,0,off,15,all,400042,0.0884,-0.0137,-6.2,0.324
14,30,50,0,off,15,bull,306171,0.0505,-0.021,-8.4,0.315
14,30,50,0,off,15,nonbull,93871,0.2121,0.0087,1.9,0.353
14,30,50,0,s0,10,all,235857,0.05,-0.0456,-16.6,0.28
14,30,50,0,s0,10,bull,197923,0.0555,-0.0126,-4.2,0.285
14,30,50,0,s0,10,nonbull,37934,0.0215,-0.1655,-24.8,0.254
14,30,50,0,s0,15,all,235069,0.056,-0.046,-16.0,0.321
14,30,50,0,s0,15,bull,197135,0.0608,-0.0106,-3.4,0.325
14,30,50,0,s0,15,nonbull,37934,0.0312,-0.1722,-24.5,0.301
14,30,50,0,s10,10,all,189282,0.0521,-0.0436,-14.2,0.283
14,30,50,0,s10,10,bull,159875,0.0593,-0.0088,-2.6,0.288
14,30,50,0,s10,10,nonbull,29407,0.0126,-0.1743,-22.9,0.255
14,30,50,0,s10,15,all,188627,0.0565,-0.0456,-14.2,0.323
14,30,50,0,s10,15,bull,159220,0.0647,-0.0067,-1.9,0.328
14,30,50,0,s10,15,nonbull,29407,0.0117,-0.1916,-24.1,0.299
14,30,50,0,s20,10,all,96798,0.0543,-0.0413,-9.6,0.287
14,30,50,0,s20,10,bull,82324,0.0663,-0.0018,-0.4,0.293
14,30,50,0,s20,10,nonbull,14474,-0.0141,-0.2011,-18.6,0.252
14,30,50,0,s20,15,all,96465,0.0568,-0.0452,-10.1,0.325
14,30,50,0,s20,15,bull,81991,0.0708,-0.0007,-0.1,0.331
14,30,50,0,s20,15,nonbull,14474,-0.0221,-0.2255,-20.0,0.292
14,30,50,1,off,10,all,212585,0.0825,-0.0132,-4.5,0.281
14,30,50,1,off,10,bull,162994,0.0609,-0.0072,-2.2,0.277
14,30,50,1,off,10,nonbull,49591,0.1534,-0.0335,-5.5,0.296
14,30,50,1,off,15,all,211997,0.0852,-0.0169,-5.6,0.325
14,30,50,1,off,15,bull,162406,0.0649,-0.0066,-1.9,0.32
14,30,50,1,off,15,nonbull,49591,0.1516,-0.0518,-8.2,0.342
14,30,50,1,s0,10,all,129920,0.0528,-0.0428,-11.5,0.284
14,30,50,1,s0,10,bull,109576,0.0626,-0.0055,-1.4,0.29
14,30,50,1,s0,10,nonbull,20344,0.0003,-0.1866,-20.4,0.253
14,30,50,1,s0,15,all,129474,0.0573,-0.0447,-11.5,0.325
14,30,50,1,s0,15,bull,109130,0.0696,-0.0019,-0.4,0.33
14,30,50,1,s0,15,nonbull,20344,-0.0082,-0.2116,-22.2,0.294
14,30,50,1,s10,10,all,129760,0.0527,-0.0429,-11.5,0.284
14,30,50,1,s10,10,bull,109442,0.0624,-0.0057,-1.4,0.29
14,30,50,1,s10,10,nonbull,20318,0.0001,-0.1869,-20.4,0.253
14,30,50,1,s10,15,all,129314,0.0571,-0.0449,-11.6,0.325
14,30,50,1,s10,15,bull,108996,0.0694,-0.0021,-0.5,0.331
14,30,50,1,s10,15,nonbull,20318,-0.0085,-0.2119,-22.2,0.294
14,30,50,1,s20,10,all,92264,0.0519,-0.0437,-9.9,0.286
14,30,50,1,s20,10,bull,78313,0.0635,-0.0046,-1.0,0.292
14,30,50,1,s20,10,nonbull,13951,-0.0131,-0.2,-18.1,0.253
14,30,50,1,s20,15,all,91956,0.0546,-0.0475,-10.3,0.325
14,30,50,1,s20,15,bull,78005,0.0682,-0.0032,-0.6,0.331
14,30,50,1,s20,15,nonbull,13951,-0.0218,-0.2252,-19.6,0.292
14,30,999,0,off,10,all,444404,0.0947,-0.0009,-0.5,0.282
14,30,999,0,off,10,bull,340609,0.06,-0.0081,-3.6,0.276
14,30,999,0,off,10,nonbull,103795,0.2084,0.0214,5.1,0.299
14,30,999,0,off,15,all,443221,0.1031,0.001,0.5,0.328
14,30,999,0,off,15,bull,339426,0.0634,-0.0081,-3.4,0.318
14,30,999,0,off,15,nonbull,103795,0.2329,0.0296,6.7,0.359
14,30,999,0,s0,10,all,266980,0.0701,-0.0255,-9.8,0.287
14,30,999,0,s0,10,bull,225252,0.0737,0.0056,2.0,0.291
14,30,999,0,s0,10,nonbull,41728,0.0508,-0.1361,-21.2,0.264
14,30,999,0,s0,15,all,266022,0.0767,-0.0253,-9.4,0.328
14,30,999,0,s0,15,bull,224294,0.0795,0.008,2.7,0.331
14,30,999,0,s0,15,nonbull,41728,0.0619,-0.1414,-21.0,0.31
14,30,999,0,s10,10,all,219171,0.0757,-0.0199,-6.9,0.291
14,30,999,0,s10,10,bull,186166,0.0804,0.0123,3.9,0.295
14,30,999,0,s10,10,nonbull,33005,0.0492,-0.1377,-19.0,0.267
14,30,999,0,s10,15,all,218347,0.081,-0.021,-7.0,0.331
14,30,999,0,s10,15,bull,185342,0.0864,0.0149,4.6,0.334
14,30,999,0,s10,15,nonbull,33005,0.0511,-0.1523,-20.1,0.311
14,30,999,0,s20,10,all,120902,0.0936,-0.002,-0.5,0.299
14,30,999,0,s20,10,bull,103566,0.1011,0.033,7.8,0.304
14,30,999,0,s20,10,nonbull,17336,0.0491,-0.1379,-13.7,0.273
14,30,999,0,s20,15,all,120414,0.0971,-0.0049,-1.2,0.337
14,30,999,0,s20,15,bull,103078,0.1059,0.0345,7.9,0.341
14,30,999,0,s20,15,nonbull,17336,0.0449,-0.1585,-15.1,0.312
14,30,999,1,off,10,all,237774,0.1003,0.0046,1.7,0.288
14,30,999,1,off,10,bull,182953,0.0781,0.01,3.2,0.283
14,30,999,1,off,10,nonbull,54821,0.1741,-0.0129,-2.2,0.303
14,30,999,1,off,15,all,237064,0.1041,0.002,0.7,0.331
14,30,999,1,off,15,bull,182243,0.0824,0.011,3.4,0.325
14,30,999,1,off,15,nonbull,54821,0.176,-0.0274,-4.5,0.35
14,30,999,1,s0,10,all,148698,0.0814,-0.0142,-4.1,0.294
14,30,999,1,s0,10,bull,126193,0.089,0.0209,5.5,0.299
14,30,999,1,s0,10,nonbull,22505,0.0389,-0.1481,-16.9,0.266
14,30,999,1,s0,15,all,148131,0.0864,-0.0157,-4.3,0.334
14,30,999,1,s0,15,bull,125626,0.096,0.0246,6.2,0.338
14,30,999,1,s0,15,nonbull,22505,0.0324,-0.171,-18.7,0.307
14,30,999,1,s10,10,all,148440,0.0812,-0.0144,-4.1,0.294
14,30,999,1,s10,10,bull,125963,0.0888,0.0207,5.4,0.299
14,30,999,1,s10,10,nonbull,22477,0.0386,-0.1484,-16.9,0.266
14,30,999,1,s10,15,all,147873,0.0861,-0.016,-4.4,0.334
14,30,999,1,s10,15,bull,125396,0.0958,0.0243,6.1,0.339
14,30,999,1,s10,15,nonbull,22477,0.032,-0.1714,-18.7,0.307
14,30,999,1,s20,10,all,110394,0.0877,-0.0079,-1.9,0.299
14,30,999,1,s20,10,bull,94390,0.0962,0.0281,6.4,0.304
14,30,999,1,s20,10,nonbull,16004,0.0375,-0.1494,-14.3,0.27
14,30,999,1,s20,15,all,109965,0.0909,-0.0111,-2.6,0.336
14,30,999,1,s20,15,bull,93961,0.1011,0.0297,6.5,0.341
14,30,999,1,s20,15,nonbull,16004,0.0311,-0.1723,-15.8,0.308
21,20,40,0,off,10,all,693982,0.0858,-0.0098,-6.2,0.28
21,20,40,0,off,10,bull,530789,0.0542,-0.0139,-7.6,0.275
21,20,40,0,off,10,nonbull,163193,0.1885,0.0015,0.5,0.296
21,20,40,0,off,15,all,692309,0.0924,-0.0097,-5.8,0.327
21,20,40,0,off,15,bull,529119,0.0565,-0.015,-7.8,0.318
21,20,40,0,off,15,nonbull,163190,0.2088,0.0054,1.6,0.354
21,20,40,0,s0,10,all,397162,0.0592,-0.0364,-17.1,0.283
21,20,40,0,s0,10,bull,332299,0.0618,-0.0063,-2.7,0.287
21,20,40,0,s0,10,nonbull,64863,0.0461,-0.1409,-27.3,0.262
21,20,40,0,s0,15,all,396007,0.0646,-0.0375,-16.9,0.325
21,20,40,0,s0,15,bull,331147,0.0664,-0.0051,-2.1,0.327
21,20,40,0,s0,15,nonbull,64860,0.0556,-0.1477,-27.3,0.311
21,20,40,0,s10,10,all,250660,0.0539,-0.0417,-15.5,0.286
21,20,40,0,s10,10,bull,213857,0.0614,-0.0067,-2.3,0.29
21,20,40,0,s10,10,nonbull,36803,0.0106,-0.1764,-25.8,0.26
21,20,40,0,s10,15,all,249813,0.0582,-0.0439,-15.7,0.325
21,20,40,0,s10,15,bull,213012,0.0667,-0.0047,-1.6,0.329
21,20,40,0,s10,15,nonbull,36801,0.0088,-0.1945,-27.2,0.302
21,20,40,0,s20,10,all,73241,0.0397,-0.0559,-11.3,0.284
21,20,40,0,s20,10,bull,63888,0.0505,-0.0176,-3.3,0.289
21,20,40,0,s20,10,nonbull,9353,-0.0337,-0.2206,-16.4,0.251
21,20,40,0,s20,15,all,72941,0.0411,-0.0609,-11.8,0.321
21,20,40,0,s20,15,bull,63588,0.053,-0.0184,-3.3,0.325
21,20,40,0,s20,15,nonbull,9353,-0.0397,-0.2431,-17.4,0.288
21,20,40,1,off,10,all,346782,0.0747,-0.0209,-9.2,0.28
21,20,40,1,off,10,bull,266407,0.0534,-0.0147,-5.7,0.276
21,20,40,1,off,10,nonbull,80375,0.1455,-0.0415,-8.7,0.294
21,20,40,1,off,15,all,345753,0.0788,-0.0233,-9.8,0.324
21,20,40,1,off,15,bull,265378,0.0574,-0.014,-5.2,0.319
21,20,40,1,off,15,nonbull,80375,0.1492,-0.0542,-10.9,0.342
21,20,40,1,s0,10,all,208562,0.0471,-0.0485,-16.5,0.284
21,20,40,1,s0,10,bull,177409,0.0556,-0.0125,-3.9,0.289
21,20,40,1,s0,10,nonbull,31153,-0.0013,-0.1882,-25.4,0.257
21,20,40,1,s0,15,all,207848,0.0514,-0.0506,-16.5,0.324
21,20,40,1,s0,15,bull,176695,0.0617,-0.0097,-2.9,0.328
21,20,40,1,s0,15,nonbull,31153,-0.007,-0.2104,-27.2,0.298
21,20,40,1,s10,10,all,202769,0.0489,-0.0467,-15.7,0.285
21,20,40,1,s10,10,bull,172619,0.0578,-0.0103,-3.2,0.29
21,20,40,1,s10,10,nonbull,30150,-0.0023,-0.1893,-25.1,0.257
21,20,40,1,s10,15,all,202067,0.0532,-0.0489,-15.7,0.324
21,20,40,1,s10,15,bull,171917,0.0639,-0.0076,-2.2,0.329
21,20,40,1,s10,15,nonbull,30150,-0.0081,-0.2114,-26.9,0.298
21,20,40,1,s20,10,all,72699,0.0397,-0.056,-11.2,0.284
21,20,40,1,s20,10,bull,63392,0.0504,-0.0177,-3.3,0.289
21,20,40,1,s20,10,nonbull,9307,-0.0338,-0.2208,-16.4,0.251
21,20,40,1,s20,15,all,72401,0.0414,-0.0607,-11.7,0.321
21,20,40,1,s20,15,bull,63094,0.0533,-0.0181,-3.3,0.326
21,20,40,1,s20,15,nonbull,9307,-0.0394,-0.2428,-17.3,0.288
21,20,50,0,off,10,all,739446,0.0882,-0.0074,-4.8,0.281
21,20,50,0,off,10,bull,566524,0.056,-0.0121,-6.9,0.276
21,20,50,0,off,10,nonbull,172922,0.1937,0.0068,2.1,0.296
21,20,50,0,off,15,all,737641,0.0954,-0.0066,-4.1,0.327
21,20,50,0,off,15,bull,564722,0.0585,-0.013,-7.0,0.319
21,20,50,0,off,15,nonbull,172919,0.2161,0.0128,3.8,0.356
21,20,50,0,s0,10,all,429905,0.0615,-0.0341,-16.7,0.284
21,20,50,0,s0,10,bull,361685,0.0638,-0.0043,-1.9,0.288
21,20,50,0,s0,10,nonbull,68220,0.0497,-0.1372,-27.3,0.263
21,20,50,0,s0,15,all,428621,0.067,-0.0351,-16.5,0.325
21,20,50,0,s0,15,bull,360404,0.0684,-0.0031,-1.3,0.328
21,20,50,0,s0,15,nonbull,68217,0.0597,-0.1437,-27.2,0.312
21,20,50,0,s10,10,all,280531,0.0578,-0.0378,-14.9,0.287
21,20,50,0,s10,10,bull,240773,0.0646,-0.0035,-1.3,0.291
21,20,50,0,s10,10,nonbull,39758,0.0171,-0.1699,-25.9,0.261
21,20,50,0,s10,15,all,279559,0.0623,-0.0397,-15.1,0.326
21,20,50,0,s10,15,bull,239803,0.07,-0.0015,-0.5,0.33
21,20,50,0,s10,15,nonbull,39756,0.0163,-0.1871,-27.2,0.303
21,20,50,0,s20,10,all,90828,0.0497,-0.046,-10.3,0.287
21,20,50,0,s20,10,bull,79794,0.0585,-0.0096,-2.0,0.292
21,20,50,0,s20,10,nonbull,11034,-0.0142,-0.2011,-16.2,0.254
21,20,50,0,s20,15,all,90427,0.0514,-0.0506,-10.9,0.323
21,20,50,0,s20,15,bull,79393,0.0611,-0.0104,-2.1,0.327
21,20,50,0,s20,15,nonbull,11034,-0.0179,-0.2213,-17.1,0.293
21,20,50,1,off,10,all,371196,0.0784,-0.0173,-7.9,0.281
21,20,50,1,off,10,bull,285930,0.0556,-0.0125,-5.0,0.277
21,20,50,1,off,10,nonbull,85266,0.1545,-0.0324,-7.0,0.296
21,20,50,1,off,15,all,370064,0.0828,-0.0192,-8.4,0.325
21,20,50,1,off,15,bull,284798,0.0597,-0.0118,-4.5,0.32
21,20,50,1,off,15,nonbull,85266,0.1601,-0.0432,-9.0,0.345
21,20,50,1,s0,10,all,226632,0.0511,-0.0446,-15.8,0.285
21,20,50,1,s0,10,bull,193693,0.0588,-0.0094,-3.1,0.29
21,20,50,1,s0,10,nonbull,32939,0.0058,-0.1811,-25.1,0.259
21,20,50,1,s0,15,all,225817,0.0555,-0.0466,-15.9,0.325
21,20,50,1,s0,15,bull,192878,0.0647,-0.0067,-2.1,0.329
21,20,50,1,s0,15,nonbull,32939,0.0011,-0.2023,-26.9,0.299
21,20,50,1,s10,10,all,220829,0.0528,-0.0428,-15.0,0.286
21,20,50,1,s10,10,bull,188895,0.0609,-0.0072,-2.3,0.291
21,20,50,1,s10,10,nonbull,31934,0.0049,-0.182,-24.9,0.258
21,20,50,1,s10,15,all,220026,0.0571,-0.0449,-15.1,0.325
21,20,50,1,s10,15,bull,188092,0.0668,-0.0047,-1.5,0.33
21,20,50,1,s10,15,nonbull,31934,0.0002,-0.2031,-26.6,0.299
21,20,50,1,s20,10,all,88389,0.0481,-0.0475,-10.5,0.287
21,20,50,1,s20,10,bull,77600,0.0567,-0.0114,-2.4,0.292
21,20,50,1,s20,10,nonbull,10789,-0.0139,-0.2008,-16.0,0.255
21,20,50,1,s20,15,all,87996,0.0497,-0.0524,-11.2,0.323
21,20,50,1,s20,15,bull,77207,0.0593,-0.0122,-2.4,0.327
21,20,50,1,s20,15,nonbull,10789,-0.019,-0.2224,-17.0,0.294
21,20,999,0,off,10,all,753177,0.0944,-0.0012,-0.8,0.283
21,20,999,0,off,10,bull,577605,0.0627,-0.0054,-3.1,0.278
21,20,999,0,off,10,nonbull,175572,0.1989,0.0119,3.7,0.298
21,20,999,0,off,15,all,751322,0.1019,-0.0001,-0.1,0.329
21,20,999,0,off,15,bull,575753,0.0654,-0.0061,-3.3,0.321
21,20,999,0,off,15,nonbull,175569,0.2218,0.0184,5.5,0.357
21,20,999,0,s0,10,all,441205,0.0727,-0.0229,-11.4,0.287
21,20,999,0,s0,10,bull,371440,0.0744,0.0063,2.9,0.291
21,20,999,0,s0,10,nonbull,69765,0.0634,-0.1236,-24.8,0.267
21,20,999,0,s0,15,all,439871,0.0784,-0.0236,-11.2,0.328
21,20,999,0,s0,15,bull,370109,0.0793,0.0078,3.4,0.331
21,20,999,0,s0,15,nonbull,69762,0.0741,-0.1293,-24.7,0.316
21,20,999,0,s10,10,all,291369,0.0747,-0.0209,-8.4,0.292
21,20,999,0,s10,10,bull,250155,0.0801,0.012,4.4,0.296
21,20,999,0,s10,10,nonbull,41214,0.0417,-0.1452,-22.4,0.268
21,20,999,0,s10,15,all,290347,0.0797,-0.0224,-8.6,0.331
21,20,999,0,s10,15,bull,249135,0.0858,0.0144,5.1,0.335
21,20,999,0,s10,15,nonbull,41212,0.0425,-0.1608,-23.7,0.311
21,20,999,0,s20,10,all,99604,0.0951,-0.0006,-0.1,0.302
21,20,999,0,s20,10,bull,87450,0.1002,0.0321,7.0,0.305
21,20,999,0,s20,10,nonbull,12154,0.0579,-0.129,-10.7,0.277
21,20,999,0,s20,15,all,99153,0.0978,-0.0043,-1.0,0.337
21,20,999,0,s20,15,bull,86999,0.1034,0.032,6.7,0.34
21,20,999,0,s20,15,nonbull,12154,0.0576,-0.1458,-11.6,0.316
21,20,999,1,off,10,all,379379,0.0888,-0.0068,-3.1,0.285
21,20,999,1,off,10,bull,292725,0.0671,-0.001,-0.4,0.281
21,20,999,1,off,10,nonbull,86654,0.1622,-0.0248,-5.4,0.298
21,20,999,1,off,15,all,378204,0.0937,-0.0084,-3.7,0.329
21,20,999,1,off,15,bull,291550,0.0714,-0.0,-0.0,0.323
21,20,999,1,off,15,nonbull,86654,0.1685,-0.0348,-7.3,0.348
21,20,999,1,s0,10,all,233647,0.069,-0.0267,-9.6,0.291
21,20,999,1,s0,10,bull,199835,0.0763,0.0081,2.7,0.295
21,20,999,1,s0,10,nonbull,33812,0.0258,-0.1611,-22.5,0.265
21,20,999,1,s0,15,all,232789,0.0739,-0.0282,-9.7,0.33
21,20,999,1,s0,15,bull,198977,0.0826,0.0111,3.5,0.334
21,20,999,1,s0,15,nonbull,33812,0.0229,-0.1805,-24.2,0.306
21,20,999,1,s10,10,all,227735,0.0711,-0.0245,-8.7,0.292
21,20,999,1,s10,10,bull,194934,0.0788,0.0106,3.5,0.297
21,20,999,1,s10,10,nonbull,32801,0.0256,-0.1614,-22.2,0.265
21,20,999,1,s10,15,all,226889,0.0759,-0.0261,-8.9,0.331
21,20,999,1,s10,15,bull,194088,0.085,0.0135,4.2,0.335
21,20,999,1,s10,15,nonbull,32801,0.0225,-0.1809,-23.9,0.306
21,20,999,1,s20,10,all,95007,0.0895,-0.0061,-1.4,0.301
21,20,999,1,s20,10,bull,83417,0.0963,0.0282,6.0,0.305
21,20,999,1,s20,10,nonbull,11590,0.0405,-0.1464,-11.9,0.272
21,20,999,1,s20,15,all,94571,0.0921,-0.01,-2.2,0.336
21,20,999,1,s20,15,bull,82981,0.0995,0.028,5.7,0.34
21,20,999,1,s20,15,nonbull,11590,0.0393,-0.1641,-12.8,0.311
21,25,40,0,off,10,all,370767,0.0789,-0.0167,-7.7,0.276
21,25,40,0,off,10,bull,284160,0.0399,-0.0283,-11.4,0.27
21,25,40,0,off,10,nonbull,86607,0.2072,0.0202,4.5,0.297
21,25,40,0,off,15,all,369855,0.0871,-0.015,-6.5,0.323
21,25,40,0,off,15,bull,283251,0.0421,-0.0293,-11.3,0.312
21,25,40,0,off,15,nonbull,86604,0.2342,0.0309,6.4,0.358
21,25,40,0,s0,10,all,221502,0.0453,-0.0503,-17.8,0.279
21,25,40,0,s0,10,bull,189476,0.0483,-0.0198,-6.4,0.282
21,25,40,0,s0,10,nonbull,32026,0.0276,-0.1594,-21.9,0.257
21,25,40,0,s0,15,all,220794,0.0509,-0.0512,-17.3,0.32
21,25,40,0,s0,15,bull,188771,0.0534,-0.0181,-5.6,0.322
21,25,40,0,s0,15,nonbull,32023,0.0359,-0.1674,-21.9,0.304
21,25,40,0,s10,10,all,159170,0.0421,-0.0536,-16.0,0.282
21,25,40,0,s10,10,bull,137861,0.0475,-0.0206,-5.7,0.285
21,25,40,0,s10,10,nonbull,21309,0.007,-0.18,-20.1,0.258
21,25,40,0,s10,15,all,158592,0.0467,-0.0553,-15.8,0.321
21,25,40,0,s10,15,bull,137285,0.0531,-0.0184,-4.9,0.324
21,25,40,0,s10,15,nonbull,21307,0.0059,-0.1975,-21.1,0.3
21,25,40,0,s20,10,all,56065,0.0336,-0.062,-11.0,0.282
21,25,40,0,s20,10,bull,49286,0.0442,-0.024,-4.0,0.287
21,25,40,0,s20,10,nonbull,6779,-0.0432,-0.2302,-14.6,0.248
21,25,40,0,s20,15,all,55828,0.034,-0.068,-11.6,0.319
21,25,40,0,s20,15,bull,49049,0.0463,-0.0252,-4.0,0.324
21,25,40,0,s20,15,nonbull,6779,-0.0547,-0.258,-15.8,0.284
21,25,40,1,off,10,all,189636,0.0655,-0.0301,-9.9,0.277
21,25,40,1,off,10,bull,146279,0.0375,-0.0306,-8.9,0.271
21,25,40,1,off,10,nonbull,43357,0.1601,-0.0269,-4.2,0.299
21,25,40,1,off,15,all,189036,0.0709,-0.0312,-9.8,0.321
21,25,40,1,off,15,bull,145679,0.0418,-0.0296,-8.2,0.313
21,25,40,1,off,15,nonbull,43357,0.1684,-0.035,-5.2,0.348
21,25,40,1,s0,10,all,118551,0.0344,-0.0613,-15.8,0.28
21,25,40,1,s0,10,bull,102657,0.0417,-0.0264,-6.3,0.284
21,25,40,1,s0,10,nonbull,15894,-0.0129,-0.1999,-19.3,0.254
21,25,40,1,s0,15,all,118083,0.0392,-0.0629,-15.5,0.319
21,25,40,1,s0,15,bull,102189,0.048,-0.0234,-5.4,0.323
21,25,40,1,s0,15,nonbull,15894,-0.0178,-0.2212,-20.5,0.294
21,25,40,1,s10,10,all,118139,0.0341,-0.0615,-15.8,0.28
21,25,40,1,s10,10,bull,102294,0.0414,-0.0267,-6.4,0.284
21,25,40,1,s10,10,nonbull,15845,-0.0127,-0.1996,-19.3,0.254
21,25,40,1,s10,15,all,117671,0.039,-0.0631,-15.6,0.32
21,25,40,1,s10,15,bull,101826,0.0478,-0.0236,-5.4,0.324
21,25,40,1,s10,15,nonbull,15845,-0.0177,-0.2211,-20.5,0.294
21,25,40,1,s20,10,all,55529,0.0334,-0.0622,-10.9,0.283
21,25,40,1,s20,10,bull,48794,0.044,-0.0241,-4.0,0.287
21,25,40,1,s20,10,nonbull,6735,-0.0434,-0.2303,-14.6,0.248
21,25,40,1,s20,15,all,55294,0.0343,-0.0678,-11.5,0.319
21,25,40,1,s20,15,bull,48559,0.0465,-0.0249,-3.9,0.324
21,25,40,1,s20,15,nonbull,6735,-0.0542,-0.2576,-15.7,0.284
21,25,50,0,off,10,all,416231,0.084,-0.0117,-5.7,0.278
21,25,50,0,off,10,bull,319895,0.0446,-0.0235,-10.1,0.272
21,25,50,0,off,10,nonbull,96336,0.2148,0.0278,6.5,0.297
21,25,50,0,off,15,all,415187,0.0931,-0.009,-4.2,0.324
21,25,50,0,off,15,bull,318854,0.0472,-0.0242,-9.9,0.314
21,25,50,0,off,15,nonbull,96333,0.2448,0.0415,9.1,0.36
21,25,50,0,s0,10,all,254245,0.051,-0.0446,-16.9,0.28
21,25,50,0,s0,10,bull,218862,0.0534,-0.0147,-5.1,0.284
21,25,50,0,s0,10,nonbull,35383,0.0364,-0.1505,-21.7,0.258
21,25,50,0,s0,15,all,253408,0.0567,-0.0454,-16.5,0.321
21,25,50,0,s0,15,bull,218028,0.0585,-0.013,-4.4,0.323
21,25,50,0,s0,15,nonbull,35380,0.0455,-0.1578,-21.7,0.306
21,25,50,0,s10,10,all,189041,0.0498,-0.0459,-14.9,0.284
21,25,50,0,s10,10,bull,164777,0.0544,-0.0137,-4.1,0.287
21,25,50,0,s10,10,nonbull,24264,0.018,-0.1689,-20.2,0.259
21,25,50,0,s10,15,all,188338,0.0547,-0.0474,-14.8,0.323
21,25,50,0,s10,15,bull,164076,0.06,-0.0114,-3.3,0.326
21,25,50,0,s10,15,nonbull,24262,0.0184,-0.1849,-21.1,0.301
21,25,50,0,s20,10,all,73652,0.0473,-0.0483,-9.8,0.287
21,25,50,0,s20,10,bull,65192,0.0555,-0.0126,-2.4,0.291
21,25,50,0,s20,10,nonbull,8460,-0.0159,-0.2028,-14.4,0.253
21,25,50,0,s20,15,all,73314,0.0484,-0.0537,-10.5,0.322
