period,adx_min,adx_max,rising,di,N,regime,n_sym,n_ep,lift,t
50,35,999,1,off,15,nonbull,30,39,-0.5585,-2.9
50,35,999,1,s0,10,all,162,352,0.1402,1.6
50,35,999,1,s0,10,bull,154,327,0.178,2.0
50,35,999,1,s0,15,all,161,350,0.1088,1.2
50,35,999,1,s0,15,bull,153,325,0.1572,1.7
50,35,999,1,s20,10,all,153,315,0.1208,1.3
50,35,999,1,s20,10,bull,146,295,0.1254,1.3
50,35,999,1,s20,15,all,152,314,0.1039,1.1
50,35,999,1,s20,15,bull,145,294,0.1199,1.2
50,40,60,0,off,10,all,87,98,0.2202,1.6
50,40,60,0,off,10,bull,78,86,0.2151,1.5
50,40,60,0,off,15,all,87,98,0.2385,1.6
50,40,60,0,off,15,bull,78,86,0.2475,1.7
50,40,60,0,s0,10,all,79,91,0.1869,1.3
50,40,60,0,s0,10,bull,74,82,0.1888,1.3
50,40,60,0,s0,15,all,79,91,0.2188,1.5
50,40,60,0,s0,15,bull,74,82,0.2355,1.5
50,40,60,0,s20,10,all,71,128,0.1733,1.3
50,40,60,0,s20,10,bull,69,120,0.1317,0.9
50,40,60,0,s20,15,all,71,128,0.2216,1.5
50,40,60,0,s20,15,bull,69,120,0.1911,1.3
50,40,60,1,off,10,all,85,149,0.204,1.7
50,40,60,1,off,10,bull,74,133,0.1985,1.5
50,40,60,1,off,15,all,85,149,0.2587,2.0
50,40,60,1,off,15,bull,74,133,0.2762,2.0
50,40,60,1,s0,10,all,72,134,0.2542,1.9
50,40,60,1,s0,10,bull,70,127,0.2286,1.7
50,40,60,1,s0,15,all,72,134,0.3344,2.4
50,40,60,1,s0,15,bull,70,127,0.3264,2.3
50,40,60,1,s20,10,all,71,130,0.247,1.8
50,40,60,1,s20,10,bull,69,122,0.2078,1.5
50,40,60,1,s20,15,all,71,130,0.3316,2.3
50,40,60,1,s20,15,bull,69,122,0.3036,2.1
50,40,999,0,off,10,all,83,94,0.2625,1.9
50,40,999,0,off,10,bull,74,82,0.2393,1.7
50,40,999,0,off,15,all,83,94,0.3137,2.1
50,40,999,0,off,15,bull,74,82,0.3108,2.0
50,40,999,0,s0,10,all,77,89,0.2089,1.5
50,40,999,0,s0,10,bull,71,79,0.2156,1.5
50,40,999,0,s0,15,all,77,89,0.2764,1.8
50,40,999,0,s0,15,bull,71,79,0.3032,1.9
50,40,999,0,s20,10,all,72,129,0.164,1.2
50,40,999,0,s20,10,bull,69,120,0.1296,0.9
50,40,999,0,s20,15,all,72,129,0.2319,1.6
50,40,999,0,s20,15,bull,69,120,0.2114,1.4
50,40,999,1,off,10,all,89,155,0.1847,1.5
50,40,999,1,off,10,bull,78,139,0.1826,1.4
50,40,999,1,off,15,all,89,155,0.2367,1.8
50,40,999,1,off,15,bull,78,139,0.2556,1.9
50,40,999,1,s0,10,all,75,137,0.2376,1.8
50,40,999,1,s0,10,bull,73,130,0.2171,1.6
50,40,999,1,s0,15,all,75,137,0.3139,2.3
50,40,999,1,s0,15,bull,73,130,0.3101,2.2
50,40,999,1,s20,10,all,74,133,0.2305,1.7
50,40,999,1,s20,10,bull,72,125,0.197,1.4
50,40,999,1,s20,15,all,74,133,0.311,2.2
50,40,999,1,s20,15,bull,72,125,0.2881,2.0
75,25,60,0,off,10,all,360,458,-0.0065,-0.1
75,25,60,0,off,10,bull,305,375,-0.0119,-0.2
75,25,60,0,off,10,nonbull,78,82,0.109,0.7
75,25,60,0,off,15,all,358,455,-0.0173,-0.3
75,25,60,0,off,15,bull,302,372,-0.0107,-0.1
75,25,60,0,off,15,nonbull,78,82,0.0315,0.2
75,25,60,0,s0,10,all,331,446,-0.0461,-0.7
75,25,60,0,s0,10,bull,293,385,-0.0597,-0.9
75,25,60,0,s0,10,nonbull,55,60,0.1107,0.7
75,25,60,0,s0,15,all,329,444,-0.0646,-1.0
75,25,60,0,s0,15,bull,291,383,-0.0655,-0.9
75,25,60,0,s0,15,nonbull,55,60,0.0106,0.1
75,25,60,0,s20,10,all,182,434,0.0065,0.1
75,25,60,0,s20,10,bull,176,408,0.0299,0.4
75,25,60,0,s20,15,all,182,431,0.0135,0.2
75,25,60,0,s20,15,bull,176,405,0.0335,0.4
75,25,60,1,off,10,all,365,1010,-0.1024,-1.9
75,25,60,1,off,10,bull,321,869,-0.096,-1.7
75,25,60,1,off,10,nonbull,79,137,-0.1377,-1.0
75,25,60,1,off,15,all,361,1006,-0.1055,-1.9
75,25,60,1,off,15,bull,317,865,-0.0992,-1.7
75,25,60,1,off,15,nonbull,79,137,-0.1908,-1.4
75,25,60,1,s0,10,all,318,869,-0.0788,-1.4
75,25,60,1,s0,10,bull,300,804,-0.0803,-1.4
75,25,60,1,s0,10,nonbull,40,61,-0.1139,-0.6
75,25,60,1,s0,15,all,315,866,-0.09,-1.5
75,25,60,1,s0,15,bull,297,801,-0.0891,-1.5
75,25,60,1,s0,15,nonbull,40,61,-0.1763,-0.9
75,25,60,1,s20,10,all,180,428,0.0194,0.2
75,25,60,1,s20,10,bull,175,405,0.0373,0.5
75,25,60,1,s20,15,all,180,425,0.0227,0.3
75,25,60,1,s20,15,bull,175,402,0.0376,0.4
75,25,999,0,off,10,all,357,455,-0.0115,-0.2
75,25,999,0,off,10,bull,304,374,-0.0102,-0.1
75,25,999,0,off,10,nonbull,76,80,0.0793,0.5
75,25,999,0,off,15,all,355,452,-0.0175,-0.3
75,25,999,0,off,15,bull,301,371,-0.0047,-0.1
75,25,999,0,off,15,nonbull,76,80,0.0062,0.0
75,25,999,0,s0,10,all,329,444,-0.0508,-0.8
75,25,999,0,s0,10,bull,293,385,-0.0565,-0.8
75,25,999,0,s0,10,nonbull,53,58,0.0681,0.4
75,25,999,0,s0,15,all,327,442,-0.0642,-1.0
75,25,999,0,s0,15,bull,291,383,-0.0579,-0.8
75,25,999,0,s0,15,nonbull,53,58,-0.0264,-0.2
75,25,999,0,s20,10,all,184,436,0.006,0.1
75,25,999,0,s20,10,bull,178,410,0.0292,0.4
75,25,999,0,s20,15,all,184,433,0.0198,0.2
75,25,999,0,s20,15,bull,178,407,0.04,0.5
75,25,999,1,off,10,all,368,1015,-0.1019,-1.9
75,25,999,1,off,10,bull,324,874,-0.0941,-1.7
75,25,999,1,off,10,nonbull,79,137,-0.1377,-1.0
75,25,999,1,off,15,all,364,1011,-0.1049,-1.9
75,25,999,1,off,15,bull,320,870,-0.0972,-1.7
75,25,999,1,off,15,nonbull,79,137,-0.1908,-1.4
75,25,999,1,s0,10,all,320,872,-0.0774,-1.3
75,25,999,1,s0,10,bull,302,807,-0.0776,-1.3
75,25,999,1,s0,10,nonbull,40,61,-0.1139,-0.6
75,25,999,1,s0,15,all,317,869,-0.0885,-1.5
75,25,999,1,s0,15,bull,299,804,-0.0864,-1.4
75,25,999,1,s0,15,nonbull,40,61,-0.1763,-0.9
75,25,999,1,s20,10,all,182,431,0.0154,0.2
75,25,999,1,s20,10,bull,177,408,0.0348,0.4
75,25,999,1,s20,15,all,182,428,0.0186,0.2
75,25,999,1,s20,15,bull,177,405,0.0351,0.4
75,30,60,0,off,10,all,139,165,0.168,1.5
75,30,60,0,off,10,bull,120,138,0.058,0.5
75,30,60,0,off,15,all,138,164,0.1948,1.7
75,30,60,0,off,15,bull,119,137,0.1079,0.9
75,30,60,0,s0,10,all,133,161,0.0248,0.2
75,30,60,0,s0,10,bull,118,138,-0.0116,-0.1
75,30,60,0,s0,15,all,132,160,0.0489,0.4
75,30,60,0,s0,15,bull,117,137,0.0278,0.2
75,30,60,0,s20,10,all,105,232,0.0615,0.6
75,30,60,0,s20,10,bull,102,219,0.1027,0.9
75,30,60,0,s20,15,all,104,231,0.0677,0.6
75,30,60,0,s20,15,bull,101,218,0.1094,1.0
75,30,60,1,off,10,all,144,333,-0.029,-0.3
75,30,60,1,off,10,bull,128,299,-0.0161,-0.2
75,30,60,1,off,15,all,142,331,-0.0134,-0.1
75,30,60,1,off,15,bull,126,297,0.0005,0.0
75,30,60,1,s0,10,all,125,297,-0.0451,-0.5
75,30,60,1,s0,10,bull,121,281,-0.0432,-0.5
75,30,60,1,s0,15,all,123,295,-0.0433,-0.5
75,30,60,1,s0,15,bull,119,279,-0.0343,-0.4
75,30,60,1,s20,10,all,102,226,0.0852,0.8
75,30,60,1,s20,10,bull,101,216,0.1059,1.0
75,30,60,1,s20,15,all,101,225,0.0919,0.8
75,30,60,1,s20,15,bull,100,215,0.115,1.0
75,30,999,0,off,10,all,136,162,0.1588,1.4
75,30,999,0,off,10,bull,119,137,0.063,0.5
75,30,999,0,off,15,all,135,161,0.1989,1.7
75,30,999,0,off,15,bull,118,136,0.1242,1.0
75,30,999,0,s0,10,all,131,159,0.0139,0.1
75,30,999,0,s0,10,bull,118,138,-0.0035,-0.0
75,30,999,0,s0,15,all,130,158,0.0518,0.5
75,30,999,0,s0,15,bull,117,137,0.0468,0.4
75,30,999,0,s20,10,all,107,234,0.0596,0.6
75,30,999,0,s20,10,bull,104,221,0.1002,0.9
75,30,999,0,s20,15,all,106,233,0.0775,0.7
75,30,999,0,s20,15,bull,103,220,0.1192,1.1
75,30,999,1,off,10,all,148,338,-0.0344,-0.4
75,30,999,1,off,10,bull,132,304,-0.019,-0.2
75,30,999,1,off,15,all,146,336,-0.0193,-0.2
75,30,999,1,off,15,bull,130,302,-0.0033,-0.0
75,30,999,1,s0,10,all,128,300,-0.0478,-0.5
75,30,999,1,s0,10,bull,124,284,-0.0434,-0.5
75,30,999,1,s0,15,all,126,298,-0.0465,-0.5
75,30,999,1,s0,15,bull,122,282,-0.0351,-0.4
75,30,999,1,s20,10,all,105,229,0.0782,0.7
75,30,999,1,s20,10,bull,104,219,0.1014,0.9
75,30,999,1,s20,15,all,104,228,0.0841,0.8
75,30,999,1,s20,15,bull,103,218,0.1097,1.0
75,35,60,0,off,10,all,60,72,-0.1257,-0.8
75,35,60,0,off,10,bull,51,62,-0.2218,-1.4
75,35,60,0,off,15,all,60,72,-0.1318,-0.8
75,35,60,0,off,15,bull,51,62,-0.2056,-1.3
75,35,60,0,s0,10,all,57,71,-0.2399,-1.7
75,35,60,0,s0,10,bull,52,65,-0.2712,-1.8
75,35,60,0,s0,15,all,57,71,-0.2589,-1.7
75,35,60,0,s0,15,bull,52,65,-0.2545,-1.6
75,35,60,0,s20,10,all,48,103,-0.1326,-1.0
75,35,60,0,s20,10,bull,47,97,-0.1257,-0.9
75,35,60,0,s20,15,all,48,103,-0.1736,-1.3
75,35,60,0,s20,15,bull,47,97,-0.1685,-1.2
75,35,60,1,off,10,all,56,126,-0.2145,-1.7
75,35,60,1,off,10,bull,50,117,-0.1906,-1.4
75,35,60,1,off,15,all,56,126,-0.2532,-1.9
75,35,60,1,off,15,bull,50,117,-0.2151,-1.5
75,35,60,1,s0,10,all,48,116,-0.2065,-1.5
75,35,60,1,s0,10,bull,47,112,-0.2142,-1.5
75,35,60,1,s0,15,all,48,116,-0.2412,-1.7
75,35,60,1,s0,15,bull,47,112,-0.2284,-1.6
75,35,60,1,s20,10,all,46,97,-0.0884,-0.6
75,35,60,1,s20,10,bull,46,93,-0.1007,-0.7
75,35,60,1,s20,15,all,46,97,-0.1349,-0.9
75,35,60,1,s20,15,bull,46,93,-0.1435,-0.9
75,35,999,0,off,10,all,57,69,-0.163,-1.1
75,35,999,0,off,10,bull,50,61,-0.2154,-1.3
75,35,999,0,off,15,all,57,69,-0.1394,-0.9
75,35,999,0,off,15,bull,50,61,-0.1734,-1.0
75,35,999,0,s0,10,all,55,69,-0.2755,-1.9
75,35,999,0,s0,10,bull,52,65,-0.253,-1.7
75,35,999,0,s0,15,all,55,69,-0.2634,-1.8
75,35,999,0,s0,15,bull,52,65,-0.2118,-1.3
75,35,999,0,s20,10,all,50,105,-0.1288,-1.0
75,35,999,0,s20,10,bull,49,99,-0.1216,-0.9
75,35,999,0,s20,15,all,50,105,-0.1431,-1.1
75,35,999,0,s20,15,bull,49,99,-0.1366,-1.0
75,35,999,1,off,10,all,60,131,-0.2153,-1.7
75,35,999,1,off,10,bull,54,122,-0.1847,-1.4
75,35,999,1,off,15,all,60,131,-0.2518,-1.9
75,35,999,1,off,15,bull,54,122,-0.2083,-1.5
75,35,999,1,s0,10,all,51,119,-0.2038,-1.5
75,35,999,1,s0,10,bull,50,115,-0.2045,-1.4
75,35,999,1,s0,15,all,51,119,-0.2375,-1.6
75,35,999,1,s0,15,bull,50,115,-0.2189,-1.5
75,35,999,1,s20,10,all,49,100,-0.0929,-0.6
75,35,999,1,s20,10,bull,49,96,-0.0977,-0.6
75,35,999,1,s20,15,all,49,100,-0.1376,-0.9
75,35,999,1,s20,15,bull,49,96,-0.1389,-0.9
