pair,tf,period,std,depth,direction,variant,n,w,l,t,mean_r,se_r,ci_low_r,ci_high_r
USD_SGD,H4,30,3.0,0.0,long,D,46,9,37,0,-0.2709209327997711,0.22763659693093094,-0.7170886627843958,0.17524679718485353
USD_SGD,H4,30,3.0,0.1,long,A,12,3,5,4,-0.23364516429471685,0.24459409005887311,-0.7130495808101082,0.24575925222067443
USD_SGD,H4,30,3.0,0.1,long,B,9,0,9,0,-1.0,0.0,-1.0,-1.0
USD_SGD,H4,30,3.0,0.1,long,C,2,0,1,1,-0.7700824407885613,0.22991755921143872,-1.220720856842981,-0.31944402473414135
USD_SGD,H4,30,3.0,0.1,long,D,2,0,2,0,-1.0,0.0,-1.0,-1.0
USD_SGD,H4,30,3.0,0.25,long,A,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.25,long,B,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.25,long,C,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.25,long,D,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,long,A,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,long,B,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,long,C,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,long,D,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,long,A,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,long,B,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,long,C,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,long,D,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.0,short,A,50,20,12,18,0.1410393623380311,0.11751249508190695,-0.08928512802250652,0.37136385269856875
USD_SGD,H4,30,3.0,0.0,short,B,48,13,35,0,0.088411773978242,0.2714889716005847,-0.4437066103589041,0.620530158315388
USD_SGD,H4,30,3.0,0.0,short,C,37,17,6,14,0.2650154740519008,0.13156226042047842,0.007153443627763101,0.5228775044760385
USD_SGD,H4,30,3.0,0.0,short,D,37,13,24,0,0.204057208548691,0.2780091110448877,-0.3408406490992888,0.7489550661966708
USD_SGD,H4,30,3.0,0.1,short,A,8,3,4,1,-0.17116640076287004,0.35107035430951683,-0.859264295209523,0.5169314936837829
USD_SGD,H4,30,3.0,0.1,short,B,6,0,6,0,-1.0,0.0,-1.0,-1.0
USD_SGD,H4,30,3.0,0.1,short,C,2,2,0,0,1.0,0.0,1.0,1.0
USD_SGD,H4,30,3.0,0.1,short,D,2,0,2,0,-1.0,0.0,-1.0,-1.0
USD_SGD,H4,30,3.0,0.25,short,A,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.25,short,B,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.25,short,C,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.25,short,D,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,short,A,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,short,B,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,short,C,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.5,short,D,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,short,A,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,short,B,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,short,C,0,0,0,0,,,,
USD_SGD,H4,30,3.0,0.75,short,D,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.0,long,A,501,174,148,179,0.058884080935188224,0.03751127294412907,-0.01463801403530475,0.1324061759056812
USD_SGD,H4,50,1.5,0.0,long,B,455,100,355,0,-0.09808268810013387,0.08942217567136067,-0.2733501524160008,0.07718477621573303
USD_SGD,H4,50,1.5,0.0,long,C,302,100,98,104,0.02305133397467405,0.04873634036238815,-0.07247189313560673,0.11857456108495482
USD_SGD,H4,50,1.5,0.0,long,D,302,97,205,0,-0.022469162148265828,0.0850587563719689,-0.18918432463732487,0.1442460003407932
USD_SGD,H4,50,1.5,0.1,long,A,397,127,111,159,0.03232205787070797,0.041266449085033186,-0.04856018233595707,0.113204298077373
USD_SGD,H4,50,1.5,0.1,long,B,288,32,256,0,-0.03646382350886882,0.248390293381684,-0.5233087985369694,0.4503811515192318
USD_SGD,H4,50,1.5,0.1,long,C,102,28,36,38,-0.06509865777111128,0.08235976141394019,-0.22652379014243407,0.0963264746002115
USD_SGD,H4,50,1.5,0.1,long,D,102,33,69,0,-0.1098544852033536,0.13169041923170374,-0.3679677068974929,0.1482587364907857
USD_SGD,H4,50,1.5,0.25,long,A,230,69,71,90,-0.05195492791602145,0.05465750769569439,-0.15908364299958244,0.055173787167539554
USD_SGD,H4,50,1.5,0.25,long,B,51,4,47,0,-0.02015085135912757,0.5412427465073033,-1.080986634513442,1.040684931795187
USD_SGD,H4,50,1.5,0.25,long,C,24,6,10,8,-0.07410389446138453,0.1796611165722714,-0.4262396829430365,0.2780318940202674
USD_SGD,H4,50,1.5,0.25,long,D,24,8,16,0,-0.15091595148648868,0.25433360473116057,-0.6494098167595634,0.34757791378658603
USD_SGD,H4,50,1.5,0.5,long,A,69,22,20,27,0.037026146022926976,0.09910336164590001,-0.15721644280303704,0.231268734848891
USD_SGD,H4,50,1.5,0.5,long,B,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.5,long,C,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.5,long,D,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.75,long,A,12,4,6,2,-0.16710082438144416,0.27155758538440616,-0.6993536917348802,0.3651520429719919
USD_SGD,H4,50,1.5,0.75,long,B,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.75,long,C,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.75,long,D,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.0,short,A,479,160,147,172,0.055378707629793605,0.03852419775093207,-0.020128719962033248,0.13088613522162046
USD_SGD,H4,50,1.5,0.0,short,B,441,102,338,1,0.025878079467038722,0.10449396683073721,-0.1789300955212062,0.23068625445528362
USD_SGD,H4,50,1.5,0.0,short,C,292,97,89,106,0.04245206557210454,0.04927288263337506,-0.05412278438931056,0.13902691553351965
USD_SGD,H4,50,1.5,0.0,short,D,292,94,197,1,-0.04056563360148006,0.08415362409608244,-0.20550673682980164,0.12437546962684154
USD_SGD,H4,50,1.5,0.1,short,A,402,142,126,134,0.05725544835450713,0.04274456435033494,-0.02652389777214935,0.14103479448116363
USD_SGD,H4,50,1.5,0.1,short,B,297,48,249,0,0.26834299388620736,0.2017193011925881,-0.12702683645126533,0.66371282422368
USD_SGD,H4,50,1.5,0.1,short,C,108,43,31,34,0.13404372306310197,0.08300129294789849,-0.02863881111477906,0.296726257240983
USD_SGD,H4,50,1.5,0.1,short,D,108,43,65,0,0.16374462086551467,0.14309128501805995,-0.11671429776988285,0.4442035395009122
USD_SGD,H4,50,1.5,0.25,short,A,214,73,63,78,0.05838517526450507,0.05749789640538257,-0.05431070169004476,0.1710810522190549
USD_SGD,H4,50,1.5,0.25,short,B,37,2,35,0,3.28226929431844,4.029328875260143,-4.61521530119144,11.17975388982832
USD_SGD,H4,50,1.5,0.25,short,C,15,7,3,5,0.2128086841619616,0.21418725179784404,-0.2069983293618127,0.6326156976857359
USD_SGD,H4,50,1.5,0.25,short,D,15,7,8,0,0.3655159738347641,0.4021380192200601,-0.4226745438365537,1.1537064915060817
USD_SGD,H4,50,1.5,0.5,short,A,45,17,14,14,0.02125029361168659,0.1285017836283512,-0.23061320229988178,0.27311378952325494
USD_SGD,H4,50,1.5,0.5,short,B,1,0,1,0,-1.0,,,
USD_SGD,H4,50,1.5,0.5,short,C,1,0,1,0,-1.0,,,
USD_SGD,H4,50,1.5,0.5,short,D,1,1,0,0,1.7097390940830541,,,
USD_SGD,H4,50,1.5,0.75,short,A,7,1,4,2,-0.5388566278979672,0.2791063253315934,-1.0859050255478904,0.008191769751955902
USD_SGD,H4,50,1.5,0.75,short,B,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.75,short,C,0,0,0,0,,,,
USD_SGD,H4,50,1.5,0.75,short,D,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.0,long,A,330,102,96,132,-0.019371961426554517,0.045564683729798786,-0.10867874153696014,0.0699348186838511
USD_SGD,H4,50,2.0,0.0,long,B,311,59,251,1,-0.005155050721134796,0.1271523301745994,-0.2543736178633496,0.24406351642108004
USD_SGD,H4,50,2.0,0.0,long,C,208,67,57,84,0.01420994309922674,0.05724245507297703,-0.09798526884380825,0.12640515504226174
USD_SGD,H4,50,2.0,0.0,long,D,208,56,151,1,0.023855487956055795,0.1203027222698073,-0.21193784769276652,0.2596488236048781
USD_SGD,H4,50,2.0,0.1,long,A,192,55,67,70,-0.12191753147741961,0.06047872153761449,-0.240455825691144,-0.0033792372636952256
USD_SGD,H4,50,2.0,0.1,long,B,143,15,128,0,-0.07112026341270804,0.28174074525333725,-0.6233321241092491,0.481091597283833
USD_SGD,H4,50,2.0,0.1,long,C,44,16,13,15,0.05823056125193083,0.13057869730511498,-0.19770368546609451,0.31416480796995616
USD_SGD,H4,50,2.0,0.1,long,D,44,15,29,0,0.10901273465098345,0.24354918561003053,-0.36834366914467637,0.5863691384466433
USD_SGD,H4,50,2.0,0.25,long,A,69,22,20,27,0.037026146022926976,0.09910336164590001,-0.15721644280303704,0.231268734848891
USD_SGD,H4,50,2.0,0.25,long,B,7,0,7,0,-1.0,0.0,-1.0,-1.0
USD_SGD,H4,50,2.0,0.25,long,C,1,0,1,0,-1.0,,,
USD_SGD,H4,50,2.0,0.25,long,D,1,0,1,0,-1.0,,,
USD_SGD,H4,50,2.0,0.5,long,A,3,1,2,0,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336
USD_SGD,H4,50,2.0,0.5,long,B,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.5,long,C,1,1,0,0,1.0,,,
USD_SGD,H4,50,2.0,0.5,long,D,1,0,1,0,-1.0,,,
USD_SGD,H4,50,2.0,0.75,long,A,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.75,long,B,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.75,long,C,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.75,long,D,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.0,short,A,321,125,95,101,0.08457326372404113,0.04804503570410242,-0.009595006255999614,0.17874153370408186
USD_SGD,H4,50,2.0,0.0,short,B,300,64,236,0,0.23660803967115182,0.18917364331413022,-0.1341723012245434,0.6073883805668471
USD_SGD,H4,50,2.0,0.0,short,C,203,84,61,58,0.10792105919269233,0.060723409672103136,-0.01109682376462981,0.22693894215001448
USD_SGD,H4,50,2.0,0.0,short,D,203,61,142,0,0.11979034262989204,0.1235989685809882,-0.12246363578884485,0.36204432104862894
USD_SGD,H4,50,2.0,0.1,short,A,154,58,50,46,0.0509936591197842,0.07044202986797678,-0.08707271942145028,0.1890600376610187
USD_SGD,H4,50,2.0,0.1,short,B,105,10,95,0,0.42477855999634695,0.5326120414380632,-0.6191410412222569,1.4686981612149508
USD_SGD,H4,50,2.0,0.1,short,C,22,8,7,7,0.053548260847911304,0.1915291893628933,-0.3218489503033595,0.42894547199918215
USD_SGD,H4,50,2.0,0.1,short,D,22,8,14,0,0.4043313586597474,0.410942038102806,-0.4011150360217523,1.209777753341247
USD_SGD,H4,50,2.0,0.25,short,A,45,17,14,14,0.02125029361168659,0.1285017836283512,-0.23061320229988178,0.27311378952325494
USD_SGD,H4,50,2.0,0.25,short,B,4,1,3,0,0.46562184117739713,1.4656218411773971,-2.406996967530301,3.3382406498850954
USD_SGD,H4,50,2.0,0.25,short,C,2,0,2,0,-1.0,0.0,-1.0,-1.0
USD_SGD,H4,50,2.0,0.25,short,D,2,1,1,0,0.639826062722036,1.639826062722036,-2.5742330202131543,3.8538851456572267
USD_SGD,H4,50,2.0,0.5,short,A,4,0,3,1,-0.8323680728819234,0.16763192711807662,-1.1609266500333535,-0.5038094957304933
USD_SGD,H4,50,2.0,0.5,short,B,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.5,short,C,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.5,short,D,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.75,short,A,1,0,1,0,-1.0,,,
USD_SGD,H4,50,2.0,0.75,short,B,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.75,short,C,0,0,0,0,,,,
USD_SGD,H4,50,2.0,0.75,short,D,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.0,long,A,157,40,55,62,-0.15278597886739337,0.06582317714932982,-0.2817994060800798,-0.02377255165470693
USD_SGD,H4,50,2.5,0.0,long,B,146,19,126,1,-0.36110015304167437,0.14109440994592604,-0.6376451965356894,-0.08455510954765932
USD_SGD,H4,50,2.5,0.0,long,C,99,26,37,36,-0.17751053811966086,0.08429841502705981,-0.3427354315726981,-0.01228564466662363
USD_SGD,H4,50,2.5,0.0,long,D,99,19,79,1,-0.1821540017839627,0.17181249880671706,-0.5189064994451281,0.15459849587720273
USD_SGD,H4,50,2.5,0.1,long,A,69,22,20,27,0.037026146022926976,0.09910336164590001,-0.15721644280303704,0.231268734848891
USD_SGD,H4,50,2.5,0.1,long,B,35,1,34,0,-0.7406495227440695,0.2593504772559306,-1.2489764581656932,-0.2323225873224456
USD_SGD,H4,50,2.5,0.1,long,C,9,3,3,3,0.018289613380865283,0.2979205610981907,-0.5656346863715884,0.6022139131333191
USD_SGD,H4,50,2.5,0.1,long,D,9,1,8,0,-0.594408962817549,0.405591037182451,-1.3893673956951529,0.20054947006005497
USD_SGD,H4,50,2.5,0.25,long,A,12,4,6,2,-0.16710082438144416,0.27155758538440616,-0.6993536917348802,0.3651520429719919
USD_SGD,H4,50,2.5,0.25,long,B,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.25,long,C,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.25,long,D,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.5,long,A,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.5,long,B,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.5,long,C,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.5,long,D,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,long,A,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,long,B,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,long,C,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,long,D,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.0,short,A,130,53,43,34,0.0603571064600883,0.07810935893673053,-0.09273723705590353,0.21345144997608012
USD_SGD,H4,50,2.5,0.0,short,B,122,16,106,0,-0.19982996787303706,0.1972413726840554,-0.5864230583337856,0.18676312258771152
USD_SGD,H4,50,2.5,0.0,short,C,84,35,26,23,0.07340631155323632,0.0963511304546683,-0.11544190413791353,0.26225452724438614
USD_SGD,H4,50,2.5,0.0,short,D,84,18,66,0,-0.07902905239347,0.19733836362350166,-0.4658122450955332,0.30775414030859327
USD_SGD,H4,50,2.5,0.1,short,A,45,17,14,14,0.02125029361168659,0.1285017836283512,-0.23061320229988178,0.27311378952325494
USD_SGD,H4,50,2.5,0.1,short,B,29,3,26,0,-0.10210600492214889,0.546925520603198,-1.174080025304417,0.9698680154601191
USD_SGD,H4,50,2.5,0.1,short,C,6,3,2,1,0.09597654640320681,0.4133048256410808,-0.7141009118533115,0.9060540046597252
USD_SGD,H4,50,2.5,0.1,short,D,6,3,3,0,0.8540969380749895,0.8298656955798391,-0.7724398252614951,2.4806337014114743
USD_SGD,H4,50,2.5,0.25,short,A,7,1,4,2,-0.5388566278979672,0.2791063253315934,-1.0859050255478904,0.008191769751955902
USD_SGD,H4,50,2.5,0.25,short,B,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.25,short,C,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.25,short,D,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.5,short,A,1,0,1,0,-1.0,,,
USD_SGD,H4,50,2.5,0.5,short,B,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.5,short,C,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.5,short,D,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,short,A,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,short,B,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,short,C,0,0,0,0,,,,
USD_SGD,H4,50,2.5,0.75,short,D,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.0,long,A,69,22,20,27,0.037026146022926976,0.09910336164590001,-0.15721644280303704,0.231268734848891
USD_SGD,H4,50,3.0,0.0,long,B,64,7,57,0,-0.1116895316761457,0.3540447163048849,-0.80561717563372,0.5822381122814286
USD_SGD,H4,50,3.0,0.0,long,C,41,11,12,18,-0.05071507393357008,0.1266553565990189,-0.29895957286764707,0.19752942500050694
USD_SGD,H4,50,3.0,0.0,long,D,41,7,34,0,-0.1352618201523349,0.30885527679191244,-0.7406181626644832,0.4700945223598134
USD_SGD,H4,50,3.0,0.1,long,A,20,9,9,2,-0.0002604946288665033,0.2180609270044381,-0.42765991155756516,0.42713892229983214
USD_SGD,H4,50,3.0,0.1,long,B,14,1,13,0,-0.2382730221238592,0.7617269778761409,-1.7312578987610951,1.2547118545133769
USD_SGD,H4,50,3.0,0.1,long,C,5,1,2,2,-0.27534086015920245,0.3795779102643219,-1.0193135642772733,0.4686318439588685
USD_SGD,H4,50,3.0,0.1,long,D,5,1,4,0,-0.2564632002992666,0.7435367997007334,-1.713795327712704,1.2008689271141708
USD_SGD,H4,50,3.0,0.25,long,A,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.25,long,B,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.25,long,C,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.25,long,D,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,long,A,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,long,B,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,long,C,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,long,D,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,long,A,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,long,B,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,long,C,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,long,D,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.0,short,A,45,17,14,14,0.02125029361168659,0.1285017836283512,-0.23061320229988178,0.27311378952325494
USD_SGD,H4,50,3.0,0.0,short,B,42,8,34,0,0.054499553964765635,0.3661442114381749,-0.6631431004540571,0.7721422083835885
USD_SGD,H4,50,3.0,0.0,short,C,32,14,10,8,0.049839794174643785,0.16144952510376762,-0.2666012750287407,0.3662808633780283
USD_SGD,H4,50,3.0,0.0,short,D,32,8,24,0,0.06161675674695283,0.3379235398040573,-0.6007133812689995,0.7239468947629051
USD_SGD,H4,50,3.0,0.1,short,A,9,2,4,3,-0.3506125517274106,0.27243682380967965,-0.8845887263943828,0.1833636229395615
USD_SGD,H4,50,3.0,0.1,short,B,6,0,6,0,-1.0,0.0,-1.0,-1.0
USD_SGD,H4,50,3.0,0.1,short,C,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.1,short,D,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.25,short,A,1,0,1,0,-1.0,,,
USD_SGD,H4,50,3.0,0.25,short,B,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.25,short,C,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.25,short,D,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,short,A,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,short,B,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,short,C,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.5,short,D,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,short,A,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,short,B,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,short,C,0,0,0,0,,,,
USD_SGD,H4,50,3.0,0.75,short,D,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.0,long,A,1084,520,555,9,-0.03198284124301565,0.03026777590586246,-0.09130768201850607,0.02734199953247478
USD_PLN,H4,10,1.5,0.0,long,B,1070,419,651,0,-0.0793234690541277,0.039145863330081715,-0.15604936118108786,-0.0025975769271675414
USD_PLN,H4,10,1.5,0.0,long,C,773,376,391,6,-0.01757384726798132,0.035872027755983256,-0.0878830216697085,0.05273532713374586
USD_PLN,H4,10,1.5,0.0,long,D,773,405,368,0,-0.02973093926681411,0.03465748611914836,-0.09765961206034489,0.03819773352671667
USD_PLN,H4,10,1.5,0.1,long,A,753,354,391,8,-0.04889234720085667,0.036266324176669425,-0.11997434258712873,0.022189648185415398
USD_PLN,H4,10,1.5,0.1,long,B,737,219,518,0,-0.14837381116898052,0.059545193044417744,-0.2650823895360393,-0.03166523280192174
USD_PLN,H4,10,1.5,0.1,long,C,421,202,214,5,-0.025577155759071095,0.04852826670277572,-0.1206925584965115,0.06953824697836933
USD_PLN,H4,10,1.5,0.1,long,D,421,204,217,0,-0.12441071290295924,0.045312712700798514,-0.21322362979652432,-0.03559779600939415
USD_PLN,H4,10,1.5,0.25,long,A,287,139,147,1,-0.025634416209778944,0.05905132288235081,-0.1413750090591865,0.09010617663962864
USD_PLN,H4,10,1.5,0.25,long,B,262,54,208,0,-0.16276831260413838,0.13504971388219045,-0.42746575181323165,0.1019291266049549
USD_PLN,H4,10,1.5,0.25,long,C,116,64,51,1,0.11604140078035952,0.09230121821761622,-0.06486898692616827,0.2969517884868873
USD_PLN,H4,10,1.5,0.25,long,D,116,49,67,0,-0.20887629461603496,0.08879551334421319,-0.3829155007706928,-0.03483708846137712
USD_PLN,H4,10,1.5,0.5,long,A,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.5,long,B,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.5,long,C,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.5,long,D,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,long,A,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,long,B,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,long,C,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,long,D,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.0,short,A,1096,569,516,11,0.04780052997076364,0.030065331349924413,-0.011127519475088214,0.10672857941661548
USD_PLN,H4,10,1.5,0.0,short,B,1080,414,666,0,-0.0658987292374113,0.050861481162027475,-0.16558723231498515,0.033789773840162546
USD_PLN,H4,10,1.5,0.0,short,C,782,402,373,7,0.037899902713519916,0.03564728900146024,-0.03196878372934215,0.10776858915638199
USD_PLN,H4,10,1.5,0.0,short,D,782,381,401,0,-0.10851538844613229,0.03394176746893857,-0.1750412526852519,-0.041989524207012685
USD_PLN,H4,10,1.5,0.1,short,A,766,403,354,9,0.06565546481477882,0.03591446985774366,-0.004736896106398741,0.1360478257359564
USD_PLN,H4,10,1.5,0.1,short,B,741,234,507,0,-0.06429492185760881,0.07263151320219564,-0.20665268773391227,0.07806284401869466
USD_PLN,H4,10,1.5,0.1,short,C,429,223,203,3,0.04925968263866023,0.048144337907533384,-0.0451032196601052,0.14362258493742566
USD_PLN,H4,10,1.5,0.1,short,D,429,212,217,0,-0.12136622198525757,0.04415288318813388,-0.207905873034,-0.03482657093651516
USD_PLN,H4,10,1.5,0.25,short,A,327,174,151,2,0.07229214708313955,0.05509820007930187,-0.03570032507229211,0.1802846192385712
USD_PLN,H4,10,1.5,0.25,short,B,293,66,227,0,-0.04575819693696964,0.15746565538173074,-0.3543908814851619,0.2628744876112226
USD_PLN,H4,10,1.5,0.25,short,C,125,67,58,0,0.07199999999999991,0.0895695800895558,-0.10355637697552945,0.2475563769755293
USD_PLN,H4,10,1.5,0.25,short,D,125,63,62,0,-0.11354578472201467,0.081059789101605,-0.27242297136116045,0.04533140191713113
USD_PLN,H4,10,1.5,0.5,short,A,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.5,short,B,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.5,short,C,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.5,short,D,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,short,A,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,short,B,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,short,C,0,0,0,0,,,,
USD_PLN,H4,10,1.5,0.75,short,D,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.0,long,A,526,246,276,4,-0.05831276511424386,0.04344924441092212,-0.14347328415965122,0.02684775393116349
USD_PLN,H4,10,2.0,0.0,long,B,524,190,334,0,-0.053850667563298996,0.06383770225187968,-0.1789725639769832,0.07127122885038518
USD_PLN,H4,10,2.0,0.0,long,C,418,197,218,3,-0.05044511896927736,0.04875975938572321,-0.14601424736529484,0.04512400942674013
USD_PLN,H4,10,2.0,0.0,long,D,418,183,235,0,-0.06257547599363429,0.053896860246591904,-0.16821332207695444,0.043062370089685845
USD_PLN,H4,10,2.0,0.1,long,A,184,95,89,0,0.03260869565217397,0.0738828149442527,-0.11220162163856132,0.17741901294290927
USD_PLN,H4,10,2.0,0.1,long,B,182,49,133,0,-0.053850708821235195,0.14055166958458815,-0.329331981207028,0.2216305635645576
USD_PLN,H4,10,2.0,0.1,long,C,104,59,45,0,0.13461538461538483,0.09763607374012392,-0.05675131991525806,0.3259820891460277
USD_PLN,H4,10,2.0,0.1,long,D,104,44,60,0,-0.07202798454281158,0.11100970882056527,-0.2896070138311195,0.14555104474549635
USD_PLN,H4,10,2.0,0.25,long,A,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.25,long,B,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.25,long,C,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.25,long,D,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.5,long,A,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.5,long,B,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.5,long,C,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.5,long,D,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.75,long,A,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.75,long,B,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.75,long,C,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.75,long,D,0,0,0,0,,,,
USD_PLN,H4,10,2.0,0.0,short,A,557,299,253,5,0.08333473554622392,0.04212469443619739,0.000770334451277041,0.16589913664117079
USD_PLN,H4,10,2.0,0.0,short,B,555,201,354,0,-0.07611628917241416,0.05657655965395183,-0.18700634609415973,0.03477376774933143
USD_PLN,H4,10,2.0,0.0,short,C,438,243,192,3,0.11547693063128121,0.04741948206457903,0.022534745784706323,0.2084191154778561
USD_PLN,H4,10,2.0,0.0,short,D,438,200,238,0,-0.029329527039437517,0.05252275411297884,-0.13227412510087605,0.073615071022001
USD_PLN,H4,10,2.0,0.1,short,A,190,97,92,1,0.02933049117782521,0.07257921654360823,-0.11292477324764691,0.17158575560329734
USD_PLN,H4,10,2.0,0.1,short,B,188,52,136,0,-0.057689131058952556,0.14269404726527687,-0.33736946369889526,0.22199120158099012
USD_PLN,H4,10,2.0,0.1,short,C,105,55,50,0,0.04761904761904792,0.09794682752469556,-0.1443567343293554,0.23959482956745123
