tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,level,reject,direction,total_n
460,0.0511444331291449,0.04568696276699039,-0.03840201389415627,0.14069088015244607,198,0.0734614005107935,0.06820059403834584,-0.060211763804364354,0.20713456482595136,EUR_NZD,r1,True,short,658
384,0.05720434482182132,0.0505128977692315,-0.041800934805872415,0.15620962444951506,165,0.03160453497514167,0.07542518721819515,-0.11622883197252082,0.17943790192280418,EUR_NZD,r2,False,short,549
193,0.07770696292089839,0.07107583453921992,-0.06160167277597266,0.21701559861776942,84,0.1872237214783097,0.1046198278732903,-0.01783114115333928,0.3922785841099587,EUR_NZD,r2,True,short,277
136,0.048967479444726715,0.08460277566939864,-0.11685396086729463,0.21478891975674805,59,-0.15365094097176557,0.12826840211756593,-0.4050570091221948,0.09775512717866364,EUR_NZD,r3,False,short,195
73,0.08946735520211282,0.11630358889538307,-0.13848767903283798,0.31742238943706363,32,-0.06454392241669277,0.1755206025904842,-0.40856430349404177,0.27947645866065624,EUR_NZD,r3,True,short,105
895,-0.11280942642329275,0.022620404321414427,-0.15714541889326503,-0.06847343395332048,384,0.07022794729828023,0.0342539621207339,0.0030901815416417844,0.13736571305491868,EUR_CZK,s1,False,long,1279
605,-0.09012397884050885,0.02691588188324573,-0.14287910733167047,-0.03736885034934722,260,0.04410187049234986,0.04374003715981446,-0.041628602340886486,0.12983234332558619,EUR_CZK,s1,True,long,865
307,-0.07068179652067383,0.041946163170896236,-0.15289627633563047,0.011532683294282794,132,-0.07935956749734269,0.05508848874386398,-0.18733300543531609,0.028613870440630712,EUR_CZK,s2,False,long,439
217,-0.09936509419976486,0.047161154684149956,-0.19180095738069877,-0.006929231018830945,94,-0.06519051969133816,0.061671073435779426,-0.1860658236254658,0.05568478424278951,EUR_CZK,s2,True,long,311
107,-0.09964293188895276,0.07514232036308358,-0.24692187980059657,0.04763601602269105,47,-0.2722419617686773,0.09097451920105092,-0.45055201940273715,-0.09393190413461752,EUR_CZK,s3,False,long,154
77,-0.07575652996051109,0.08468323524210979,-0.24173567103504628,0.09022261111402409,33,-0.33630533275382674,0.11602947423865406,-0.5637231022615887,-0.10888756324606477,EUR_CZK,s3,True,long,110
902,0.06698010791056482,0.022716104300941013,0.02245654348072043,0.1115036723404092,388,-0.055988909567881696,0.03549648259103855,-0.12556201544631726,0.01358419631055386,EUR_CZK,r1,False,short,1290
623,0.058446059584859586,0.02626956467152929,0.006957712828662178,0.109934406341057,267,-0.07002664570020074,0.043871368176669985,-0.15601452732647392,0.01596123592607243,EUR_CZK,r1,True,short,890
324,0.03044201775852893,0.038959659224542385,-0.04591891432157414,0.106802949838632,140,0.059184033944253034,0.06019738171462867,-0.05880283421641916,0.17717090210492523,EUR_CZK,r2,False,short,464
232,0.0012226581720634123,0.043865514329745135,-0.08475374991423705,0.08719906625836386,100,0.06629863282436849,0.06906638459275936,-0.06907148097743987,0.20166874662617684,EUR_CZK,r2,True,short,332
108,0.10443935858625508,0.0699493845870865,-0.03266143520443443,0.2415401523769446,47,-0.003675911468121496,0.10702717239192458,-0.21344916935629366,0.20609734642005068,EUR_CZK,r3,False,short,155
