row_type,sleeve,direction,regime_bucket,regime,half,L,L_label,n,mean_R,NW_SE,NW_CI_low,hold_median,hold_mean,hold_q10,hold_q25,hold_q75,hold_q90,dedup_drop
sleeve_curve,long_mr_full6,short,ATR_mid_33_67,mid,full,22,corrected_median_minus_1,15888,-0.0022748659903062754,0.015075636352521207,-0.03182311324124784,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_high_67_100,high,full,22,corrected_median_minus_1,17804,-0.0058973624551718505,0.015618873258341832,-0.03651035404152184,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_low_mid_0_67,low_mid_0_67,full,22,corrected_median_minus_1,36593,0.005619611355814349,0.010448599209736079,-0.014859643095268365,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_low_mid_minus_high,low_mid_minus_high,full,22,corrected_median_minus_1,54397,0.0115169738109862,0.018791552019613574,-0.0253144681474564,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_low_0_33,low,full,31,mean_minus_1,20705,0.01167744550578607,0.015750385433494746,-0.019193309943863632,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_mid_33_67,mid,full,31,mean_minus_1,15888,-0.0022748659903062754,0.016049676349982184,-0.033732231636271356,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_high_67_100,high,full,31,mean_minus_1,17804,-0.0058973624551718505,0.01687709821647275,-0.03897647495945843,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_low_mid_0_67,low_mid_0_67,full,31,mean_minus_1,36593,0.005619611355814349,0.011490436798193743,-0.016901644768645387,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_low_mid_minus_high,low_mid_minus_high,full,31,mean_minus_1,54397,0.0115169738109862,0.020417310842071063,-0.028500955439473084,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_low_0_33,low,full,83,max_hold_minus_1,20705,0.01167744550578607,0.019758639776452237,-0.027049488456060315,,,,,,,23159.0
sleeve_curve,long_mr_full6,short,ATR_mid_33_67,mid,full,83,max_hold_minus_1,15888,-0.0022748659903062754,0.018413577618839355,-0.03836547812323141,,,,,,,23159.0
