tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,pattern,strict,direction,total_n
121,-0.11278946675674587,0.09003901245984691,-0.2892659311780458,0.06368699766455407,53,-0.3256844462541338,0.12837576773949502,-0.5773009510235441,-0.07406794148472357,NZD_JPY,shooting_star,True,short,174
287,0.08013937282229969,0.058941053904705276,-0.03538509283092266,0.19566383847552205,124,0.1527830402847443,0.08874083649774295,-0.021148999250831885,0.32671507982032044,NZD_JPY,bull_engulf,False,long,411
122,0.04918032786885246,0.09079908322937595,-0.1287858752607244,0.22714653099842932,53,0.3584905660377358,0.12945778299551675,0.104753311366523,0.6122278207089487,NZD_JPY,bull_engulf,True,long,175
330,0.07628302276362892,0.05488982356813754,-0.03130103142992066,0.1838670769571785,142,0.0,0.0842151921066519,-0.16506177652903772,0.16506177652903772,NZD_JPY,bear_engulf,False,short,472
133,-0.05884663524813876,0.08656948259966478,-0.22852282114348174,0.1108295506472042,58,-0.034482758620689655,0.13237446481895077,-0.2939367096658332,0.22497119242445385,NZD_JPY,bear_engulf,True,short,191
569,0.006405699891699191,0.04172010797372074,-0.07536571173679346,0.08817711152019184,244,0.1758695025511388,0.06301750951429912,0.05235518390311254,0.29938382119916507,AUD_JPY,hammer,False,long,813
193,0.08108558448582416,0.07159488819810109,-0.05924039638245397,0.22141156535410228,83,0.13253012048192772,0.10945740719484282,-0.0820063976199642,0.34706663858381964,AUD_JPY,hammer,True,long,276
439,-0.010296137910908018,0.047630265447012,-0.10365145818705153,0.0830591823652355,189,-0.1615728721512977,0.07168176743818044,-0.3020691363301314,-0.021076607972464023,AUD_JPY,shooting_star,False,short,628
128,-0.078125,0.08846443675218811,-0.2515152960342887,0.09526529603428868,56,0.07969155648937032,0.13259592010747384,-0.1801964469212784,0.33957955990001903,AUD_JPY,shooting_star,True,short,184
301,0.003553429124304201,0.057412550609621874,-0.10897517007055467,0.11608202831916307,129,0.08527131782945736,0.08806641680233926,-0.0873388591031276,0.2578814947620423,AUD_JPY,bull_engulf,False,long,430
105,0.056794612771918405,0.097431598107693,-0.13417131951915987,0.2477605450629967,45,-0.06666666666666667,0.15042028661807097,-0.36149042843808576,0.22815709510475246,AUD_JPY,bull_engulf,True,long,150
326,-0.038795500649651996,0.05517495393787877,-0.1469384103678944,0.0693474090685904,141,0.01274310699222413,0.08422072685127212,-0.1523295176362692,0.17781573162071748,AUD_JPY,bear_engulf,False,short,467
123,-0.02192936720736974,0.09032465246783411,-0.1989656860443246,0.15510695162958513,53,0.05660377358490566,0.13845271428402697,-0.2147635464117872,0.3279710935815985,AUD_JPY,bear_engulf,True,short,176
452,-0.025687076007699042,0.03927131491323991,-0.10265885323764926,0.05128470122225118,194,0.025201926694952803,0.05859223925942423,-0.08963886225351868,0.1400427156434243,USD_SGD,hammer,False,long,646
153,-0.03977848794596773,0.06709356143491058,-0.17128186835839246,0.09172489246645701,66,-0.06412583737897859,0.10006793930732118,-0.2602589984213281,0.13200732366337092,USD_SGD,hammer,True,long,219
500,0.00966351837235855,0.03760353000711097,-0.06403940044157894,0.08336643718629605,215,-0.021013986883463686,0.057748839076690504,-0.13420171147377707,0.0921737377068497,USD_SGD,shooting_star,False,short,715
