tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,confirm,direction,total_n
37,14,23,0,0.3783783783783784,0.22210628815857164,0.5346504685981852,17,13,4,0,0.7647058823529411,0.5630623201055759,0.9663494446003064,USD_SEK,H4,20,3,short,54
266,124,140,2,0.4696969696969697,0.4094930120611765,0.529900927332763,114,52,62,0,0.45614035087719296,0.3647087527335931,0.5475719490207928,USD_SEK,H4,55,1,long,380
84,37,47,0,0.44047619047619047,0.3343098290602679,0.5466425518921131,36,15,21,0,0.4166666666666667,0.2556178281267327,0.5777155052066006,USD_SEK,H4,55,2,long,120
23,14,9,0,0.6086956521739131,0.4092385110469433,0.8081527933008829,10,3,7,0,0.3,0.015969015774687012,0.584030984225313,USD_SEK,H4,55,3,long,33
244,105,137,2,0.43388429752066116,0.37144069429557425,0.49632790074574806,105,42,62,1,0.40384615384615385,0.30954292726578514,0.49814938042652257,USD_SEK,H4,55,1,short,349
74,34,39,1,0.4657534246575342,0.3513224641801196,0.5801843851349489,33,16,17,0,0.48484848484848486,0.3143307269541896,0.6553662427427801,USD_SEK,H4,55,2,short,107
21,7,14,0,0.3333333333333333,0.13171028938286652,0.5349563772838001,9,5,4,0,0.5555555555555556,0.23091161215558614,0.8801994989555251,USD_SEK,H4,55,3,short,30
194,92,100,2,0.4791666666666667,0.4085026789439261,0.5498306543894073,84,42,42,0,0.5,0.39307323378436376,0.6069267662156362,USD_SEK,H4,100,1,long,278
60,29,31,0,0.48333333333333334,0.35688618436791986,0.6097804822987468,27,13,14,0,0.48148148148148145,0.29300979396482363,0.6699531689981393,USD_SEK,H4,100,2,long,87
19,11,8,0,0.5789473684210527,0.3569401957423196,0.8009545410997857,9,4,5,0,0.4444444444444444,0.11980050104447498,0.7690883878444139,USD_SEK,H4,100,3,long,28
172,75,95,2,0.4411764705882353,0.36653587028029744,0.5158170708961731,75,34,40,1,0.4594594594594595,0.3459118629205529,0.573007055998366,USD_SEK,H4,100,1,short,247
58,26,31,1,0.45614035087719296,0.3268365447530674,0.5854441570013185,25,11,14,0,0.44,0.24541631723086335,0.6345836827691367,USD_SEK,H4,100,2,short,83
14,5,9,0,0.35714285714285715,0.1061448491826345,0.6081408651030797,7,3,4,0,0.42857142857142855,0.06196537297496135,0.7951774841678958,USD_SEK,H4,100,3,short,21
632,278,341,13,0.4491114701130856,0.4099264850747027,0.4882964551514685,271,120,146,5,0.45112781954887216,0.3913278906904608,0.5109277484072835,AUD_CHF,H4,10,1,long,903
210,88,118,4,0.42718446601941745,0.3596325641827905,0.4947363678560444,90,37,51,2,0.42045454545454547,0.3173167098692175,0.5235923810398735,AUD_CHF,H4,10,2,long,300
66,29,36,1,0.4461538461538462,0.3253067314792678,0.5670009608284245,29,11,18,0,0.3793103448275862,0.20270995022817426,0.5559107394269981,AUD_CHF,H4,10,3,long,95
589,264,297,28,0.47058823529411764,0.4292842490343999,0.5118922215538354,253,121,127,5,0.4879032258064516,0.4256913787344059,0.5501150728784974,AUD_CHF,H4,10,1,short,842
204,100,99,5,0.5025125628140703,0.433043081857627,0.5719820437705135,88,48,38,2,0.5581395348837209,0.45318026246752335,0.6630988072999184,AUD_CHF,H4,10,2,short,292
69,28,39,2,0.417910447761194,0.29980900952033557,0.5360118860020524,30,17,12,1,0.5862068965517241,0.40695070789470794,0.7654630852087403,AUD_CHF,H4,10,3,short,99
439,197,233,9,0.45813953488372094,0.41104565610482713,0.5052334136626148,189,86,101,2,0.45989304812834225,0.3884592776446268,0.5313268186120578,AUD_CHF,H4,20,1,long,628
149,62,83,4,0.42758620689655175,0.3470596817549326,0.5081127320381709,64,25,37,2,0.4032258064516129,0.2811191320027941,0.5253324809004317,AUD_CHF,H4,20,2,long,213
46,22,23,1,0.4888888888888889,0.3428351903625469,0.6349425874152308,21,7,14,0,0.3333333333333333,0.13171028938286652,0.5349563772838001,AUD_CHF,H4,20,3,long,67
415,189,205,21,0.4796954314720812,0.43036447100116676,0.5290263919429956,178,87,86,5,0.5028901734104047,0.4283833978826087,0.5773969489382006,AUD_CHF,H4,20,1,short,593
147,68,75,4,0.4755244755244755,0.3936710039980654,0.5573779470508856,64,39,24,1,0.6190476190476191,0.4991299518188898,0.7389652862763483,AUD_CHF,H4,20,2,short,211
53,21,30,2,0.4117647058823529,0.2766909170808409,0.5468384946838649,23,12,11,0,0.5217391304347826,0.3175882379179313,0.7258900229516339,AUD_CHF,H4,20,3,short,76
248,114,128,6,0.47107438016528924,0.4081831003035872,0.5339656600269913,107,39,66,2,0.37142857142857144,0.27900635187793166,0.4638507909792112,AUD_CHF,H4,55,1,long,355
84,35,46,3,0.43209876543209874,0.32421863048129435,0.5399789003829032,37,16,21,0,0.43243243243243246,0.2727992675825154,0.5920655972823495,AUD_CHF,H4,55,2,long,121
28,12,16,0,0.42857142857142855,0.24526840077319495,0.6118744563696621,13,5,8,0,0.38461538461538464,0.12014865879357278,0.6490821104371964,AUD_CHF,H4,55,3,long,41
240,118,113,9,0.5108225108225108,0.44635835097854615,0.5752866706664755,104,49,53,2,0.4803921568627451,0.3834323395537783,0.5773519741717119,AUD_CHF,H4,55,1,short,344
91,45,44,2,0.5056179775280899,0.4017447427341948,0.609491212321985,40,21,19,0,0.525,0.3702422053659332,0.6797577946340668,AUD_CHF,H4,55,2,short,131
34,12,20,2,0.375,0.20725996676404287,0.5427400332359571,15,8,7,0,0.5333333333333333,0.28086134735527735,0.7858053193113893,AUD_CHF,H4,55,3,short,49
162,76,83,3,0.4779874213836478,0.4003437206131992,0.5556311221540964,70,27,42,1,0.391304347826087,0.2761477137046378,0.5064609819475362,AUD_CHF,H4,100,1,long,232
57,27,28,2,0.4909090909090909,0.3587877615184891,0.6230304202996927,25,8,17,0,0.32,0.1371413485776514,0.5028586514223486,AUD_CHF,H4,100,2,long,82
21,9,12,0,0.42857142857142855,0.21691132368626131,0.6402315334565958,9,2,7,0,0.2222222222222222,0.0,0.49383883252136757,AUD_CHF,H4,100,3,long,30
175,89,80,6,0.5266272189349113,0.45134957615827254,0.60190486171155,76,38,38,0,0.5,0.38758629040342474,0.6124137095965753,AUD_CHF,H4,100,1,short,251
67,35,30,2,0.5384615384615384,0.4172676594739799,0.659655417449097,29,16,13,0,0.5517241379310345,0.3707190669948286,0.7327292088672404,AUD_CHF,H4,100,2,short,96
24,11,11,2,0.5,0.29106329797150177,0.7089367020284982,11,5,6,0,0.45454545454545453,0.1602878664116818,0.7488030426792273,AUD_CHF,H4,100,3,short,35
628,239,302,87,0.4417744916820702,0.39992765870023533,0.4836213246639051,270,104,78,88,0.5714285714285714,0.49953120868673806,0.6433259341704047,AUD_NZD,H4,10,1,long,898
203,70,102,31,0.4069767441860465,0.33355706087500725,0.4803964274970858,87,34,26,27,0.5666666666666667,0.44127885344822143,0.6920544798851118,AUD_NZD,H4,10,2,long,290
59,29,24,6,0.5471698113207547,0.4131568244683743,0.6811827981731351,26,8,8,10,0.5,0.255,0.745,AUD_NZD,H4,10,3,long,85
574,210,244,120,0.46255506607929514,0.4166905460904133,0.5084195860681769,247,76,99,72,0.4342857142857143,0.360847282929918,0.5077241456415106,AUD_NZD,H4,10,1,short,821
188,70,82,36,0.4605263157894737,0.3812859200812313,0.539766711497716,81,26,37,18,0.4126984126984127,0.2911266305417985,0.5342701948550268,AUD_NZD,H4,10,2,short,269
56,23,26,7,0.46938775510204084,0.32965039212332675,0.6091251180807549,24,9,7,8,0.5625,0.31942159829594075,0.8055784017040593,AUD_NZD,H4,10,3,short,80
452,176,213,63,0.4524421593830334,0.40297946101530047,0.5019048577507663,194,83,50,61,0.6240601503759399,0.541740662818114,0.7063796379337658,AUD_NZD,H4,20,1,long,646
137,54,66,17,0.45,0.36098707958953374,0.5390129204104662,60,22,18,20,0.55,0.3958250993189878,0.7041749006810123,AUD_NZD,H4,20,2,long,197
42,25,14,3,0.6410256410256411,0.4904713344294943,0.7915799476217878,18,6,5,7,0.5454545454545454,0.2511969573207727,0.8397121335883182,AUD_NZD,H4,20,3,long,60
405,143,177,85,0.446875,0.39240144034789104,0.501348559652109,174,53,72,49,0.424,0.3373646299298029,0.5106353700701971,AUD_NZD,H4,20,1,short,579
130,46,62,22,0.42592592592592593,0.33266597153703514,0.5191858803148167,57,16,26,15,0.38095238095238093,0.23408383302475155,0.5278209288800103,AUD_NZD,H4,20,2,short,187
39,19,18,2,0.5135135135135135,0.3524613592923218,0.6745656677347052,18,6,6,6,0.5,0.21709836809708338,0.7829016319029166,AUD_NZD,H4,20,3,short,57
275,111,117,47,0.4868421052631579,0.4219624966803708,0.551721713845945,119,49,29,41,0.6282051282051282,0.5209516941734705,0.7354585622367859,AUD_NZD,H4,55,1,long,394
85,34,40,11,0.4594594594594595,0.3459118629205529,0.573007055998366,37,14,8,15,0.6363636363636364,0.4353474351558506,0.8373798375714221,AUD_NZD,H4,55,2,long,122
23,13,7,3,0.65,0.4409588557245249,0.8590411442754751,11,5,2,4,0.7142857142857143,0.3796217036720841,1.0,AUD_NZD,H4,55,3,long,34
233,72,114,47,0.3870967741935484,0.3170955993519421,0.45709794903515466,101,34,43,24,0.44155844155844154,0.3306425767063709,0.5524743064105122,AUD_NZD,H4,55,1,short,334
66,14,42,10,0.25,0.13658703777786246,0.36341296222213754,29,7,13,9,0.35,0.14095885572452488,0.559041144275475,AUD_NZD,H4,55,2,short,95
19,7,11,1,0.3888888888888889,0.16367629309127704,0.6141014846865007,9,3,4,2,0.42857142857142855,0.06196537297496135,0.7951774841678958,AUD_NZD,H4,55,3,short,28
211,88,83,40,0.5146198830409356,0.439709453382298,0.5895303126995732,91,40,21,30,0.6557377049180327,0.5365034720508896,0.7749719377851759,AUD_NZD,H4,100,1,long,302
63,25,30,8,0.45454545454545453,0.3229494605530043,0.5861414485379048,28,10,8,10,0.5555555555555556,0.3259976217062955,0.7851134894048157,AUD_NZD,H4,100,2,long,91
17,9,7,1,0.5625,0.31942159829594075,0.8055784017040593,8,4,1,3,0.8,0.44938454112803305,1.0,AUD_NZD,H4,100,3,long,25
172,51,85,36,0.375,0.2936341323910038,0.4563658676089962,75,25,35,15,0.4166666666666667,0.29191877274842437,0.541414560584909,AUD_NZD,H4,100,1,short,247
49,10,33,6,0.23255813953488372,0.10628518043045554,0.3588310986393119,22,5,12,5,0.29411764705882354,0.07751771578937186,0.5107175783282752,AUD_NZD,H4,100,2,short,71
14,6,8,0,0.42857142857142855,0.16934180063511417,0.6878010565077429,6,2,3,1,0.4,0.0,0.8294144850840502,AUD_NZD,H4,100,3,short,20
598,256,307,35,0.4547069271758437,0.4135746598712092,0.4958391944804782,257,100,119,38,0.45662100456621,0.3906484380316212,0.5225935711007988,AUD_CAD,H4,10,1,long,855
179,80,88,11,0.47619047619047616,0.4006676074439587,0.5517133449369936,78,30,35,13,0.46153846153846156,0.34034458255090305,0.5827323405260201,AUD_CAD,H4,10,2,long,257
60,24,33,3,0.42105263157894735,0.29287673067085307,0.5492285324870416,26,10,10,6,0.5,0.28086533820502063,0.7191346617949794,AUD_CAD,H4,10,3,long,86
592,273,275,44,0.4981751824817518,0.45631193606220205,0.5400384289013016,255,88,144,23,0.3793103448275862,0.316872676536854,0.44174801311831835,AUD_CAD,H4,10,1,short,847
184,79,94,11,0.45664739884393063,0.3824199748239336,0.5308748228639277,80,27,46,7,0.3698630136986301,0.25911585851689595,0.4806101688803643,AUD_CAD,H4,10,2,short,264
60,32,24,4,0.5714285714285714,0.4418137574604142,0.7010433853967286,27,8,19,0,0.2962962962962963,0.12405700926764301,0.46853558332494954,AUD_CAD,H4,10,3,short,87
402,172,208,22,0.45263157894736844,0.40258474973264025,0.5026784081620966,173,66,80,27,0.4520547945205479,0.3713231593497032,0.5327864296913926,AUD_CAD,H4,20,1,long,575
126,54,63,9,0.46153846153846156,0.3712058775807735,0.5518710454961496,55,19,26,10,0.4222222222222222,0.2779107772800783,0.5665336671643662,AUD_CAD,H4,20,2,long,181
44,15,28,1,0.3488372093023256,0.20638209904782523,0.49129231955682595,19,8,5,6,0.6153846153846154,0.35091788956280356,0.8798513412064273,AUD_CAD,H4,20,3,long,63
405,188,190,27,0.4973544973544973,0.44694944191982944,0.5477595527891652,174,56,105,13,0.34782608695652173,0.2742552121120554,0.42139696180098807,AUD_CAD,H4,20,1,short,579
126,57,62,7,0.4789915966386555,0.3892344781376933,0.5687487151396177,55,18,33,4,0.35294117647058826,0.2217834047494987,0.4840989481916778,AUD_CAD,H4,20,2,short,181
42,22,17,3,0.5641025641025641,0.40847197480527225,0.7197331533998559,19,7,12,0,0.3684210526315789,0.15151817542017268,0.5853239298429852,AUD_CAD,H4,20,3,short,61
228,96,119,13,0.44651162790697674,0.38005971630146673,0.5129635395124867,98,32,50,16,0.3902439024390244,0.28466058970404917,0.49582721517399964,AUD_CAD,H4,55,1,long,326
70,22,41,7,0.3492063492063492,0.2314868201674222,0.4669258782452762,30,11,13,6,0.4583333333333333,0.2589874702005656,0.6576791964661011,AUD_CAD,H4,55,2,long,100
23,6,15,2,0.2857142857142857,0.09249592909842652,0.4789326423301449,11,5,3,3,0.625,0.28951993352808575,0.9604800664719142,AUD_CAD,H4,55,3,long,34
241,110,111,20,0.497737556561086,0.43181629761555623,0.5636588155066158,104,34,65,5,0.3434343434343434,0.24989390173921308,0.43697478512947374,AUD_CAD,H4,55,1,short,345
73,31,36,6,0.4626865671641791,0.34329436448773026,0.5820787698406279,32,9,22,1,0.2903225806451613,0.13053385773082313,0.45011130355949946,AUD_CAD,H4,55,2,short,105
27,14,12,1,0.5384615384615384,0.3468371904257853,0.7300858864972916,12,4,8,0,0.3333333333333333,0.06661111689694282,0.6000555497697238,AUD_CAD,H4,55,3,short,39
163,68,85,10,0.4444444444444444,0.3657067227176729,0.5231821661712159,70,25,36,9,0.4098360655737705,0.28641690917943796,0.533255221968103,AUD_CAD,H4,100,1,long,233
53,20,28,5,0.4166666666666667,0.2771942812411055,0.5561390520922278,23,6,13,4,0.3157894736842105,0.1067766313149944,0.5248023160534266,AUD_CAD,H4,100,2,long,76
17,6,10,1,0.375,0.13777977004479572,0.6122202299552043,8,2,2,4,0.5,0.010000000000000009,0.99,AUD_CAD,H4,100,3,long,25
166,67,86,13,0.43790849673202614,0.3592934725943946,0.5165235208696577,72,19,49,4,0.27941176470588236,0.17276012354368997,0.38606340586807475,AUD_CAD,H4,100,1,short,238
51,20,27,4,0.425531914893617,0.284178545733946,0.5668852840532881,22,6,16,0,0.2727272727272727,0.0866224332691812,0.45883211218536424,AUD_CAD,H4,100,2,short,73
21,8,12,1,0.4,0.1852927574579749,0.6147072425420251,9,3,6,0,0.3333333333333333,0.02534904641652591,0.6413176202501407,AUD_CAD,H4,100,3,short,30
615,291,290,34,0.5008605851979346,0.4602033945514528,0.5415177758444165,264,114,130,20,0.4672131147540984,0.4046100732214171,0.5298161562867797,EUR_AUD,H4,10,1,long,879
205,108,87,10,0.5538461538461539,0.4840750396579965,0.6236172680343113,88,39,40,9,0.4936708860759494,0.38342110554832587,0.6039206666035729,EUR_AUD,H4,10,2,long,293
74,38,34,2,0.5277777777777778,0.41246203956855504,0.6430935159870006,33,17,13,3,0.5666666666666667,0.389341520656837,0.7439918126764963,EUR_AUD,H4,10,3,long,107
655,293,332,30,0.4688,0.429676392131686,0.507923607868314,282,124,133,25,0.48249027237354086,0.4213970476446301,0.5435834971024516,EUR_AUD,H4,10,1,short,937
215,84,122,9,0.4077669902912621,0.3406589125183921,0.47487506806413216,93,34,45,14,0.43037974683544306,0.3211952065602171,0.539564287110669,EUR_AUD,H4,10,2,short,308
68,34,31,3,0.5230769230769231,0.40165241804064755,0.6445014281131987,30,10,15,5,0.4,0.20796000416579888,0.5920399958342012,EUR_AUD,H4,10,3,short,98
428,199,204,25,0.49379652605459057,0.4449830063025388,0.5426100458066423,184,86,85,13,0.5029239766081871,0.4279827850169715,0.5778651681994027,EUR_AUD,H4,20,1,long,612
150,75,67,8,0.528169014084507,0.4460598581245264,0.6102781700444876,65,31,27,7,0.5344827586206896,0.40610883652956736,0.6628566807118119,EUR_AUD,H4,20,2,long,215
57,28,27,2,0.509090909090909,0.37696957970030726,0.6412122384815109,25,14,9,2,0.6086956521739131,0.4092385110469433,0.8081527933008829,EUR_AUD,H4,20,3,long,82
457,194,246,17,0.4409090909090909,0.39451683673684174,0.4873013450813401,197,86,94,17,0.4777777777777778,0.4048050692727694,0.5507504862827862,EUR_AUD,H4,20,1,short,654
142,57,80,5,0.41605839416058393,0.3335196908197796,0.49859709750138825,62,24,28,10,0.46153846153846156,0.32603958560192947,0.5970373374749937,EUR_AUD,H4,20,2,short,204
47,26,20,1,0.5652173913043478,0.4219586946646685,0.708476087944027,21,5,12,4,0.29411764705882354,0.07751771578937186,0.5107175783282752,EUR_AUD,H4,20,3,short,68
259,116,126,17,0.4793388429752066,0.41639586455988203,0.5422818213905313,112,53,57,2,0.4818181818181818,0.38844064658002875,0.5751957170563349,EUR_AUD,H4,55,1,long,371
91,44,42,5,0.5116279069767442,0.4059803696618971,0.6172754442915913,40,18,19,3,0.4864864864864865,0.32543433226529483,0.6475386407076782,EUR_AUD,H4,55,2,long,131
30,18,11,1,0.6206896551724138,0.4440892605730019,0.7972900497718257,13,6,7,0,0.46153846153846156,0.19054070966539732,0.7325362134115259,EUR_AUD,H4,55,3,long,43
272,124,138,10,0.4732824427480916,0.4128243391905828,0.5337405463056004,117,49,60,8,0.44954128440366975,0.3561535177123755,0.5429290510949639,EUR_AUD,H4,55,1,short,389
83,36,44,3,0.45,0.3409818822396938,0.5590181177603063,36,14,19,3,0.42424242424242425,0.25561586447288487,0.5928689840119636,EUR_AUD,H4,55,2,short,119
30,15,14,1,0.5172413793103449,0.33536817355696424,0.6991145850637255,13,4,7,2,0.36363636363636365,0.07935652563159407,0.6479162016411333,EUR_AUD,H4,55,3,short,43
185,76,97,12,0.4393063583815029,0.36534930833902146,0.5132634084239843,80,40,39,1,0.5063291139240507,0.3960793333964272,0.6165788944516741,EUR_AUD,H4,100,1,long,265
61,27,30,4,0.47368421052631576,0.3440599483813068,0.6033084726713247,27,12,13,2,0.48,0.2841568627702262,0.6758431372297737,EUR_AUD,H4,100,2,long,88
21,12,8,1,0.6,0.38529275745797487,0.8147072425420251,10,5,5,0,0.5,0.19009678930349883,0.8099032106965012,EUR_AUD,H4,100,3,long,31
193,89,96,8,0.4810810810810811,0.4090816443931249,0.5530805177690373,83,28,50,5,0.358974358974359,0.25251638784338504,0.4654323301053329,EUR_AUD,H4,100,1,short,276
56,26,28,2,0.48148148148148145,0.3482118731767807,0.6147510897861822,25,9,15,1,0.375,0.18131049331468677,0.5686895066853133,EUR_AUD,H4,100,2,short,81
21,12,8,1,0.6,0.38529275745797487,0.8147072425420251,10,4,5,1,0.4444444444444444,0.11980050104447498,0.7690883878444139,EUR_AUD,H4,100,3,short,31
620,263,311,46,0.45818815331010454,0.41742701521105574,0.49894929140915334,267,98,109,60,0.47342995169082125,0.4054114846268659,0.5414484187547766,EUR_CAD,H4,10,1,long,887
199,77,105,17,0.4230769230769231,0.3512993117395179,0.49485453441432825,86,40,27,19,0.5970149253731343,0.47956418871358053,0.714465662032688,EUR_CAD,H4,10,2,long,285
55,22,29,4,0.43137254901960786,0.29544385428615283,0.5673012437530629,24,10,10,4,0.5,0.28086533820502063,0.7191346617949794,EUR_CAD,H4,10,3,long,79
605,259,291,55,0.4709090909090909,0.4291925381241537,0.5126256436940281,260,88,124,48,0.41509433962264153,0.34876518554226327,0.4814234937030198,EUR_CAD,H4,10,1,short,865
189,82,84,23,0.4939759036144578,0.4179186728901288,0.5700331343387868,81,22,38,21,0.36666666666666664,0.24473055710590194,0.4886027762274313,EUR_CAD,H4,10,2,short,270
51,22,22,7,0.5,0.35225944115689584,0.6477405588431042,23,6,12,5,0.3333333333333333,0.11555555555555552,0.5511111111111111,EUR_CAD,H4,10,3,short,74
435,177,227,31,0.4381188118811881,0.3897368376887895,0.48650078607358677,187,69,74,44,0.4825174825174825,0.4006158760433506,0.5644190889916144,EUR_CAD,H4,20,1,long,622
140,50,76,14,0.3968253968253968,0.3113990072352427,0.4822517864155509,61,27,23,11,0.54,0.40185128013622423,0.6781487198637759,EUR_CAD,H4,20,2,long,201
40,18,18,4,0.5,0.33666666666666667,0.6633333333333333,18,8,8,2,0.5,0.255,0.745,EUR_CAD,H4,20,3,long,58
407,170,199,38,0.46070460704607047,0.4098456416776188,0.5115635724145222,175,59,85,31,0.4097222222222222,0.3293977645702402,0.4900466798742042,EUR_CAD,H4,20,1,short,582
121,53,53,15,0.5,0.4048139854889881,0.5951860145110119,53,17,23,13,0.425,0.27180151763153787,0.578198482368462,EUR_CAD,H4,20,2,short,174
33,16,12,5,0.5714285714285714,0.3881255436303378,0.754731599226805,15,2,9,4,0.18181818181818182,0.0,0.40974912948563447,EUR_CAD,H4,20,3,short,48
244,101,129,14,0.4391304347826087,0.374991778169537,0.5032690913956804,105,41,41,23,0.5,0.39177710444665037,0.6082228955533496,EUR_CAD,H4,55,1,long,349
76,29,42,5,0.4084507042253521,0.29411228268253764,0.5227891257681666,33,17,12,4,0.5862068965517241,0.40695070789470794,0.7654630852087403,EUR_CAD,H4,55,2,long,109
20,10,9,1,0.5263157894736842,0.3017999815449016,0.7508315974024667,9,4,4,1,0.5,0.15351767721859172,0.8464823227814082,EUR_CAD,H4,55,3,long,29
240,93,124,23,0.42857142857142855,0.36272703723118044,0.49441581991167666,103,33,53,17,0.38372093023255816,0.2809421878625771,0.48649967260253923,EUR_CAD,H4,55,1,short,343
71,28,32,11,0.4666666666666667,0.3404306736776387,0.5929026596556947,31,8,16,7,0.3333333333333333,0.14473224539805557,0.521934421268611,EUR_CAD,H4,55,2,short,102
23,8,11,4,0.42105263157894735,0.19904545890021433,0.6430598042576804,10,2,5,3,0.2857142857142857,0.0,0.6203782963279159,EUR_CAD,H4,55,3,short,33
166,76,86,4,0.4691358024691358,0.39228656346009694,0.5459850414781746,72,22,30,20,0.4230769230769231,0.2887933082441275,0.5573605379097186,EUR_CAD,H4,100,1,long,238
53,19,31,3,0.38,0.2454577419544328,0.5145422580455672,23,11,8,4,0.5789473684210527,0.3569401957423196,0.8009545410997857,EUR_CAD,H4,100,2,long,76
13,4,9,0,0.3076923076923077,0.05679714201505026,0.5585874733695652,6,3,2,1,0.6,0.17058551491594975,1.0,EUR_CAD,H4,100,3,long,19
179,66,93,20,0.41509433962264153,0.3385040296957884,0.49168464954949465,78,28,42,8,0.4,0.2852341514212525,0.5147658485787475,EUR_CAD,H4,100,1,short,257
51,22,22,7,0.5,0.35225944115689584,0.6477405588431042,23,6,12,5,0.3333333333333333,0.11555555555555552,0.5511111111111111,EUR_CAD,H4,100,2,short,74
18,7,7,4,0.5,0.2380839829258241,0.7619160170741759,9,2,5,2,0.2857142857142857,0.0,0.6203782963279159,EUR_CAD,H4,100,3,short,27
557,172,195,190,0.46866485013623976,0.4176098238519036,0.5197198764205759,239,73,98,68,0.4269005847953216,0.35276335167388617,0.5010378179167571,EUR_CHF,H4,10,1,long,796
184,54,63,67,0.46153846153846156,0.3712058775807735,0.5518710454961496,79,23,34,22,0.40350877192982454,0.27614463283459,0.5308729110250591,EUR_CHF,H4,10,2,long,263
61,17,20,24,0.4594594594594595,0.2988789084592695,0.6200400104596495,27,7,15,5,0.3181818181818182,0.12354871828290975,0.5128149180807267,EUR_CHF,H4,10,3,long,88
571,162,184,225,0.4682080924855491,0.41562957433958814,0.5207866106315101,245,87,78,80,0.5272727272727272,0.45109340885249455,0.6034520456929598,EUR_CHF,H4,10,1,short,816
175,57,48,70,0.5428571428571428,0.4475709074048664,0.6381433783094193,75,31,18,26,0.6326530612244898,0.4976700690985731,0.7676360533504065,EUR_CHF,H4,10,2,short,250
42,8,15,19,0.34782608695652173,0.15317584838060608,0.5424763255324374,19,12,3,4,0.8,0.5975720704382257,1.0,EUR_CHF,H4,10,3,short,61
368,121,121,126,0.5,0.43700321403974396,0.562996785960256,159,47,72,40,0.3949579831932773,0.3071263807210729,0.4827895856654817,EUR_CHF,H4,20,1,long,527
121,32,44,45,0.42105263157894735,0.3100490452395808,0.5320562179183138,53,20,21,12,0.4878048780487805,0.33480012175345375,0.6408096343441072,EUR_CHF,H4,20,2,long,174
40,11,12,17,0.4782608695652174,0.2741099770483661,0.6824117620820687,18,3,11,4,0.21428571428571427,0.0,0.42922756688776104,EUR_CHF,H4,20,3,long,58
382,108,124,150,0.46551724137931033,0.4013302803337492,0.5297042024248715,165,63,55,47,0.5338983050847458,0.4438895655697426,0.623907044599749,EUR_CHF,H4,20,1,short,547
116,40,32,44,0.5555555555555556,0.4407765886309255,0.6703345224801857,51,23,11,17,0.6764705882352942,0.5192179441984305,0.8337232322721578,EUR_CHF,H4,20,2,short,167
30,6,10,14,0.375,0.13777977004479572,0.6122202299552043,14,9,1,4,0.9,0.7140580735820994,1.0,EUR_CHF,H4,20,3,short,44
213,75,73,65,0.5067567567567568,0.4262086086365343,0.5873049048769793,92,26,48,18,0.35135135135135137,0.24257968435378746,0.4601230183489153,EUR_CHF,H4,55,1,long,305
74,20,26,28,0.43478260869565216,0.29152391205597294,0.5780413053353314,32,10,17,5,0.37037037037037035,0.188217975393852,0.5525227653468887,EUR_CHF,H4,55,2,long,106
23,8,10,5,0.4444444444444444,0.21488651059518432,0.6740023782937046,10,1,7,2,0.125,0.0,0.3541765149399039,EUR_CHF,H4,55,3,long,33
234,74,75,85,0.4966442953020134,0.41636137524466077,0.5769272153593661,101,39,32,30,0.5492957746478874,0.4335578099200237,0.665033739375751,EUR_CHF,H4,55,1,short,335
69,24,18,27,0.5714285714285714,0.42176227595761373,0.7210948668995291,30,12,7,11,0.631578947368421,0.41467607015701474,0.8484818245798273,EUR_CHF,H4,55,2,short,99
16,3,5,8,0.375,0.03951993352808575,0.7104800664719142,8,5,1,2,0.8333333333333334,0.535128829802743,1.0,EUR_CHF,H4,55,3,short,24
139,47,47,45,0.5,0.39892071786663824,0.6010792821333617,60,12,33,15,0.26666666666666666,0.13746000858037777,0.39587332475295556,EUR_CHF,H4,100,1,long,199
44,13,15,16,0.4642857142857143,0.2795561822666026,0.649015246304826,20,4,12,4,0.25,0.03782377607281254,0.4621762239271875,EUR_CHF,H4,100,2,long,64
14,5,4,5,0.5555555555555556,0.23091161215558614,0.8801994989555251,7,0,6,1,0.0,0.0,0.0,EUR_CHF,H4,100,3,long,21
181,58,57,66,0.5043478260869565,0.41296580997198745,0.5957298422019255,78,28,29,21,0.49122807017543857,0.3614438767393184,0.6210122636115587,EUR_CHF,H4,100,1,short,259
52,17,14,21,0.5483870967741935,0.37320004290478614,0.7235741506436009,23,12,5,6,0.7058823529411765,0.48928242167172487,0.9224822842106282,EUR_CHF,H4,100,2,short,75
13,2,4,7,0.3333333333333333,0.0,0.7105355092038887,6,5,1,0,0.8333333333333334,0.535128829802743,1.0,EUR_CHF,H4,100,3,short,19
617,282,318,17,0.47,0.43006374746340525,0.5099362525365947,265,121,129,15,0.484,0.4220511000775639,0.545948899922436,EUR_NZD,H4,10,1,long,882
210,99,107,4,0.48058252427184467,0.4123541965337786,0.5488108520099108,90,48,36,6,0.5714285714285714,0.4655985189859878,0.677258623871155,EUR_NZD,H4,10,2,long,300
67,27,37,3,0.421875,0.3008796014320818,0.5428703985679182,30,19,9,2,0.6785714285714286,0.5055829896513667,0.8515598674914905,EUR_NZD,H4,10,3,long,97
585,280,284,21,0.49645390070921985,0.45518949440109024,0.5377183070173495,252,85,147,20,0.36637931034482757,0.30437923400327954,0.4283793866863756,EUR_NZD,H4,10,1,short,837
