pair,tf,period,confirm,stop_pct,tp_pct,rr_label,be_wr,direction,n,w,l,t,wr_decisive,ci_low,ci_high
GBP_AUD,H4,20,2,0.01,0.01,1/1,0.5,short,204,96,100,8,0.4897959183673469,0.41981049714497043,0.5597813395897234
GBP_AUD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,204,48,115,41,0.294478527607362,0.2245033187142883,0.36445373650043567
GBP_AUD,H4,20,2,0.01,0.03,1/3,0.25,short,204,26,119,59,0.1793103448275862,0.11687015385374397,0.24175053580142844
GBP_AUD,H4,20,3,0.01,0.01,1/1,0.5,short,58,25,32,1,0.43859649122807015,0.3097748638105179,0.5674181186456224
GBP_AUD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,58,9,35,14,0.20454545454545456,0.08535750909333713,0.323733399997572
GBP_AUD,H4,20,3,0.01,0.03,1/3,0.25,short,58,7,35,16,0.16666666666666666,0.0539559586407488,0.2793773746925845
GBP_AUD,H4,55,1,0.01,0.01,1/1,0.5,long,360,178,166,16,0.5174418604651163,0.46463596001124746,0.5702477609189852
GBP_AUD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,360,88,199,73,0.30662020905923343,0.2532743024242847,0.35996611569418213
GBP_AUD,H4,55,1,0.01,0.03,1/3,0.25,long,360,42,205,113,0.1700404858299595,0.1231902029811765,0.21689076867874252
GBP_AUD,H4,55,2,0.01,0.01,1/1,0.5,long,146,72,69,5,0.5106382978723404,0.42812609232187293,0.5931505034228078
GBP_AUD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,146,36,86,24,0.29508196721311475,0.21415061413540978,0.3760133202908197
GBP_AUD,H4,55,2,0.01,0.03,1/3,0.25,long,146,15,87,44,0.14705882352941177,0.07832649305883423,0.21579115399998933
GBP_AUD,H4,55,3,0.01,0.01,1/1,0.5,long,45,23,17,5,0.575,0.42180151763153784,0.7281984823684621
GBP_AUD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,45,12,22,11,0.35294117647058826,0.19230636821203503,0.5135759847291415
GBP_AUD,H4,55,3,0.01,0.03,1/3,0.25,long,45,5,23,17,0.17857142857142858,0.0367088189803175,0.3204340381625397
GBP_AUD,H4,55,1,0.01,0.01,1/1,0.5,short,352,164,165,23,0.49848024316109424,0.4444513437905336,0.5525091425316548
GBP_AUD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,352,85,193,74,0.3057553956834532,0.25159560280269383,0.3599151885642126
GBP_AUD,H4,55,1,0.01,0.03,1/3,0.25,short,352,42,202,108,0.1721311475409836,0.12476460754719836,0.21949768753476884
GBP_AUD,H4,55,2,0.01,0.01,1/1,0.5,short,116,53,56,7,0.48623853211009177,0.39240711557392477,0.5800699486462587
GBP_AUD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,short,116,30,65,21,0.3157894736842105,0.22231608894260743,0.40926285842581356
GBP_AUD,H4,55,2,0.01,0.03,1/3,0.25,short,116,14,69,33,0.1686746987951807,0.08811320767816525,0.24923618991219618
GBP_AUD,H4,55,3,0.01,0.01,1/1,0.5,short,33,13,20,0,0.3939393939393939,0.22722548461529885,0.5606533032634891
GBP_AUD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,short,33,5,22,6,0.18518518518518517,0.03866185940663991,0.33170851096373044
GBP_AUD,H4,55,3,0.01,0.03,1/3,0.25,short,33,3,22,8,0.12,0.0,0.24738492218469185
GBP_AUD,H4,100,1,0.01,0.01,1/1,0.5,long,246,116,117,13,0.4978540772532189,0.43365273390988035,0.5620554205965574
GBP_AUD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,long,246,61,138,47,0.3065326633165829,0.24247355082188515,0.37059177581128067
GBP_AUD,H4,100,1,0.01,0.03,1/3,0.25,long,246,33,142,71,0.18857142857142858,0.1306151968098656,0.24652766033299156
GBP_AUD,H4,100,2,0.01,0.01,1/1,0.5,long,106,49,53,4,0.4803921568627451,0.3834323395537783,0.5773519741717119
GBP_AUD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,long,106,26,62,18,0.29545454545454547,0.20012784042804405,0.3907812504810469
GBP_AUD,H4,100,2,0.01,0.03,1/3,0.25,long,106,9,63,34,0.125,0.04860782835336537,0.20139217164663464
GBP_AUD,H4,100,3,0.01,0.01,1/1,0.5,long,30,16,12,2,0.5714285714285714,0.3881255436303378,0.754731599226805
GBP_AUD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,30,9,15,6,0.375,0.18131049331468677,0.5686895066853133
GBP_AUD,H4,100,3,0.01,0.03,1/3,0.25,long,30,4,16,10,0.2,0.02469227056401646,0.37530772943598356
GBP_AUD,H4,100,1,0.01,0.01,1/1,0.5,short,270,118,134,18,0.46825396825396826,0.4066443294021514,0.5298636071057852
GBP_AUD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,270,69,155,46,0.3080357142857143,0.2475748378603349,0.3684965907110937
GBP_AUD,H4,100,1,0.01,0.03,1/3,0.25,short,270,32,165,73,0.16243654822335024,0.11092866607062488,0.2139444303760756
GBP_AUD,H4,100,2,0.01,0.01,1/1,0.5,short,86,38,43,5,0.4691358024691358,0.3604545664045016,0.57781703853377
GBP_AUD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,86,23,51,12,0.3108108108108108,0.2053581608379676,0.416263460783654
GBP_AUD,H4,100,2,0.01,0.03,1/3,0.25,short,86,10,54,22,0.15625,0.0672924137667984,0.2452075862332016
GBP_AUD,H4,100,3,0.01,0.01,1/1,0.5,short,26,10,16,0,0.38461538461538464,0.19760916938857803,0.5716215998421912
GBP_AUD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,26,5,18,3,0.21739130434782608,0.048819252888381404,0.38596335580727076
GBP_AUD,H4,100,3,0.01,0.03,1/3,0.25,short,26,3,18,5,0.14285714285714285,0.0,0.29252343832810046
GBP_CAD,H4,10,1,0.01,0.01,1/1,0.5,long,858,391,388,79,0.5019255455712451,0.46681366211350905,0.5370374290289812
GBP_CAD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,858,169,457,232,0.26996805111821087,0.23519073813261998,0.30474536410380176
GBP_CAD,H4,10,1,0.01,0.03,1/3,0.25,long,858,79,461,318,0.14629629629629629,0.11648852949053143,0.17610406310206114
GBP_CAD,H4,10,2,0.01,0.01,1/1,0.5,long,279,127,128,24,0.4980392156862745,0.43666970705701924,0.5594087243155298
GBP_CAD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,279,52,151,76,0.2561576354679803,0.1961091359285485,0.3162061350074121
GBP_CAD,H4,10,2,0.01,0.03,1/3,0.25,long,279,20,158,101,0.11235955056179775,0.0659647182668108,0.1587543828567847
GBP_CAD,H4,10,3,0.01,0.01,1/1,0.5,long,81,35,40,6,0.4666666666666667,0.3537577620544053,0.579575571278928
GBP_CAD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,81,17,45,19,0.27419354838709675,0.16314848542378413,0.3852386113504094
GBP_CAD,H4,10,3,0.01,0.03,1/3,0.25,long,81,9,47,25,0.16071428571428573,0.06452112067643077,0.25690745075214066
GBP_CAD,H4,10,1,0.01,0.01,1/1,0.5,short,822,373,388,61,0.49014454664914586,0.4546264761517712,0.5256626171465205
GBP_CAD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,822,167,442,213,0.2742200328407225,0.23878771992921358,0.30965234575223144
GBP_CAD,H4,10,1,0.01,0.03,1/3,0.25,short,822,60,450,312,0.11764705882352941,0.08968412793698749,0.14560998971007133
GBP_CAD,H4,10,2,0.01,0.01,1/1,0.5,short,275,125,123,27,0.5040322580645161,0.44180421947757015,0.566260296651462
GBP_CAD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,275,58,144,73,0.2871287128712871,0.2247373805147882,0.349520045227786
GBP_CAD,H4,10,2,0.01,0.03,1/3,0.25,short,275,19,147,109,0.1144578313253012,0.06602616548640022,0.16288949716420217
GBP_CAD,H4,10,3,0.01,0.01,1/1,0.5,short,88,32,46,10,0.41025641025641024,0.3010952677824777,0.5194175527303427
GBP_CAD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,short,88,15,52,21,0.22388059701492538,0.12406666399610672,0.32369453003374404
GBP_CAD,H4,10,3,0.01,0.03,1/3,0.25,short,88,7,53,28,0.11666666666666667,0.0354367232732129,0.19789661006012044
GBP_CAD,H4,20,1,0.01,0.01,1/1,0.5,long,579,261,260,58,0.5009596928982726,0.4580251924595833,0.5438941933369619
GBP_CAD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,long,579,111,312,156,0.2624113475177305,0.2204852628827037,0.30433743215275727
GBP_CAD,H4,20,1,0.01,0.03,1/3,0.25,long,579,48,317,214,0.13150684931506848,0.09683579690696945,0.16617790172316751
GBP_CAD,H4,20,2,0.01,0.01,1/1,0.5,long,206,99,92,15,0.518324607329843,0.4474619341348777,0.5891872805248082
GBP_CAD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,long,206,43,111,52,0.2792207792207792,0.2083657457892401,0.3500758126523183
GBP_CAD,H4,20,2,0.01,0.03,1/3,0.25,long,206,16,118,72,0.11940298507462686,0.06449950555963187,0.17430646458962185
GBP_CAD,H4,20,3,0.01,0.01,1/1,0.5,long,60,26,30,4,0.4642857142857143,0.333662209509583,0.5949092190618457
GBP_CAD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,long,60,11,34,15,0.24444444444444444,0.1188781431452986,0.3700107457435903
GBP_CAD,H4,20,3,0.01,0.03,1/3,0.25,long,60,6,35,19,0.14634146341463414,0.03815076268441352,0.25453216414485474
GBP_CAD,H4,20,1,0.01,0.01,1/1,0.5,short,575,255,280,40,0.4766355140186916,0.4343127030946632,0.51895832494272
GBP_CAD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,short,575,118,312,145,0.2744186046511628,0.23224199282266111,0.3165952164796645
GBP_CAD,H4,20,1,0.01,0.03,1/3,0.25,short,575,43,319,213,0.11878453038674033,0.08545549189652712,0.15211356887695354
GBP_CAD,H4,20,2,0.01,0.01,1/1,0.5,short,183,83,79,21,0.5123456790123457,0.435373081695802,0.5893182763288894
GBP_CAD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,183,40,92,51,0.30303030303030304,0.2246297576333076,0.38143084842729846
GBP_CAD,H4,20,2,0.01,0.03,1/3,0.25,short,183,13,94,76,0.12149532710280374,0.05959171261251988,0.1833989415930876
GBP_CAD,H4,20,3,0.01,0.01,1/1,0.5,short,54,21,27,6,0.4375,0.2971586193419774,0.5778413806580226
GBP_CAD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,54,10,31,13,0.24390243902439024,0.11245227474704159,0.3753526033017389
GBP_CAD,H4,20,3,0.01,0.03,1/3,0.25,short,54,4,32,18,0.1111111111111111,0.008449682138841993,0.2137725400833802
GBP_CAD,H4,55,1,0.01,0.01,1/1,0.5,long,348,146,163,39,0.47249190938511326,0.4168260930544173,0.5281577257158092
GBP_CAD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,348,54,194,100,0.21774193548387097,0.16637587072144958,0.26910800024629233
GBP_CAD,H4,55,1,0.01,0.03,1/3,0.25,long,348,20,199,129,0.091324200913242,0.05317095997472425,0.12947744185175974
GBP_CAD,H4,55,2,0.01,0.01,1/1,0.5,long,122,55,58,9,0.48672566371681414,0.39456751380122,0.5788838136324083
GBP_CAD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,122,22,69,31,0.24175824175824176,0.15378919850046463,0.3297272850160189
GBP_CAD,H4,55,2,0.01,0.03,1/3,0.25,long,122,8,73,41,0.09876543209876543,0.03379212590330491,0.16373873829422594
GBP_CAD,H4,55,3,0.01,0.01,1/1,0.5,long,35,12,21,2,0.36363636363636365,0.19950732263912674,0.5277654046336006
GBP_CAD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,35,6,24,5,0.2,0.056861838305316575,0.3431381616946835
GBP_CAD,H4,55,3,0.01,0.03,1/3,0.25,long,35,3,24,8,0.1111111111111111,0.0,0.22965431841617356
GBP_CAD,H4,55,1,0.01,0.01,1/1,0.5,short,346,157,164,25,0.48909657320872274,0.43441131425666496,0.5437818321607806
GBP_CAD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,346,71,187,88,0.2751937984496124,0.22069630974516338,0.3296912871540614
GBP_CAD,H4,55,1,0.01,0.03,1/3,0.25,short,346,22,192,132,0.102803738317757,0.06211283171935179,0.14349464491616223
GBP_CAD,H4,55,2,0.01,0.01,1/1,0.5,short,111,52,47,12,0.5252525252525253,0.4268845164729556,0.6236205340320949
GBP_CAD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,short,111,25,54,32,0.31645569620253167,0.2138946792055647,0.4190167131994986
GBP_CAD,H4,55,2,0.01,0.03,1/3,0.25,short,111,5,56,50,0.08196721311475409,0.013127296672290442,0.15080712955721776
GBP_CAD,H4,55,3,0.01,0.01,1/1,0.5,short,37,16,17,4,0.48484848484848486,0.3143307269541896,0.6553662427427801
GBP_CAD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,short,37,8,19,10,0.2962962962962963,0.12405700926764301,0.46853558332494954
GBP_CAD,H4,55,3,0.01,0.03,1/3,0.25,short,37,4,20,13,0.16666666666666666,0.017564414901371422,0.31576891843196186
GBP_CAD,H4,100,1,0.01,0.01,1/1,0.5,long,243,96,120,27,0.4444444444444444,0.3781767769932021,0.5107121118956868
GBP_CAD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,long,243,29,141,73,0.17058823529411765,0.11404362118368966,0.22713284940454564
GBP_CAD,H4,100,1,0.01,0.03,1/3,0.25,long,243,10,144,89,0.06493506493506493,0.026016552134373525,0.10385357773575633
GBP_CAD,H4,100,2,0.01,0.01,1/1,0.5,long,86,38,42,6,0.475,0.36556971397277627,0.5844302860272237
GBP_CAD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,long,86,13,51,22,0.203125,0.10455542714224955,0.3016945728577505
GBP_CAD,H4,100,2,0.01,0.03,1/3,0.25,long,86,5,54,27,0.0847457627118644,0.013680079441757975,0.15581144598197083
GBP_CAD,H4,100,3,0.01,0.01,1/1,0.5,long,25,7,16,2,0.30434782608695654,0.11629783002433983,0.4923978221495733
GBP_CAD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,25,4,19,2,0.17391304347826086,0.019006018441137723,0.32882006851538403
GBP_CAD,H4,100,3,0.01,0.03,1/3,0.25,long,25,2,19,4,0.09523809523809523,0.0,0.2207887342765444
GBP_CAD,H4,100,1,0.01,0.01,1/1,0.5,short,252,123,113,16,0.5211864406779662,0.457451168561208,0.5849217127947244
GBP_CAD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,252,59,130,63,0.31216931216931215,0.24610589302311459,0.3782327313155097
GBP_CAD,H4,100,1,0.01,0.03,1/3,0.25,short,252,18,135,99,0.11764705882352941,0.06659396542180628,0.16870015222525253
GBP_CAD,H4,100,2,0.01,0.01,1/1,0.5,short,82,42,33,7,0.56,0.44765705837333025,0.6723429416266699
GBP_CAD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,82,22,39,21,0.36065573770491804,0.24015076664265067,0.4811607087671854
GBP_CAD,H4,100,2,0.01,0.03,1/3,0.25,short,82,4,41,37,0.08888888888888889,0.005739468788083998,0.1720383089896938
GBP_CAD,H4,100,3,0.01,0.01,1/1,0.5,short,26,12,11,3,0.5217391304347826,0.3175882379179313,0.7258900229516339
GBP_CAD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,26,6,13,7,0.3157894736842105,0.1067766313149944,0.5248023160534266
GBP_CAD,H4,100,3,0.01,0.03,1/3,0.25,short,26,3,14,9,0.17647058823529413,0.0,0.3576910924784725
GBP_CHF,H4,10,1,0.01,0.01,1/1,0.5,long,805,377,368,60,0.5060402684563758,0.4701384665194512,0.5419420703933006
GBP_CHF,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,805,149,428,228,0.2582322357019064,0.22252079507360903,0.2939436763302038
GBP_CHF,H4,10,1,0.01,0.03,1/3,0.25,long,805,59,437,309,0.11895161290322581,0.0904610991347764,0.14744212667167522
GBP_CHF,H4,10,2,0.01,0.01,1/1,0.5,long,259,120,124,15,0.4918032786885246,0.42907363835812534,0.5545329190189238
GBP_CHF,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,259,47,149,63,0.23979591836734693,0.18002168325159268,0.2995701534831012
GBP_CHF,H4,10,2,0.01,0.03,1/3,0.25,long,259,16,152,91,0.09523809523809523,0.05084924111489928,0.1396269493612912
GBP_CHF,H4,10,3,0.01,0.01,1/1,0.5,long,77,33,38,6,0.4647887323943662,0.3487728849982566,0.5808045797904757
GBP_CHF,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,77,12,48,17,0.2,0.09878603521911285,0.3012139647808872
GBP_CHF,H4,10,3,0.01,0.03,1/3,0.25,long,77,3,50,24,0.05660377358490566,0.0,0.11881774086907962
GBP_CHF,H4,10,1,0.01,0.01,1/1,0.5,short,821,407,360,54,0.530638852672751,0.49531960205332787,0.5659581032921742
GBP_CHF,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,821,200,418,203,0.32362459546925565,0.2867373269263278,0.3605118640121835
GBP_CHF,H4,10,1,0.01,0.03,1/3,0.25,short,821,106,429,286,0.19813084112149532,0.16435493747433444,0.2319067447686562
GBP_CHF,H4,10,2,0.01,0.01,1/1,0.5,short,261,137,103,21,0.5708333333333333,0.5082126064147258,0.6334540602519408
GBP_CHF,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,261,71,121,69,0.3697916666666667,0.3015065449573182,0.43807678837601516
GBP_CHF,H4,10,2,0.01,0.03,1/3,0.25,short,261,41,126,94,0.24550898203592814,0.18023222573345576,0.3107857383384005
GBP_CHF,H4,10,3,0.01,0.01,1/1,0.5,short,77,42,33,2,0.56,0.44765705837333025,0.6723429416266699
GBP_CHF,H4,10,3,0.01,0.02,1/2,0.33333333333333337,short,77,23,36,18,0.3898305084745763,0.2653809895046298,0.5142800274445227
GBP_CHF,H4,10,3,0.01,0.03,1/3,0.25,short,77,13,38,26,0.2549019607843137,0.1352928444991212,0.3745110770695062
GBP_CHF,H4,20,1,0.01,0.01,1/1,0.5,long,550,259,253,38,0.505859375,0.462552058636062,0.5491666913639379
GBP_CHF,H4,20,1,0.01,0.02,1/2,0.33333333333333337,long,550,101,298,151,0.2531328320802005,0.2104684414781951,0.2957972226822059
GBP_CHF,H4,20,1,0.01,0.03,1/3,0.25,long,550,39,304,207,0.11370262390670553,0.08010690130839726,0.1472983465050138
GBP_CHF,H4,20,2,0.01,0.01,1/1,0.5,long,185,85,91,9,0.48295454545454547,0.40912720416526105,0.5567818867438299
GBP_CHF,H4,20,2,0.01,0.02,1/2,0.33333333333333337,long,185,36,111,38,0.24489795918367346,0.1753806731231224,0.31441524524422454
GBP_CHF,H4,20,2,0.01,0.03,1/3,0.25,long,185,10,113,62,0.08130081300813008,0.03300187007294565,0.12959975594331452
GBP_CHF,H4,20,3,0.01,0.01,1/1,0.5,long,50,22,24,4,0.4782608695652174,0.33390438908126585,0.622617350049169
GBP_CHF,H4,20,3,0.01,0.02,1/2,0.33333333333333337,long,50,7,32,11,0.1794871794871795,0.059043734210262044,0.29993062476409693
GBP_CHF,H4,20,3,0.01,0.03,1/3,0.25,long,50,1,33,16,0.029411764705882353,0.0,0.08620474581299425
GBP_CHF,H4,20,1,0.01,0.01,1/1,0.5,short,568,290,240,38,0.5471698113207547,0.5047911838711826,0.5895484387703268
GBP_CHF,H4,20,1,0.01,0.02,1/2,0.33333333333333337,short,568,147,278,143,0.3458823529411765,0.30065993893262943,0.3911047669497235
GBP_CHF,H4,20,1,0.01,0.03,1/3,0.25,short,568,78,285,205,0.21487603305785125,0.17262222402739957,0.2571298420883029
GBP_CHF,H4,20,2,0.01,0.01,1/1,0.5,short,192,109,72,11,0.6022099447513812,0.5309053187622604,0.673514570740502
GBP_CHF,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,192,59,87,46,0.4041095890410959,0.32450970779689425,0.48370947028529754
GBP_CHF,H4,20,2,0.01,0.03,1/3,0.25,short,192,33,91,68,0.2661290322580645,0.18834307337548944,0.34391499114063956
GBP_CHF,H4,20,3,0.01,0.01,1/1,0.5,short,52,28,23,1,0.5490196078431373,0.4124532456780719,0.6855859700082028
GBP_CHF,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,52,16,24,12,0.4,0.24817905282866928,0.5518209471713308
GBP_CHF,H4,20,3,0.01,0.03,1/3,0.25,short,52,7,26,19,0.21212121212121213,0.07263834832251526,0.351604075919909
GBP_CHF,H4,55,1,0.01,0.01,1/1,0.5,long,319,141,158,20,0.47157190635451507,0.4149887214916699,0.5281550912173603
GBP_CHF,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,319,53,188,78,0.21991701244813278,0.16762355376964005,0.2722104711266255
GBP_CHF,H4,55,1,0.01,0.03,1/3,0.25,long,319,22,191,106,0.10328638497652583,0.062415438956404286,0.14415733099664738
GBP_CHF,H4,55,2,0.01,0.01,1/1,0.5,long,118,52,59,7,0.46846846846846846,0.3756361320854775,0.5613008048514594
GBP_CHF,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,118,20,71,27,0.21978021978021978,0.13469812870806322,0.30486231085237636
GBP_CHF,H4,55,2,0.01,0.03,1/3,0.25,long,118,7,72,39,0.08860759493670886,0.025941778438008378,0.15127341143540934
GBP_CHF,H4,55,3,0.01,0.01,1/1,0.5,long,35,15,17,3,0.46875,0.29584753133088293,0.6416524686691171
GBP_CHF,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,35,6,22,7,0.21428571428571427,0.062298872750007644,0.36627255582142093
GBP_CHF,H4,55,3,0.01,0.03,1/3,0.25,long,35,1,22,12,0.043478260869565216,0.0,0.1268225137362416
GBP_CHF,H4,55,1,0.01,0.01,1/1,0.5,short,341,175,144,22,0.54858934169279,0.4939795754977418,0.603199107887838
GBP_CHF,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,341,83,172,86,0.3254901960784314,0.26797944090585113,0.38300095125101163
GBP_CHF,H4,55,1,0.01,0.03,1/3,0.25,short,341,44,176,121,0.2,0.14714273078288181,0.2528572692171182
GBP_CHF,H4,55,2,0.01,0.01,1/1,0.5,short,116,74,36,6,0.6727272727272727,0.5850404863687895,0.760414059085756
GBP_CHF,H4,55,2,0.01,0.02,1/2,0.33333333333333337,short,116,36,50,30,0.4186046511627907,0.3143381867958471,0.5228711155297344
GBP_CHF,H4,55,2,0.01,0.03,1/3,0.25,short,116,21,52,43,0.2876712328767123,0.1838268283371573,0.3915156374162673
GBP_CHF,H4,55,3,0.01,0.01,1/1,0.5,short,33,17,15,1,0.53125,0.35834753133088293,0.7041524686691171
GBP_CHF,H4,55,3,0.01,0.02,1/2,0.33333333333333337,short,33,10,15,8,0.4,0.20796000416579888,0.5920399958342012
GBP_CHF,H4,55,3,0.01,0.03,1/3,0.25,short,33,5,16,12,0.23809523809523808,0.05592722447817858,0.4202632517122976
GBP_CHF,H4,100,1,0.01,0.01,1/1,0.5,long,226,100,113,13,0.4694835680751174,0.4024602556167881,0.5365068805334466
GBP_CHF,H4,100,1,0.01,0.02,1/2,0.33333333333333337,long,226,40,136,50,0.22727272727272727,0.1653590613454866,0.2891863931999679
GBP_CHF,H4,100,1,0.01,0.03,1/3,0.25,long,226,18,138,70,0.11538461538461539,0.06524915935954209,0.1655200714096887
GBP_CHF,H4,100,2,0.01,0.01,1/1,0.5,long,79,31,42,6,0.4246575342465753,0.3112668768205067,0.538048191672644
GBP_CHF,H4,100,2,0.01,0.02,1/2,0.33333333333333337,long,79,12,52,15,0.1875,0.09187346814952453,0.2831265318504755
GBP_CHF,H4,100,2,0.01,0.03,1/3,0.25,long,79,6,52,21,0.10344827586206896,0.02507078103978963,0.1818257706843483
GBP_CHF,H4,100,3,0.01,0.01,1/1,0.5,long,24,11,12,1,0.4782608695652174,0.2741099770483661,0.6824117620820687
GBP_CHF,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,24,5,16,3,0.23809523809523808,0.05592722447817858,0.4202632517122976
GBP_CHF,H4,100,3,0.01,0.03,1/3,0.25,long,24,1,16,7,0.058823529411764705,0.0,0.1706752529579324
GBP_CHF,H4,100,1,0.01,0.01,1/1,0.5,short,247,129,101,17,0.5608695652173913,0.49673090860431957,0.625008221830463
GBP_CHF,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,247,63,125,59,0.3351063829787234,0.26763112111297044,0.4025816448444764
GBP_CHF,H4,100,1,0.01,0.03,1/3,0.25,short,247,33,129,85,0.2037037037037037,0.14168318778088435,0.26572421962652304
GBP_CHF,H4,100,2,0.01,0.01,1/1,0.5,short,81,52,25,4,0.6753246753246753,0.5707343148647985,0.7799150357845521
GBP_CHF,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,81,27,36,18,0.42857142857142855,0.3063694100392728,0.5507734471035842
GBP_CHF,H4,100,2,0.01,0.03,1/3,0.25,short,81,17,38,26,0.3090909090909091,0.18695923894146088,0.4312225792403573
GBP_CHF,H4,100,3,0.01,0.01,1/1,0.5,short,22,13,8,1,0.6190476190476191,0.4113441266823227,0.8267511114129155
GBP_CHF,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,22,9,8,5,0.5294117647058824,0.29213842808518775,0.766685101326577
GBP_CHF,H4,100,3,0.01,0.03,1/3,0.25,short,22,4,9,9,0.3076923076923077,0.05679714201505026,0.5585874733695652
GBP_NZD,H4,10,1,0.01,0.01,1/1,0.5,long,872,410,428,34,0.4892601431980907,0.4554144154827984,0.523105870913383
GBP_NZD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,872,205,495,172,0.29285714285714287,0.2591448305662305,0.32656945514805524
GBP_NZD,H4,10,1,0.01,0.03,1/3,0.25,long,872,89,505,278,0.14983164983164984,0.12112932360471217,0.1785339760585875
GBP_NZD,H4,10,2,0.01,0.01,1/1,0.5,long,303,143,145,15,0.4965277777777778,0.4387821164324107,0.5542734391231449
GBP_NZD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,303,73,166,64,0.3054393305439331,0.2470444608026392,0.36383420028522695
GBP_NZD,H4,10,2,0.01,0.03,1/3,0.25,long,303,27,167,109,0.13917525773195877,0.09046800952462167,0.18788250593929587
GBP_NZD,H4,10,3,0.01,0.01,1/1,0.5,long,92,44,44,4,0.5,0.3955316489857509,0.6044683510142491
GBP_NZD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,92,20,48,24,0.29411764705882354,0.1858176814240977,0.40241761269354936
GBP_NZD,H4,10,3,0.01,0.03,1/3,0.25,long,92,3,48,41,0.058823529411764705,0.0,0.12340115211046822
GBP_NZD,H4,10,1,0.01,0.01,1/1,0.5,short,806,326,437,43,0.4272608125819135,0.39215986967594096,0.46236175548788605
GBP_NZD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,806,159,505,142,0.2394578313253012,0.20699785464224366,0.2719178080083588
GBP_NZD,H4,10,1,0.01,0.03,1/3,0.25,short,806,80,507,219,0.1362862010221465,0.10853077532732369,0.1640416267169693
GBP_NZD,H4,10,2,0.01,0.01,1/1,0.5,short,263,98,143,22,0.4066390041493776,0.34462188845999675,0.46865611983875843
GBP_NZD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,263,55,160,48,0.2558139534883721,0.19749097194412232,0.31413693503262186
GBP_NZD,H4,10,2,0.01,0.03,1/3,0.25,short,263,27,162,74,0.14285714285714285,0.09296837770015697,0.19274590801412872
GBP_NZD,H4,10,3,0.01,0.01,1/1,0.5,short,91,37,51,3,0.42045454545454547,0.3173167098692175,0.5235923810398735
