tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,atr_period,k,trigger,direction,total_n
288,0.056572380286550615,0.05617702786960966,-0.053534594337884316,0.16667935491098554,124,-0.11735445046067346,0.08321846064323864,-0.2804626333214212,0.04575373240007426,USD_CAD,20,1.0,range_expansion,short,412
10,0.0,0.3333333333333333,-0.6533333333333333,0.6533333333333333,5,-0.1947461278102464,0.3767592415283508,-0.9331942412058138,0.5437019855853211,USD_CAD,20,1.5,close_breakout,long,15
7,0.22831375186211522,0.3715013317291296,-0.49982885832697876,0.9564563620512092,4,0.0,0.5773502691896257,-1.1316065276116665,1.1316065276116665,USD_CAD,20,1.5,close_breakout,short,11
84,0.1067613055410369,0.10550187961509977,-0.10002237850455865,0.31354498958663246,36,0.0010575782916364654,0.15813939885767161,-0.3088956434693999,0.3110108000526728,USD_CAD,20,1.5,range_expansion,long,120
81,-0.05444877074857719,0.1075081345234279,-0.2651647144144959,0.15626717291734152,35,-0.20639451203472053,0.15339493451912484,-0.5070485836922052,0.09425955962276417,USD_CAD,20,1.5,range_expansion,short,116
230,-0.06636453693255062,0.06410470925585171,-0.19200976707401998,0.05928069320891874,100,-0.022393054777835618,0.09949820224557679,-0.21740953117916612,0.17262342162349487,USD_CHF,14,0.5,close_breakout,long,330
241,0.08334826732190088,0.062183466650658915,-0.03853132731339058,0.20522786195719234,104,-0.01707823245599331,0.09496951508992163,-0.2032184820322397,0.1690620171202531,USD_CHF,14,0.5,close_breakout,short,345
770,-0.04384991038298979,0.03479704114089507,-0.11205211101914411,0.024352290253164537,331,-0.12225551369328876,0.05364666826991056,-0.22740298350231347,-0.017108043884264054,USD_CHF,14,0.5,range_expansion,long,1101
744,0.03441375569745528,0.03536200789121708,-0.0348957797693302,0.10372329116424076,320,0.07090020738447586,0.05475102451664037,-0.03641180066813926,0.17821221543709098,USD_CHF,14,0.5,range_expansion,short,1064
45,-0.07244110908967712,0.147021783527433,-0.3606038048034458,0.21572158662409158,20,-0.09999999999999945,0.22826577307580476,-0.5474009152285768,0.34740091522857786,USD_CHF,14,1.0,close_breakout,long,65
45,0.01844531818154845,0.1409728084052172,-0.2578613862926773,0.29475202265577416,20,0.14469912578095756,0.22119581088970738,-0.2888446635628689,0.5782429151247841,USD_CHF,14,1.0,close_breakout,short,65
317,-0.08005367344000515,0.054297686678380294,-0.1864771393296305,0.02636979244962022,137,-0.09714434732558412,0.08402609478026571,-0.2618354930949049,0.06754679844373666,USD_CHF,14,1.0,range_expansion,long,454
317,0.12893569185392137,0.053551819471906015,0.023974125688985576,0.23389725801885716,137,0.010534108663306346,0.083641199178225,-0.15340264172601467,0.17447085905262735,USD_CHF,14,1.0,range_expansion,short,454
6,0.0,0.4472135954999579,-0.8765386471799175,0.8765386471799175,3,0.6303810173701777,0.36961898262982235,-0.09407218858427413,1.3548342233246295,USD_CHF,14,1.5,close_breakout,long,9
11,0.03780442116358121,0.2916159535780055,-0.5337628478493096,0.609371690176472,5,-0.2,0.48989794855663565,-1.1601999791710058,0.7601999791710059,USD_CHF,14,1.5,close_breakout,short,16
83,-0.1013247542096616,0.10524855167076194,-0.307611915484355,0.10496240706503181,36,-0.2222222222222222,0.16480441082434807,-0.5452388674379445,0.1007944229935,USD_CHF,14,1.5,range_expansion,long,119
85,0.0930032658481075,0.1039855087956527,-0.11080833139137178,0.29681486308758676,37,-0.018768320354174983,0.16024594441320614,-0.332850371404059,0.29531373069570904,USD_CHF,14,1.5,range_expansion,short,122
229,-0.07102115063094605,0.06421516157178676,-0.1968828673116481,0.05484056604975601,99,0.007683783052691294,0.10001712549429484,-0.18834978291612658,0.20371734902150918,USD_CHF,20,0.5,close_breakout,long,328
238,0.07111996540436026,0.06261219786439394,-0.05159994240985186,0.19383987321857238,103,0.02262020688308297,0.09587938784762615,-0.16530339329826427,0.2105438070644302,USD_CHF,20,0.5,close_breakout,short,341
770,-0.04384991038298979,0.03479704114089507,-0.11205211101914411,0.024352290253164537,331,-0.12225551369328876,0.05364666826991056,-0.22740298350231347,-0.017108043884264054,USD_CHF,20,0.5,range_expansion,long,1101
744,0.03441375569745528,0.03536200789121708,-0.0348957797693302,0.10372329116424076,320,0.07090020738447586,0.05475102451664037,-0.03641180066813926,0.17821221543709098,USD_CHF,20,0.5,range_expansion,short,1064
48,-0.08874687310490541,0.14225981430155749,-0.36757610913595806,0.19008236292614722,21,-0.14285714285714235,0.22131333406899537,-0.5766312776323732,0.29091699191808856,USD_CHF,20,1.0,close_breakout,long,69
45,0.018445318181548438,0.14097280840521723,-0.25786138629267735,0.2947520226557742,20,0.14469912578095756,0.22119581088970738,-0.2888446635628689,0.5782429151247841,USD_CHF,20,1.0,close_breakout,short,65
317,-0.08005367344000515,0.054297686678380294,-0.1864771393296305,0.02636979244962022,137,-0.09714434732558412,0.08402609478026571,-0.2618354930949049,0.06754679844373666,USD_CHF,20,1.0,range_expansion,long,454
317,0.12893569185392137,0.053551819471906015,0.023974125688985576,0.23389725801885716,137,0.010534108663306346,0.083641199178225,-0.15340264172601467,0.17447085905262735,USD_CHF,20,1.0,range_expansion,short,454
5,0.2,0.48989794855663565,-0.7601999791710059,1.1601999791710058,3,0.6303810173701777,0.36961898262982235,-0.09407218858427413,1.3548342233246295,USD_CHF,20,1.5,close_breakout,long,8
13,0.0319883563691841,0.2698147950331057,-0.49684864189570305,0.5608253546340712,6,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034,USD_CHF,20,1.5,close_breakout,short,19
83,-0.1013247542096616,0.10524855167076194,-0.307611915484355,0.10496240706503181,36,-0.2222222222222222,0.16480441082434807,-0.5452388674379445,0.1007944229935,USD_CHF,20,1.5,range_expansion,long,119
85,0.0930032658481075,0.1039855087956527,-0.11080833139137178,0.29681486308758676,37,-0.018768320354174983,0.16024594441320614,-0.332850371404059,0.29531373069570904,USD_CHF,20,1.5,range_expansion,short,122
247,0.05263157894736842,0.06366930304306671,-0.07216025501704233,0.17742341291177915,106,0.07547169811320754,0.09731167515643492,-0.1152591851934049,0.26620258141982,NZD_USD,14,0.5,close_breakout,long,353
218,-0.01834862385321101,0.06787299497603608,-0.1513796940062417,0.11468244629981969,94,0.0425531914893617,0.10360124266982483,-0.16050524414349496,0.24561162712221837,NZD_USD,14,0.5,close_breakout,short,312
810,-0.012345679012345678,0.03515544826772204,-0.08125035761708087,0.05655899959238951,348,0.05747126436781609,0.05359408366020842,-0.047573139606192416,0.1625156683418246,NZD_USD,14,0.5,range_expansion,long,1158
770,-0.0025974025974025974,0.036060800656015066,-0.07327657188319213,0.06808176668838693,331,0.021148036253776436,0.05503587701927382,-0.08672228270400024,0.1290183552115531,NZD_USD,14,0.5,range_expansion,short,1101
28,0.0,0.19245008972987526,-0.3772021758705555,0.3772021758705555,12,0.16666666666666666,0.2972941950052816,-0.41602995554368527,0.7493632888770185,NZD_USD,14,1.0,close_breakout,long,40
28,0.20744967261164002,0.18704337296830437,-0.15915533840623655,0.5740546836295166,12,-0.16666666666666666,0.2972941950052816,-0.7493632888770185,0.41602995554368527,NZD_USD,14,1.0,close_breakout,short,40
271,0.12177121771217712,0.060405168117652196,0.0033770882015788234,0.24016534722277544,117,0.014106263726745324,0.09248944139123857,-0.16717304140008227,0.19538556885357294,NZD_USD,14,1.0,range_expansion,long,388
268,0.014925373134328358,0.06119218920428887,-0.10501131770607783,0.13486206397473455,115,-0.09565217391304348,0.09322913959916693,-0.27838128752741065,0.08707693970132369,NZD_USD,14,1.0,range_expansion,short,383
5,-0.2,0.48989794855663565,-1.1601999791710058,0.7601999791710059,3,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336,NZD_USD,14,1.5,close_breakout,long,8
5,0.16171816662518426,0.4755552180521321,-0.7703700607569947,1.0938063940073632,3,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336,NZD_USD,14,1.5,close_breakout,short,8
52,0.07692307692307693,0.1396131096881585,-0.19671861806571372,0.3505647719118676,23,-0.043478260869565216,0.2129991080681025,-0.46095651268304605,0.37399999094391567,NZD_USD,14,1.5,range_expansion,long,75
60,0.03333333333333333,0.13011656370600608,-0.22169513153043857,0.2883617981971052,27,-0.1111111111111111,0.19490178206822872,-0.4931186039648394,0.2708963817426172,NZD_USD,14,1.5,range_expansion,short,87
