tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,k,atr_period,direction,total_n
312,0.014995983080694338,0.05654041808707776,-0.09582323636997805,0.12581520253136674,134,0.0,0.08671099695241201,-0.16995355402672754,0.16995355402672754,AUD_USD,100,1.0,14,long,446
296,-0.022311930856232894,0.05787357431317519,-0.13574413651005626,0.09112027479759048,128,0.078125,0.08846443675218811,-0.09526529603428868,0.2515152960342887,AUD_USD,100,1.5,14,long,424
284,-0.20861317653057534,0.05733238963367329,-0.320984660212575,-0.0962416928485757,122,0.16393442622950818,0.08967920347737933,-0.011836812586155293,0.33970566504517163,AUD_USD,100,2.0,14,long,406
248,-0.0071289673159791855,0.06270917173839922,-0.13003894392324167,0.1157810092912833,107,0.17757009345794392,0.09558503385602737,-0.009776572899869745,0.36491675981575755,AUD_USD,100,2.5,14,long,355
311,-0.029292953900253164,0.05641132527043574,-0.13985915143030722,0.08127324362980089,134,-0.03189575563590364,0.08623749988750265,-0.2009212554154088,0.13712974414360155,AUD_USD,100,1.0,14,short,445
288,0.002979293071270749,0.05892737157302855,-0.1125183552118652,0.1184769413544067,124,0.016129032258064516,0.0901552344307955,-0.16057522722629464,0.1928332917424237,AUD_USD,100,1.5,14,short,412
287,0.0313588850174216,0.059102158218212075,-0.08448134509027405,0.14719911512511727,123,0.05740633540682161,0.08951998367323104,-0.11805283259271124,0.23286550340635445,AUD_USD,100,2.0,14,short,410
272,-0.028381866287905778,0.06066735812708238,-0.14728988821698724,0.09052615564117568,117,0.008547008547008548,0.09284427770256595,-0.17342777575002072,0.1905217928440378,AUD_USD,100,2.5,14,short,389
230,-0.0721903049921095,0.06540756432168775,-0.20038913106261746,0.056008521078398474,99,-0.030303030303030304,0.10096886398000521,-0.2282020037038405,0.1675959430977799,AUD_USD,200,1.0,14,long,329
217,0.010027720025936058,0.0674106293169492,-0.12209711343528439,0.1421525534871565,93,0.20430107526881722,0.102058224571331,0.004266955109008458,0.40433519542862595,AUD_USD,200,1.5,14,long,310
210,0.0006115677203828609,0.06875928251207063,-0.13415662600327555,0.1353797614440413,91,0.12087912087912088,0.1046363139713238,-0.08420805450467377,0.3259662962629155,AUD_USD,200,2.0,14,long,301
211,0.011666238678041762,0.06887304715039956,-0.12332493373674139,0.1466574110928249,91,0.03296703296703297,0.1053519590461395,-0.17352280676340046,0.23945687269746638,AUD_USD,200,2.5,14,long,302
236,0.15254237288135594,0.06446938328189411,0.026182381648843484,0.2789023641138684,102,-0.058823529411764705,0.09933141807957062,-0.2535131088477231,0.13586605002419372,AUD_USD,200,1.0,14,short,338
217,-0.03096713193691416,0.06793313718431016,-0.16411608081816206,0.10218181694433373,94,0.0,0.10369516947304251,-0.20324253216716331,0.20324253216716331,AUD_USD,200,1.5,14,short,311
221,-0.07692307692307693,0.0672202228850233,-0.2086747137777226,0.05482855993156874,96,-0.20229384584296617,0.10002630518394298,-0.3983454040034944,-0.006242287682437925,AUD_USD,200,2.0,14,short,317
198,0.09572147998537384,0.07073931982180996,-0.04292758686537368,0.23437054683612135,85,0.031165033352681892,0.1081641515912932,-0.18083670376625277,0.24316677047161656,AUD_USD,200,2.5,14,short,283
554,0.010206688002770813,0.04116102787573603,-0.0704689266336718,0.09088230263921343,238,0.15831896051094305,0.058616807229187655,0.04343001834173524,0.2732079026801508,USD_CAD,20,1.0,14,long,792
405,0.032155881358122085,0.048165721452557236,-0.06224893268889009,0.12656069540513426,174,0.045465885346961506,0.07000758184161611,-0.09174897506260607,0.18268074575652907,USD_CAD,20,1.5,14,long,579
259,0.05897802841550264,0.05984148931360001,-0.05831129063915338,0.17626734747015865,111,0.1065959352290255,0.08816000065137318,-0.06619766604766594,0.27938953650571696,USD_CAD,20,2.0,14,long,370
