tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,recovery,direction,total_n
14.0,0.011831260273739787,0.25849458941911996,-0.49481813498773536,0.5184806555352149,6.0,-1.8503717077085944e-15,0.44721359549995715,-0.8765386471799179,0.8765386471799141,EUR_USD,21,30,4,short,20
302.0,0.03459971112057557,0.056162740364374866,-0.07547925999359917,0.1446786822347503,130.0,0.08017915586064123,0.08382111319746041,-0.08411022600638118,0.24446853772766364,EUR_USD,21,35,1,short,432
164.0,0.04686085053632267,0.07647739797610581,-0.10303484949684472,0.19675655056949004,71.0,-0.08471946148797008,0.11376615603239412,-0.30770112731146254,0.1382622043355224,EUR_USD,21,35,2,short,235
74.0,-0.0013475088118215636,0.11517432392336578,-0.22708918370161849,0.22439416607797538,33.0,0.10109816175142446,0.16546233585661957,-0.2232080165275499,0.4254043400303988,EUR_USD,21,35,3,short,107
37.0,0.07892804684751006,0.1609426430946638,-0.236519533618031,0.3943756273130511,17.0,0.013300074863641258,0.2290100903362307,-0.43555970219537093,0.46215985192265346,EUR_USD,21,35,4,short,54
,,,,,,,,,,EUR_USD,28,20,1,long,0
,,,,,,,,,,EUR_USD,28,20,2,long,0
,,,,,,,,,,EUR_USD,28,20,3,long,0
,,,,,,,,,,EUR_USD,28,20,4,long,0
2.0,-0.6339223671410075,0.3660776328589926,-1.351434527544633,0.08358979326261795,2.0,-0.7556071721354594,0.2443928278645407,-1.2346171147499592,-0.2765972295209596,EUR_USD,28,25,1,long,4
0.0,,,,,1.0,-1.0,,,,EUR_USD,28,25,2,long,1
0.0,,,,,1.0,-1.0,,,,EUR_USD,28,25,3,long,1
,,,,,,,,,,EUR_USD,28,25,4,long,0
49.0,0.19321615992522104,0.1372115163054256,-0.07571841203341315,0.46215073188385525,21.0,0.23809523809523758,0.2171762714474548,-0.1875702539417738,0.663760730132249,EUR_USD,28,30,1,long,70
19.0,0.2631578947368421,0.22739441047045122,-0.18253514978524232,0.7088509392589265,9.0,-0.3333333333333333,0.3333333333333333,-0.9866666666666666,0.32,EUR_USD,28,30,2,long,28
11.0,0.45454545454545453,0.2816715160878121,-0.09753071698665722,1.0066216260775662,5.0,-0.6,0.4,-1.384,0.18400000000000005,EUR_USD,28,30,3,long,16
2.0,0.5638266423602776,0.43617335763972237,-0.2910731386135783,1.4187264233341335,2.0,1.0,0.0,1.0,1.0,EUR_USD,28,30,4,long,4
173.0,0.09427872996944775,0.07313894755263886,-0.04907360723372442,0.23763106717261992,75.0,0.11200527509632238,0.11409243142348217,-0.11161589049370269,0.33562644068634745,EUR_USD,28,35,1,long,248
84.0,0.02077055158793155,0.1056902461476737,-0.1863823308615089,0.22792343403737197,37.0,0.03401786667366557,0.1638422176076251,-0.2871128798372796,0.3551486131846108,EUR_USD,28,35,2,long,121
45.0,0.13921701867450847,0.144174988931111,-0.14336595963046905,0.421799996979486,20.0,0.2904449887157549,0.21744420346308999,-0.13574565007190142,0.7166356275034113,EUR_USD,28,35,3,long,65
21.0,0.07156273345572513,0.2005509080277233,-0.32151704627861255,0.4646425131900628,9.0,0.20301509658968048,0.32615065202317733,-0.4362401813757471,0.8422703745551081,EUR_USD,28,35,4,long,30
0.0,,,,,1.0,1.0,,,,EUR_USD,28,20,1,short,1
,,,,,,,,,,EUR_USD,28,20,2,short,0
,,,,,,,,,,EUR_USD,28,20,3,short,0
,,,,,,,,,,EUR_USD,28,20,4,short,0
