strategy,pair,direction,tp_R,n,mean_R,se_R,ci_lo_R,ci_hi_R,win_rate
cci,CAD_CHF,short,0.8,1118,0.12433570189861756,0.025675936704253943,0.07401086595827983,0.1746605378389553,0.6225402504472272
cci,CHF_JPY,long,0.8,816,0.11813443447156693,0.029934377752165998,0.05946305407732158,0.1768058148658123,0.6225490196078431
cci,EUR_USD,short,0.8,916,0.08218738031088342,0.02859346346313683,0.026144191923135232,0.1382305686986316,0.5993449781659389
cci,USD_CAD,long,0.8,447,0.12037150276190613,0.040023362402311115,0.04192571245337634,0.1988172930704359,0.610738255033557
cci,USD_JPY,long,0.8,597,0.1272017705789801,0.03536677228361951,0.05788289690308587,0.19652064425487434,0.6247906197654941
ema,CHF_JPY,long,0.8,256,0.13629448523971655,0.05302533625792698,0.03236482617417967,0.2402241443052534,0.625
ema,EUR_CAD,long,0.8,395,0.1608353302455428,0.04179774471782764,0.07891175059860063,0.242758909892485,0.640506329113924
ema,EUR_GBP,short,0.8,348,0.1615880582608858,0.04331866224050762,0.07668348026949086,0.24649263625228074,0.632183908045977
ema,GBP_CAD,long,0.8,283,0.2025895398610317,0.04940484947602437,0.10575603488802393,0.2994230448340395,0.6749116607773852
ichimoku,USD_SGD,short,0.8,171,0.18071515466612886,0.057252431151944,0.06850038960831863,0.2929299197239391,0.6374269005847953
macd,AUD_JPY,long,0.8,203,0.19150132970966396,0.05975555492204882,0.07438044206244827,0.30862221735687967,0.6600985221674877
macd,CAD_CHF,short,0.8,308,0.2225018891487142,0.04712735350257956,0.13013227628365825,0.3148715020137701,0.6818181818181818
macd,EUR_CHF,short,0.8,255,0.13182195165872074,0.04840472111363659,0.03694869827599302,0.22669520504144847,0.6470588235294118
macd,NZD_JPY,long,0.8,134,0.24925373134328357,0.07192424121781088,0.10828221855637424,0.3902252441301929,0.6940298507462687
macd,NZD_USD,short,0.8,222,0.20810810810810812,0.05688240603535712,0.09661859227880816,0.3195976239374081,0.6711711711711712
rsi,CHF_JPY,long,0.8,565,0.12436200374122423,0.03601139032081599,0.053779678712424894,0.19494432877002357,0.6230088495575221
rsi,EUR_GBP,long,0.8,394,0.1863948613792352,0.04002246025341737,0.10795083928253714,0.26483888347593326,0.6446700507614214
rsi,USD_JPY,long,0.8,1191,0.09297204522751235,0.025204327735332984,0.0435715628662597,0.142372527588765,0.6070528967254408
sma,CAD_JPY,long,0.8,257,0.14863813229571982,0.05406084098496746,0.0426788839651836,0.25459738062625603,0.6381322957198443
sma,EUR_CAD,long,0.8,401,0.18167850257482915,0.040398195392154806,0.10249803960620572,0.26085896554345256,0.655860349127182
sma,EUR_GBP,long,0.8,269,0.14220972228502393,0.048163029938165514,0.047810183606219525,0.23660926096382834,0.587360594795539
stoch,CAD_CHF,short,0.8,1685,0.11533107147058885,0.02094705791870362,0.07427483794992976,0.15638730499124795,0.6178041543026707
stoch,CHF_JPY,long,0.8,1765,0.08069024272033805,0.020477642240011272,0.04055406392991596,0.12082642151076015,0.6
stoch,EUR_GBP,long,0.8,1920,0.11613330504033802,0.018563811611493744,0.07974823428181027,0.15251837579886576,0.6078125
stoch,USD_JPY,long,0.8,1884,0.07620352497693576,0.019978445251100287,0.0370457722847792,0.11536127766909232,0.5944798301486199
atr,EUR_NOK,long,1.0,489,0.1625909134771072,0.043656961715529796,0.07702326851466879,0.2481585584395456,0.5787321063394683
atr,NZD_CHF,short,1.0,1139,0.13644311031798642,0.029085662346791802,0.07943521211827449,0.19345100851769836,0.5680421422300264
atr,USD_JPY,long,1.0,1075,0.09728072896962511,0.029424388219835167,0.03960892805874819,0.15495252988050204,0.5516279069767441
bb,AUD_CAD,short,1.0,220,0.21869439117038425,0.06293918441525877,0.09533358971647707,0.3420551926242914,0.6181818181818182
bb,CAD_CHF,short,1.0,1061,0.13629286432646484,0.029526955577929868,0.0784200313937223,0.19416569725920738,0.5739868049010367
bb,CHF_JPY,long,1.0,295,0.2290452832232957,0.05468107673210576,0.12187037282836842,0.336220193618223,0.6203389830508474
bb,EUR_CAD,long,1.0,300,0.1584334985883536,0.05397468347031636,0.05264311898653354,0.2642238781901737,0.58
bb,USD_JPY,long,1.0,342,0.17937443648741735,0.052461150131120605,0.07655058223042097,0.2821982907444137,0.5935672514619883
candle,USD_JPY,long,1.0,418,0.15727357907432551,0.04679138672182121,0.06556246109955594,0.2489846970490951,0.5861244019138756
cci,CAD_CHF,short,1.0,1118,0.12615879941492492,0.028795244679302775,0.06972011984349147,0.18259747898635836,0.5679785330948122
cci,CHF_JPY,long,1.0,816,0.14209653575506023,0.03323185581154462,0.07696209836443278,0.20723097314568767,0.5796568627450981
cci,EUR_USD,short,1.0,916,0.11299837312363903,0.03176434202477849,0.050740262755073186,0.17525648349220488,0.5589519650655022
cci,USD_CAD,long,1.0,447,0.14713344816435728,0.04464020409902444,0.05963864813026938,0.2346282481984452,0.5682326621923938
cci,USD_JPY,long,1.0,597,0.14921385337513457,0.03953801473974108,0.07171934448524206,0.22670836226502708,0.5795644891122278
ema,CHF_JPY,long,1.0,256,0.195995768754571,0.0590766077217668,0.08020561761990808,0.31178591988923393,0.59765625
ema,EUR_CAD,long,1.0,395,0.20252342072629084,0.04675892789806264,0.11087592204608808,0.2941709194064936,0.6075949367088608
ema,EUR_GBP,short,1.0,348,0.20464300754365355,0.04785584817467717,0.1108455451212863,0.2984404699660208,0.6063218390804598
ema,GBP_CAD,long,1.0,283,0.25588773955694655,0.05581865226417767,0.1464831811191583,0.3652922979947348,0.6431095406360424
ichimoku,USD_SGD,short,1.0,171,0.20075507320978936,0.0625372024065655,0.07818215649292097,0.32332798992665773,0.6081871345029239
macd,AUD_JPY,long,1.0,203,0.2545555169017822,0.067881537668928,0.12150770307068331,0.38760333073288106,0.625615763546798
macd,CAD_CHF,short,1.0,308,0.23851841580351715,0.05361807531704318,0.13342698818211252,0.3436098434249218,0.6331168831168831
macd,EUR_CHF,short,1.0,255,0.16825460980100138,0.05261154988654273,0.06513597202337763,0.27137324757862513,0.6235294117647059
macd,NZD_JPY,long,1.0,134,0.34328358208955223,0.0814417261229953,0.18365779888848144,0.502909365290623,0.6716417910447762
macd,NZD_USD,short,1.0,222,0.24324324324324326,0.0652469282790267,0.11535926381635092,0.3711272226701356,0.6216216216216216
rsi,CHF_JPY,long,1.0,565,0.1728939467432116,0.04014868276502904,0.09420252852375469,0.2515853649626685,0.5911504424778761
rsi,EUR_GBP,long,1.0,394,0.18915866790484234,0.04441318820338793,0.102108819026202,0.2762085167834827,0.5939086294416244
rsi,USD_JPY,long,1.0,1191,0.10882428014106485,0.028133522407797297,0.05368257622178215,0.16396598406034754,0.5608732157850546
sma,CAD_JPY,long,1.0,257,0.19844357976653695,0.06125701954831897,0.07837982145183178,0.3185073380812421,0.5992217898832685
sma,EUR_CAD,long,1.0,401,0.19887453482269224,0.04505492461983747,0.1105668825678108,0.2871821870775737,0.6084788029925187
sma,EUR_GBP,long,1.0,269,0.1680745197511258,0.053286605788968426,0.0636327724047477,0.27251626709750393,0.5464684014869888
stoch,CAD_CHF,short,1.0,1685,0.1123135709666806,0.023518710820950677,0.06621689775761727,0.15841024417574393,0.5590504451038576
stoch,CHF_JPY,long,1.0,1765,0.1177358859724042,0.022696812312095725,0.07325013384069658,0.16222163810411183,0.5654390934844192
stoch,EUR_GBP,long,1.0,1920,0.11067360363430932,0.020596128992171628,0.07030519080965293,0.1510420164589657,0.5520833333333334
stoch,USD_JPY,long,1.0,1884,0.10339225074786704,0.02219388500753753,0.05989223613309348,0.1468922653626406,0.5562632696390658
atr,EUR_NOK,long,1.25,489,0.17113226863792513,0.04868303502609977,0.07571351998676959,0.2665510172890807,0.5255623721881391
atr,NZD_CHF,short,1.25,1139,0.1389058716263574,0.03263849066679644,0.07493442991943638,0.2028773133332784,0.5118525021949079
atr,USD_JPY,long,1.25,1075,0.10430999204643969,0.032461333032878084,0.04068577930199864,0.16793420479088073,0.5088372093023256
bb,AUD_CAD,short,1.25,220,0.23130717395672498,0.07031348274194829,0.09349274778250632,0.36912160013094364,0.5727272727272728
bb,CAD_CHF,short,1.25,1061,0.14298648633779482,0.032567064779658574,0.07915503936966402,0.20681793330592563,0.530631479736098
bb,CHF_JPY,long,1.25,295,0.2512269270132355,0.06121825026744758,0.13123915648903828,0.37121469753743275,0.576271186440678
bb,EUR_CAD,long,1.25,300,0.17417925080141466,0.05927610290424811,0.057998089109088366,0.29036041249374095,0.55
bb,USD_JPY,long,1.25,342,0.19513747108225243,0.05848541955075464,0.08050604876277334,0.3097688934017315,0.5497076023391813
candle,USD_JPY,long,1.25,418,0.19367166690081294,0.05176542466214526,0.09221143456300823,0.29513189923861766,0.5598086124401914
cci,CAD_CHF,short,1.25,1118,0.1441095137963537,0.031832323492579966,0.08171815975089697,0.20650086784181043,0.5295169946332737
cci,CHF_JPY,long,1.25,816,0.14090840292511855,0.03716624104526156,0.06806257047640589,0.2137542353738312,0.5281862745098039
cci,EUR_USD,short,1.25,916,0.09645485194686,0.03501576133289737,0.027823959734381162,0.16508574415933885,0.49890829694323147
cci,USD_CAD,long,1.25,447,0.13780049185662285,0.049106405987977386,0.04155193612018718,0.23404904759305853,0.5212527964205816
cci,USD_JPY,long,1.25,597,0.18784314563838073,0.0438603812190227,0.10187679844909624,0.2738094928276652,0.5510887772194305
ema,CHF_JPY,long,1.25,256,0.21012643905472017,0.06669215059396529,0.07940982389054821,0.34084305421889216,0.546875
ema,EUR_CAD,long,1.25,395,0.26275160097102623,0.05183321312295448,0.16115850325003545,0.364344698692017,0.589873417721519
ema,EUR_GBP,short,1.25,348,0.22495449568246523,0.05274709544469603,0.12157018861086101,0.32833880275406946,0.5689655172413793
ema,GBP_CAD,long,1.25,283,0.319093151689629,0.06263292213369871,0.19633262430757953,0.44185367907167844,0.6113074204946997
ichimoku,USD_SGD,short,1.25,171,0.20764353880565867,0.0671479279876995,0.07603359994976763,0.3392534776615497,0.5906432748538012
macd,AUD_JPY,long,1.25,203,0.22962171277082793,0.07846587829424054,0.07582859131411648,0.3834148342275394,0.5467980295566502
macd,CAD_CHF,short,1.25,308,0.21115957231844795,0.05984938044387779,0.09385478664844749,0.3284643579884484,0.564935064935065
macd,EUR_CHF,short,1.25,255,0.19830312194863067,0.05653693701696588,0.08749072539537754,0.3091155185018838,0.611764705882353
macd,NZD_JPY,long,1.25,134,0.3488716311858982,0.09483315272671072,0.1629986518415452,0.5347446105302512,0.6044776119402985
macd,NZD_USD,short,1.25,222,0.22878120473605934,0.07496557804337223,0.08184867177104976,0.3757137377010689,0.5495495495495496
rsi,CHF_JPY,long,1.25,565,0.16105644033205707,0.04504469968367044,0.072768828952063,0.24934405171205115,0.5292035398230088
rsi,EUR_GBP,long,1.25,394,0.15370096826122298,0.04902768327072631,0.057606709050599406,0.24979522747184657,0.5431472081218274
rsi,USD_JPY,long,1.25,1191,0.13154610720662058,0.031040755315043193,0.07070622678913592,0.19238598762410525,0.5264483627204031
sma,CAD_JPY,long,1.25,257,0.2202785739534066,0.0698468305552928,0.08337878606503274,0.3571783618417805,0.5408560311284046
sma,EUR_CAD,long,1.25,401,0.2156043448496143,0.04958690056196144,0.11841401974816988,0.3127946699510587,0.5785536159600998
sma,EUR_GBP,long,1.25,269,0.17288148664476044,0.05784281184777545,0.05950957542312056,0.2862533978664003,0.5130111524163569
stoch,CAD_CHF,short,1.25,1685,0.12754440088400568,0.026016031077360217,0.07655297997237964,0.1785358217956317,0.5186943620178042
stoch,CHF_JPY,long,1.25,1765,0.1414528413872139,0.025198398232000225,0.09206398085249345,0.19084170192193434,0.5246458923512748
stoch,EUR_GBP,long,1.25,1920,0.09566931620749868,0.02244623774507608,0.05167469022714956,0.13966394218784778,0.5036458333333333
stoch,USD_JPY,long,1.25,1884,0.11955633321462514,0.024479942227885874,0.07157564644796882,0.16753701998128145,0.5180467091295117
atr,EUR_NOK,long,1.5,489,0.17079107813529654,0.052551245805488714,0.06779063635653866,0.2737915199140544,0.49079754601226994
atr,NZD_CHF,short,1.5,1139,0.1558466515224185,0.035655938756102935,0.08596101156045675,0.22573229148438023,0.4749780509218613
atr,USD_JPY,long,1.5,1075,0.08903870235753748,0.03463080910413754,0.021162316513427912,0.15691508820164707,0.4753488372093023
bb,AUD_CAD,short,1.5,220,0.18176620333760904,0.07492114453496242,0.034920760049082705,0.3286116466261354,0.5227272727272727
bb,CAD_CHF,short,1.5,1061,0.12240810897974998,0.03477110893443724,0.05425673546825299,0.19055948249124696,0.4938737040527804
bb,CHF_JPY,long,1.5,295,0.18848150745417103,0.06670929921088323,0.05773128100083991,0.31923173390750215,0.5084745762711864
bb,EUR_CAD,long,1.5,300,0.17745726443317117,0.06359591199746142,0.05280927691814678,0.30210525194819554,0.5266666666666666
bb,USD_JPY,long,1.5,342,0.24322741363149805,0.06350448732187369,0.11875861848062562,0.36769620878237047,0.5350877192982456
candle,USD_JPY,long,1.5,418,0.19304577585807944,0.056022380302635504,0.08324191046491386,0.302849641251245,0.5287081339712919
cci,CAD_CHF,short,1.5,1118,0.12597125317196148,0.033956269364459044,0.059416965217621756,0.19252554112630121,0.4937388193202147
cci,CHF_JPY,long,1.5,816,0.15668238394669243,0.04006632659658471,0.0781523838173864,0.23521238407599845,0.5036764705882353
cci,EUR_USD,short,1.5,916,0.04942994009827158,0.036973090537675286,-0.023037317355571976,0.12189719755211513,0.45633187772925765
cci,USD_CAD,long,1.5,447,0.14394205536783541,0.052534924680977674,0.04097360299311918,0.24691050774255163,0.4988814317673378
cci,USD_JPY,long,1.5,597,0.20200989963182422,0.04747739893609731,0.1089541977170735,0.29506560154657496,0.52428810720268
ema,CHF_JPY,long,1.5,256,0.18448846670046992,0.07251278403064539,0.04236341000040497,0.32661352340053484,0.49609375
ema,EUR_CAD,long,1.5,395,0.27720194501368944,0.05618478197018821,0.16707977235212057,0.3873241176752583,0.5569620253164557
ema,EUR_GBP,short,1.5,348,0.22621903696985546,0.05638222686697475,0.11570987231058495,0.336728201629126,0.5459770114942529
ema,GBP_CAD,long,1.5,283,0.3652788658207017,0.06885629411241866,0.23032052936036113,0.5002372022810422,0.5901060070671378
ichimoku,USD_SGD,short,1.5,171,0.2109388792730469,0.07026473539675245,0.07321999789541209,0.34865776065068166,0.5789473684210527
macd,AUD_JPY,long,1.5,203,0.2626823078746653,0.0868299362197079,0.09249563288403781,0.43286898286529274,0.5123152709359606
macd,CAD_CHF,short,1.5,308,0.22063372355499206,0.06476939423398068,0.09368571085638994,0.3475817362535942,0.525974025974026
macd,EUR_CHF,short,1.5,255,0.20694627982076366,0.05934292996252699,0.09063413709421077,0.32325842254731657,0.6
macd,NZD_JPY,long,1.5,134,0.44661086168986813,0.10526145584020347,0.24029840824306933,0.6529233151366669,0.5895522388059702
macd,NZD_USD,short,1.5,222,0.26141800945850363,0.0830192698510176,0.09870024055050913,0.42413577836649813,0.5135135135135135
rsi,CHF_JPY,long,1.5,565,0.1554956168459436,0.04865597944339484,0.06012989713688972,0.2508613365549975,0.4920353982300885
rsi,EUR_GBP,long,1.5,394,0.12280243638150157,0.05223340412806703,0.020424964290490177,0.22517990847251296,0.5076142131979695
rsi,USD_JPY,long,1.5,1191,0.15944998241876,0.033697465180656604,0.09340295066467305,0.22549701417284693,0.5054575986565911
sma,CAD_JPY,long,1.5,257,0.26353505697792223,0.07686125340113516,0.11288700031169732,0.41418311364414717,0.5136186770428015
sma,EUR_CAD,long,1.5,401,0.23275902521596206,0.05358362239638686,0.12773512531904382,0.33778292511288033,0.5536159600997507
sma,EUR_GBP,long,1.5,269,0.12549573442737016,0.061187998795701255,0.00556725678779571,0.24542421206694462,0.4684014869888476
stoch,CAD_CHF,short,1.5,1685,0.10795432916569409,0.02779889268621234,0.0534684995007179,0.16244015883067026,0.48130563798219583
stoch,CHF_JPY,long,1.5,1765,0.15044200812274933,0.027135349104828798,0.09725672387728489,0.20362729236821375,0.4951841359773371
stoch,EUR_GBP,long,1.5,1920,0.08597029170457299,0.023934164996775514,0.03905932831089298,0.132881255098253,0.47604166666666664
stoch,USD_JPY,long,1.5,1884,0.1328522880066568,0.02645069223640803,0.08100893122329705,0.18469564479001654,0.49203821656050956
