tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,fast,slow,signal,trigger,direction,total_n
196,0.1348261824169244,0.07060806079530958,-0.0035656167418823825,0.2732179815757312,84,-0.028461849909327302,0.1062535366165666,-0.23671878167779783,0.17979508185914325,GBP_USD,12,26,9,zero_cross,short,280
384,0.05431107439272173,0.05047089106745549,-0.04461187209949102,0.15323402088493449,165,0.05357981821539795,0.07579249257400833,-0.09497346722965838,0.20213310366045428,GBP_USD,12,26,13,signal_cross,long,549
383,-0.014483492045710257,0.05075278158272732,-0.1139589439478558,0.08499195985643529,165,-0.08029573710367509,0.07587045806524226,-0.2290018349115499,0.06841036070419974,GBP_USD,12,26,13,signal_cross,short,548
196,-0.0071728614508157935,0.07128395010704379,-0.14688940366062161,0.13254368075899,84,0.014121446969333382,0.10742840792946537,-0.19643823257241874,0.2246811265110855,GBP_USD,12,26,13,zero_cross,long,280
196,0.1348261824169244,0.07060806079530958,-0.0035656167418823825,0.2732179815757312,84,-0.028461849909327302,0.1062535366165666,-0.23671878167779783,0.17979508185914325,GBP_USD,12,26,13,zero_cross,short,280
436,0.04728628588759268,0.04747245424916905,-0.045759724440778665,0.14033229621596402,187,0.07012592716064957,0.07160454120999103,-0.07021897361093286,0.21047082793223199,GBP_USD,18,39,5,signal_cross,long,623
436,-0.016529726692414405,0.047525800269142285,-0.10968029521993328,0.07662084183510448,187,-0.04985533053541276,0.07154548968954665,-0.1900844903269242,0.09037382925609867,GBP_USD,18,39,5,signal_cross,short,623
137,0.018007402263987816,0.08505535717419442,-0.14870109779743326,0.18471590232540888,59,0.0801418237630069,0.1303589202510454,-0.17536165992904207,0.33564530745505583,GBP_USD,18,39,5,zero_cross,long,196
137,0.1775351146581324,0.08345271082112003,0.013967801448737133,0.34110242786752765,59,-0.0794097273908304,0.12719010491800373,-0.3287023330301177,0.16988287824845688,GBP_USD,18,39,5,zero_cross,short,196
344,0.015724901054092303,0.05328652578300635,-0.08871668948060014,0.12016649158878474,148,0.06334170965176465,0.08119868748131222,-0.09580771781160728,0.22249113711513657,GBP_USD,18,39,9,signal_cross,long,492
344,0.030805396248665875,0.05365095199457721,-0.07435046966070545,0.1359612621580372,148,0.002732610314606077,0.08047780354306262,-0.15500388462979664,0.16046910525900882,GBP_USD,18,39,9,signal_cross,short,492
