tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,fast,slow,signal,trigger,direction,total_n
387,0.04160280913791494,0.050550343749680295,-0.057475864611458434,0.14068148288728832,166,0.048230805392110124,0.07536451882384798,-0.09948365150263193,0.19594526228685216,GBP_USD,6,13,13,signal_cross,short,553
242,0.10189438215883516,0.06355766744424832,-0.02267864603189154,0.22646741034956186,104,-0.1048834241360817,0.09610384635189106,-0.29324696298578823,0.08348011471362479,GBP_USD,6,13,13,zero_cross,long,346
221,0.0792751527615953,0.06667744979295698,-0.05141264883260038,0.209962954355791,96,0.03259227572484494,0.09998567198359576,-0.16337964136300276,0.22856419281269263,GBP_USD,6,13,13,zero_cross,short,317
457,-0.040456220684213916,0.04630502191934296,-0.13121406364612612,0.05030162227769828,196,-0.08758492879661393,0.06987132452094892,-0.22453272485767384,0.049362867264445956,GBP_USD,8,17,5,signal_cross,long,653
451,0.055497298793984864,0.04667269744656862,-0.035981188201289635,0.14697578578925935,194,0.09053262135684607,0.0694067889062349,-0.04550468489937433,0.2265699276130665,GBP_USD,8,17,5,signal_cross,short,645
180,0.004827810163756189,0.07404612988051211,-0.14030260440204753,0.1499582247295599,78,-0.062286458129486244,0.11113177434660756,-0.2801047358488371,0.1555318195898646,GBP_USD,8,17,5,zero_cross,long,258
175,0.04944429607041727,0.0755925157036888,-0.09871703470881278,0.19760562684964733,75,-0.07968902140092604,0.11454022227285102,-0.30418785705571405,0.14480981425386194,GBP_USD,8,17,5,zero_cross,short,250
349,-0.05323128647855213,0.05318515606048655,-0.15747419235710577,0.05101161940000151,150,0.03116524624040671,0.07954091834402235,-0.1247349537138771,0.1870654461946905,GBP_USD,8,17,9,signal_cross,long,499
364,0.0008234421341771855,0.05223652683911748,-0.10156015047049308,0.10320703473884746,157,-0.007020141588637066,0.07788796984389644,-0.1596805624826741,0.14564027930539997,GBP_USD,8,17,9,signal_cross,short,521
180,0.004827810163756189,0.07404612988051211,-0.14030260440204753,0.1499582247295599,78,-0.062286458129486244,0.11113177434660756,-0.2801047358488371,0.1555318195898646,GBP_USD,8,17,9,zero_cross,long,258
175,0.04944429607041727,0.0755925157036888,-0.09871703470881278,0.19760562684964733,75,-0.07968902140092604,0.11454022227285102,-0.30418785705571405,0.14480981425386194,GBP_USD,8,17,9,zero_cross,short,250
305,-0.0032273337353684217,0.057193301405977885,-0.11532620449108508,0.10887153702034824,131,0.12259490378425375,0.08427886711263174,-0.042591675756504466,0.28778148332501197,GBP_USD,8,17,13,signal_cross,long,436
317,0.026694294417535437,0.05588297838542495,-0.08283634321789746,0.13622493205296834,137,-0.033000181348221226,0.08446272057871405,-0.19854711368250078,0.13254675098605834,GBP_USD,8,17,13,signal_cross,short,454
180,0.004827810163756189,0.07404612988051211,-0.14030260440204753,0.1499582247295599,78,-0.062286458129486244,0.11113177434660756,-0.2801047358488371,0.1555318195898646,GBP_USD,8,17,13,zero_cross,long,258
175,0.04944429607041727,0.0755925157036888,-0.09871703470881278,0.19760562684964733,75,-0.07968902140092604,0.11454022227285102,-0.30418785705571405,0.14480981425386194,GBP_USD,8,17,13,zero_cross,short,250
342,-2.3759047554993147e-05,0.05386202855098816,-0.10559333500749178,0.10554581691238178,147,0.03855931708680427,0.07959288172725594,-0.11744273109861736,0.1945613652722259,GBP_USD,12,26,5,signal_cross,long,489
348,0.01670245577396261,0.05326028102090381,-0.08768769502700886,0.12109260657493408,150,-0.10414062833823355,0.08036906179202964,-0.26166398945061164,0.053382732774144556,GBP_USD,12,26,5,signal_cross,short,498
107,0.13286017757246474,0.09567937160467797,-0.05467139077270408,0.32039174591763353,46,0.007726391501885206,0.14442807956476617,-0.27535264444505647,0.29080542744882687,GBP_USD,12,26,5,zero_cross,long,153
116,0.13722453736064086,0.09161411971320069,-0.042339137277232486,0.3167882119985142,50,-0.22904988208960758,0.13342867429023,-0.4905700836984584,0.03247031951924323,GBP_USD,12,26,5,zero_cross,short,166
266,-0.0016573922845948008,0.06118408349610882,-0.12157819593696809,0.11826341136777849,115,0.12433068426188594,0.09034087909465503,-0.052737438763637914,0.3013988072874098,GBP_USD,12,26,9,signal_cross,long,381
259,-0.0007711295362602125,0.061911326254028544,-0.12211732899415616,0.12057506992163573,112,-0.03435498093409846,0.09277431348030103,-0.2161926353554885,0.14748267348729155,GBP_USD,12,26,9,signal_cross,short,371
107,0.13286017757246474,0.09567937160467797,-0.05467139077270408,0.32039174591763353,46,0.007726391501885206,0.14442807956476617,-0.27535264444505647,0.29080542744882687,GBP_USD,12,26,9,zero_cross,long,153
116,0.13722453736064086,0.09161411971320069,-0.042339137277232486,0.3167882119985142,50,-0.22904988208960758,0.13342867429023,-0.4905700836984584,0.03247031951924323,GBP_USD,12,26,9,zero_cross,short,166
241,0.04417501839094931,0.06389033038221534,-0.08105002915819276,0.16940006594009138,104,-0.0020969479329242067,0.09742654251966718,-0.19305297127147186,0.18885907540562347,GBP_USD,12,26,13,signal_cross,long,345
228,0.03437665633183946,0.06604526422189112,-0.09507206154306716,0.16382537420674606,98,-0.16845397622315672,0.09692381607990751,-0.35842465573977544,0.021516703293462003,GBP_USD,12,26,13,signal_cross,short,326
107,0.13286017757246474,0.09567937160467797,-0.05467139077270408,0.32039174591763353,46,0.007726391501885206,0.14442807956476617,-0.27535264444505647,0.29080542744882687,GBP_USD,12,26,13,zero_cross,long,153
116,0.13722453736064086,0.09161411971320069,-0.042339137277232486,0.3167882119985142,50,-0.22904988208960758,0.13342867429023,-0.4905700836984584,0.03247031951924323,GBP_USD,12,26,13,zero_cross,short,166
282,0.030191549813484857,0.059282069818017154,-0.08600130702982876,0.14638440665679847,121,0.13557132674814382,0.08900190625996368,-0.03887240952138499,0.3100150630176726,GBP_USD,18,39,5,signal_cross,long,403
270,0.04073387881083757,0.06069332780429176,-0.07822504368557429,0.15969280130724942,116,-0.014575476121479703,0.09113959591763127,-0.19320908412003698,0.1640581318770776,GBP_USD,18,39,5,signal_cross,short,386
81,0.059510218405295245,0.11137889866995107,-0.15879242298780885,0.2778128597983993,36,0.16666666666666666,0.16666666666666666,-0.16,0.4933333333333333,GBP_USD,18,39,5,zero_cross,long,117
87,0.0949028875703252,0.10676292601112278,-0.11435244741147543,0.3041582225521258,38,-0.24141138887586222,0.15666375938699245,-0.5484723572743675,0.065649579522643,GBP_USD,18,39,5,zero_cross,short,125
