drag_pct_per_day,drag_bp_per_day,instrument,family,cell,timeframe,entry_mode,direction,n,mean_r,baseline_mean_r,excess_r,drag_pct_per_day_to_zero_excess,excess_ci_low,excess_ci_high
5e-05,0.5,XAG_USD,trend,tsmom63,H4,limit,1,8775,0.12968550783415494,0.11797529294278655,0.011710214891368392,nan,nan,nan
5e-05,0.5,XAG_USD,trend,tsmom63,H4,market,-1,7223,-0.12781996038953924,-0.14012057728321964,0.012300616893680394,nan,nan,nan
5e-05,0.5,XAG_USD,trend,tsmom63,H4,market,1,8775,-0.1220432303893716,-0.12789214609379598,0.00584891570442439,nan,nan,nan
5e-05,0.5,XAU_USD,mr_under_limit,atr_range_exp,H4,limit,1,2146,0.30792249387403786,0.28794110774686776,0.019981386127170098,nan,nan,nan
5e-05,0.5,XAU_USD,mr_under_limit,atr_range_exp,H4,market,1,2146,0.06249198414535485,0.053407807842263,0.00908417630309185,nan,nan,nan
5e-05,0.5,XAU_USD,mr_under_limit,rsi14_lt30,H4,limit,1,716,0.32801185582219117,0.28794110774686776,0.040070748075323404,nan,nan,nan
5e-05,0.5,XAU_USD,mr_under_limit,rsi14_lt30,H4,market,1,716,0.08993554457946096,0.053407807842263,0.03652773673719796,0.013446542958303479,nan,nan
5e-05,0.5,XAU_USD,trend,donchian55,D1,limit,-1,57,0.23959961600849994,0.10324145766561307,0.13635815834288686,nan,nan,nan
5e-05,0.5,XAU_USD,trend,donchian55,H4,limit,-1,377,0.15844898400183557,0.12933011893317045,0.029118865068665123,nan,nan,nan
5e-05,0.5,XAU_USD,trend,donchian55,H4,limit,1,779,0.3528671924252395,0.28794110774686776,0.06492608467837174,nan,nan,nan
5e-05,0.5,XAU_USD,trend,donchian55,H4,market,1,779,0.11782240526811623,0.053407807842263,0.06441459742585323,nan,nan,nan
5e-05,0.5,XAU_USD,trend,supertrend10x3,D1,market,1,1811,0.04611427804974679,0.04544365480314412,0.000670623246602671,nan,nan,nan
5e-05,0.5,XAU_USD,trend,supertrend10x3,H4,limit,-1,7576,0.14774250183013288,0.12933011893317045,0.018412382896962426,nan,nan,nan
5e-05,0.5,XAU_USD,trend,supertrend10x3,H4,limit,1,8478,0.31312163848957075,0.28794110774686776,0.02518053074270299,0.016576243099028286,nan,nan
5e-05,0.5,XAU_USD,trend,supertrend10x3,H4,market,-1,7576,-0.09526051754078696,-0.1226428660713602,0.02738234853057324,nan,nan,nan
5e-05,0.5,XAU_USD,trend,supertrend10x3,H4,market,1,8478,0.07666959427575691,0.053407807842263,0.023261786433493914,0.10570381027727525,nan,nan
5e-05,0.5,XAU_USD,trend,tsmom63,D1,limit,-1,1071,0.12938341198024403,0.10324145766561307,0.026141954314630955,nan,nan,nan
5e-05,0.5,XAU_USD,trend,tsmom63,D1,limit,1,2032,0.269841641701659,0.2670849181091561,0.0027567235925028966,nan,nan,nan
5e-05,0.5,XAU_USD,trend,tsmom63,D1,market,-1,1071,-0.10969789139456725,-0.146342510705384,0.036644619310816764,nan,nan,nan
5e-05,0.5,XAU_USD,trend,tsmom63,D1,market,1,2032,0.04978908484149936,0.04544365480314412,0.00434543003835524,nan,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,bb_p20_2,H4,limit,1,788,0.24583617911844113,0.21627611940293212,0.029560059715509013,nan,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,bb_p20_2,H4,market,1,788,0.01212706931785327,-0.021272729287568386,0.03339979860542166,nan,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,cci20_lt-100,H4,limit,1,3045,0.21861183624245611,0.21627611940293212,0.0023357168395239936,nan,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,cci20_lt-100,H4,market,1,3045,-0.007447111246343789,-0.021272729287568386,0.013825618041224598,0.3079306321302587,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,ema50_dist_low,H4,limit,1,3731,0.2650388892681234,0.21627611940293212,0.04876276986519129,nan,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,ema50_dist_low,H4,market,1,3731,0.033815702837412656,-0.021272729287568386,0.055088432124981046,nan,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,sma50_dist_low,H4,limit,1,4209,0.25519165280164574,0.21627611940293212,0.03891553339871362,nan,nan,nan
5e-05,0.5,XCU_USD,mr_under_limit,sma50_dist_low,H4,market,1,4209,0.01837752533670426,-0.021272729287568386,0.03965025462427264,nan,nan,nan
5e-05,0.5,XCU_USD,trend,donchian55,D1,market,-1,63,-0.10246599404373766,-0.13329951481892396,0.030833520775186307,nan,nan,nan
5e-05,0.5,XCU_USD,trend,donchian55,H4,limit,1,649,0.23994235258188726,0.21627611940293212,0.023666233178955137,nan,nan,nan
5e-05,0.5,XCU_USD,trend,donchian55,H4,market,1,649,0.005731803968023781,-0.021272729287568386,0.027004533255592166,nan,nan,nan
5e-05,0.5,XCU_USD,trend,tsmom63,D1,limit,-1,1289,0.07592240695980412,0.06783620440457788,0.00808620255522624,nan,nan,nan
5e-05,0.5,XCU_USD,trend,tsmom63,D1,market,-1,1289,-0.12281137119657451,-0.13329951481892396,0.010488143622349455,nan,nan,nan
0.0001,1.0,BCO_USD,mr_under_limit,rsi14_lt30,H4,limit,1,807,0.1743407202601552,0.16835396243037312,0.005986757829782086,nan,nan,nan
0.0001,1.0,BCO_USD,mr_under_limit,rsi14_lt30,H4,market,1,807,-0.06388512534470833,-0.07476196135699839,0.010876836012290059,nan,nan,nan
0.0001,1.0,BCO_USD,mr_under_limit,stoch14_k20,H4,limit,1,3130,0.193873414125343,0.16835396243037312,0.025519451694969886,nan,nan,nan
