instrument,family,cell,timeframe,entry_mode,direction,n,mean_r,nw_lag,nw_se,ci_low,ci_high
XAU_USD,trend,tsmom63,D1,limit,-1,1071,0.09951751872516636,0,0.03804776249704989,0.02494390423094857,0.17409113321938413
XAU_USD,trend,tsmom63,D1,limit,1,2032,0.16833651108958278,0,0.027736567739857505,0.11397283831946206,0.2227001838597035
XAU_USD,trend,tsmom63,D1,market,-1,1071,-0.13863014319995842,0,0.0366861998384654,-0.2105350948833506,-0.06672519151656625
XAU_USD,trend,tsmom63,D1,market,1,2032,-0.06413246023825654,0,0.027146715125620356,-0.11734002188447244,-0.010924898592040641
XAU_USD,trend,tsmom63,H4,limit,-1,6854,0.1064747251554874,3,0.023747892819059774,0.05992885523013025,0.15302059508084456
XAU_USD,trend,tsmom63,H4,limit,1,9144,0.24002482610520545,3,0.02072335480692875,0.1994070506836251,0.2806426015267858
XAU_USD,trend,tsmom63,H4,market,-1,6854,-0.1438141065912652,3,0.022812703929124354,-0.18852700629234892,-0.09910120689018147
XAU_USD,trend,tsmom63,H4,market,1,9144,-0.013075401777820515,2,0.018640247391876908,-0.049610286665899256,0.023459483110258222
XCU_USD,mr_under_limit,atr_range_exp,H4,limit,1,2257,0.1303670552633913,1,0.026577214525156483,0.07827571479408459,0.182458395732698
XCU_USD,mr_under_limit,atr_range_exp,H4,market,1,2257,-0.11430160803065538,1,0.025783654221758254,-0.16483757030530155,-0.06376564575600921
XCU_USD,mr_under_limit,bb_p20_2,H4,limit,1,788,0.13831662832975333,1,0.04929380584606732,0.041700768871461374,0.2349324877880453
XCU_USD,mr_under_limit,bb_p20_2,H4,market,1,788,-0.0677699730394154,1,0.04804809639626679,-0.1619442419760983,0.026404295897267505
XCU_USD,mr_under_limit,cci20_lt-100,H4,limit,1,3045,0.11214846719640369,1,0.026196746457586705,0.06080284413953375,0.16349409025327363
XCU_USD,mr_under_limit,cci20_lt-100,H4,market,1,3045,-0.10118650492289644,1,0.025638541313476926,-0.15143804589731122,-0.05093496394848166
XCU_USD,mr_under_limit,ema50_dist_low,H4,limit,1,3731,0.16643158980606257,1,0.023947267086784952,0.11949494631596407,0.21336823329616106
XCU_USD,mr_under_limit,ema50_dist_low,H4,market,1,3731,-0.0766699433826165,1,0.023433385427401643,-0.12259937882032372,-0.030740507944909276
XCU_USD,mr_under_limit,macd_hist_low,H4,limit,1,1803,0.08452116029256002,1,0.03440276586009343,0.017091739206776896,0.15195058137834314
XCU_USD,mr_under_limit,macd_hist_low,H4,market,1,1803,-0.1427496325887552,1,0.03330869454549522,-0.20803467389792582,-0.07746459127958458
XCU_USD,mr_under_limit,rsi14_lt30,H4,limit,1,703,0.05037748333655848,1,0.05366749500972867,-0.054810806882509715,0.15556577355562667
XCU_USD,mr_under_limit,rsi14_lt30,H4,market,1,703,-0.21620042450623309,1,0.05131115478270446,-0.31677028788033385,-0.11563056113213234
XCU_USD,mr_under_limit,sma50_dist_low,H4,limit,1,4209,0.14352043759880828,1,0.022482009251508915,0.09945569946585081,0.18758517573176575
XCU_USD,mr_under_limit,sma50_dist_low,H4,market,1,4209,-0.09096610241124657,1,0.021938559658684874,-0.13396567934226894,-0.04796652548022422
XCU_USD,mr_under_limit,stoch14_k20,H4,limit,1,3049,0.11180475685715152,1,0.026237218600946355,0.060379808399296665,0.16322970531500638
XCU_USD,mr_under_limit,stoch14_k20,H4,market,1,3049,-0.1258499630115185,1,0.02530825688087321,-0.17545414649802998,-0.076245779525007
XCU_USD,trend,donchian55,D1,limit,-1,63,-0.07781091492000881,0,0.15529210589663323,-0.38218344247740993,0.22656161263739233
XCU_USD,trend,donchian55,D1,limit,1,139,-0.19138628503928745,0,0.10174408557539844,-0.3908046927670684,0.008032122688493487
XCU_USD,trend,donchian55,D1,market,-1,63,-0.35572563888112163,0,0.14454042838577671,-0.639024878517244,-0.07242639924499927
XCU_USD,trend,donchian55,D1,market,1,139,-0.33515784354989386,0,0.0974424883556168,-0.5261451207269028,-0.14417056637288495
XCU_USD,trend,donchian55,H4,limit,-1,396,0.034260892178837925,1,0.0660554350940729,-0.09520776060554495,0.1637295449632208
XCU_USD,trend,donchian55,H4,limit,1,649,0.1682500632989468,1,0.052042188439866376,0.0662473739568087,0.2702527526410849
XCU_USD,trend,donchian55,H4,market,-1,396,-0.2752101705948289,0,0.05917732561816223,-0.3911977288064269,-0.1592226123832309
XCU_USD,trend,donchian55,H4,market,1,649,-0.04349530320929966,1,0.051164413734771236,-0.14377755412945128,0.056786947710851965
XCU_USD,trend,supertrend10x3,D1,limit,-1,1407,-0.18189034738609933,0,0.03217282964631012,-0.24494909349286714,-0.1188316012793315
XCU_USD,trend,supertrend10x3,D1,limit,1,1748,-0.13760330334353935,0,0.0290579089057224,-0.19455680479875526,-0.08064980188832344
XCU_USD,trend,supertrend10x3,D1,market,-1,1407,-0.34370975012132815,0,0.03066834107609252,-0.4038196986304695,-0.2835998016121868
XCU_USD,trend,supertrend10x3,D1,market,1,1748,-0.2976647803356418,0,0.02787749860424648,-0.3523046775999649,-0.2430248830713187
XCU_USD,trend,supertrend10x3,H4,limit,-1,7706,0.07891791005909059,1,0.016836877069242594,0.045917631003375106,0.11191818911480607
XCU_USD,trend,supertrend10x3,H4,limit,1,8336,0.11912365304700125,1,0.01636940008059456,0.08703962888903591,0.15120767720496658
XCU_USD,trend,supertrend10x3,H4,market,-1,7706,-0.1612834522860135,1,0.016332823129975887,-0.19329578562076624,-0.12927111895126078
XCU_USD,trend,supertrend10x3,H4,market,1,8336,-0.11917394393773444,1,0.015914730650853307,-0.15036681601340693,-0.08798107186206196
XCU_USD,trend,tsmom63,D1,limit,-1,1289,-0.15782751385807417,0,0.033788021143327907,-0.22405203529899687,-0.09160299241715147
XCU_USD,trend,tsmom63,D1,limit,1,1812,-0.13752600692525602,0,0.028544130098240413,-0.19347250191780724,-0.08157951193270481
XCU_USD,trend,tsmom63,D1,market,-1,1289,-0.34414873153201186,0,0.03204153801363744,-0.40695014603874125,-0.2813473170252825
XCU_USD,trend,tsmom63,D1,market,1,1812,-0.29745136762852076,0,0.02736954408621005,-0.3510956740374924,-0.24380706121954906
XCU_USD,trend,tsmom63,H4,limit,-1,7148,0.06192762403490286,1,0.0174397016411299,0.027745808818288253,0.09610943925151746
XCU_USD,trend,tsmom63,H4,limit,1,8839,0.1041871488634791,1,0.015812134603680885,0.07319536504026457,0.13517893268669362
XCU_USD,trend,tsmom63,H4,market,-1,7148,-0.167286726367904,1,0.016882366572339835,-0.2003761648496901,-0.13419728788611793
XCU_USD,trend,tsmom63,H4,market,1,8839,-0.12139194806615251,1,0.015391862707988908,-0.15155999897381078,-0.09122389715849426
