evaluator,level,pair_or_pooled,direction,bucket_type,bucket,n,mean_R,SE,CI_low
ema,POOLED,POOLED,long,quintile,Q4,1105,0.011048007392431128,0.028791255559622045,-0.045382853504428076
ema,POOLED,POOLED,long,quintile,Q5_deep,1105,0.015863766658113936,0.028900989558040904,-0.04078217287564623
ema,POOLED,POOLED,short,fixed,0.1_0.25,1543,0.01357972871581799,0.02431093986686664,-0.03406971342324063
ema,POOLED,POOLED,short,fixed,0.25_0.5,1407,0.05115108238553321,0.02580009021267713,0.0005829055686860374
ema,POOLED,POOLED,short,fixed,0.5_1,1012,0.06201038673367371,0.03025701225948252,0.0027066427050879763
ema,POOLED,POOLED,short,fixed,0_0.1,1456,0.05384212490401603,0.025243854563738982,0.004364169959087623
ema,POOLED,POOLED,short,fixed,>=1,265,-0.0015732589809635388,0.0590274531319438,-0.11726706711957338
ema,POOLED,POOLED,short,quintile,Q1_shallow,1137,0.055630558784088936,0.02850625424780233,-0.000241699541603628
ema,POOLED,POOLED,short,quintile,Q2,1136,0.04586429563527135,0.028300762240660294,-0.009605198356422824
ema,POOLED,POOLED,short,quintile,Q3,1137,0.0036818599233560552,0.02858477916931484,-0.05234430724850103
ema,POOLED,POOLED,short,quintile,Q4,1136,0.049173441957097934,0.028642380371404652,-0.00696562357085518
ema,POOLED,POOLED,short,quintile,Q5_deep,1137,0.051234596265985685,0.028626298407352854,-0.0048729486124259105
rsi,PAIR,AUD_CAD,long,fixed,0_2.5,209,0.025616748361101144,0.06669768844293009,-0.10511072098704183
rsi,PAIR,AUD_CAD,long,fixed,10_15,72,0.10844590904643892,0.11674465258331893,-0.12037361001686617
rsi,PAIR,AUD_CAD,long,fixed,2.5_5,158,-0.023430310557099758,0.07723714507590869,-0.17481511490588078
rsi,PAIR,AUD_CAD,long,fixed,5_10,199,-0.011696662768498357,0.06851740880399275,-0.14599078402432414
rsi,PAIR,AUD_CAD,long,fixed,>=15,26,-0.016732532715334533,0.19733569123157368,-0.403510487529219
rsi,PAIR,AUD_CAD,long,quintile,Q1_shallow,149,-0.018580406601205184,0.07968030730993429,-0.1747538089286764
rsi,PAIR,AUD_CAD,long,quintile,Q2,143,0.005950382932112823,0.08054649418668217,-0.15192074567378422
rsi,PAIR,AUD_CAD,long,quintile,Q3,129,0.01758763979568896,0.08413073303407682,-0.1473085969511016
rsi,PAIR,AUD_CAD,long,quintile,Q4,138,0.008141009975825468,0.08351132091555662,-0.1555411790186655
rsi,PAIR,AUD_CAD,long,quintile,Q5_deep,105,0.0497394853642072,0.09645826761648585,-0.13931871916410507
rsi,PAIR,AUD_CAD,short,fixed,0_2.5,186,0.12716947296723807,0.07023332313356832,-0.010487840374555829
rsi,PAIR,AUD_CAD,short,fixed,10_15,67,0.114509166436804,0.1129601451918657,-0.10689271813925277
rsi,PAIR,AUD_CAD,short,fixed,2.5_5,181,0.05808490620842958,0.0716023077915882,-0.08225561706308329
rsi,PAIR,AUD_CAD,short,fixed,5_10,187,0.172418862746083,0.07064609804469102,0.03395251057848861
rsi,PAIR,AUD_CAD,short,fixed,>=15,19,0.29328002808020076,0.2042265319594308,-0.1070039745602836
rsi,PAIR,AUD_CAD,short,quintile,Q1_shallow,148,0.06642191145170584,0.07908511767199945,-0.08858491918541309
rsi,PAIR,AUD_CAD,short,quintile,Q2,134,0.13351323571931842,0.0833807305586193,-0.029912996175575413
rsi,PAIR,AUD_CAD,short,quintile,Q3,135,0.0613551571599986,0.08282830564847295,-0.10098832191100837
rsi,PAIR,AUD_CAD,short,quintile,Q4,137,0.22193470533801912,0.081959536087196,0.06129401460711498
rsi,PAIR,AUD_CAD,short,quintile,Q5_deep,86,0.15400505447429863,0.09866555732060492,-0.039379437874087014
rsi,PAIR,AUD_JPY,long,fixed,0_2.5,171,0.1111111111111111,0.0762215933966706,-0.03828321194636328
rsi,PAIR,AUD_JPY,long,fixed,10_15,102,0.0784313725490196,0.09919719932768366,-0.11599513813324036
rsi,PAIR,AUD_JPY,long,fixed,2.5_5,116,-0.22413793103448276,0.0908779491057425,-0.40225871128173807
rsi,PAIR,AUD_JPY,long,fixed,5_10,161,-0.006211180124223602,0.07905541653017299,-0.16115979652336268
rsi,PAIR,AUD_JPY,long,fixed,>=15,41,-0.12195121951219512,0.1569337360209309,-0.42954134211321965
rsi,PAIR,AUD_JPY,long,quintile,Q1_shallow,112,0.125,0.0941713504376105,-0.05957584685771658
rsi,PAIR,AUD_JPY,long,quintile,Q2,118,-0.06779661016949153,0.0922373202389778,-0.248581757837888
rsi,PAIR,AUD_JPY,long,quintile,Q3,96,-0.16666666666666666,0.10116282977781402,-0.3649458130311821
rsi,PAIR,AUD_JPY,long,quintile,Q4,117,0.042735042735042736,0.09276284724307289,-0.13908013786138013
rsi,PAIR,AUD_JPY,long,quintile,Q5_deep,148,0.0,0.08247860988423225,-0.1616580753730952
rsi,PAIR,AUD_JPY,short,fixed,0_2.5,198,-0.06457735912708124,0.07079494062708126,-0.2033354427561605
rsi,PAIR,AUD_JPY,short,fixed,10_15,109,-0.009174311926605505,0.09622099524496802,-0.19776746260674283
rsi,PAIR,AUD_JPY,short,fixed,2.5_5,180,-0.1048874257979621,0.07412519320374109,-0.2501728044772946
rsi,PAIR,AUD_JPY,short,fixed,5_10,222,0.039899104105610844,0.06652178019589822,-0.09048358507834967
rsi,PAIR,AUD_JPY,short,fixed,>=15,55,-0.05454545454545454,0.13588017552161807,-0.32087059856782596
rsi,PAIR,AUD_JPY,short,quintile,Q1_shallow,133,-0.032457371916849734,0.08669794615298465,-0.20238534637669964
rsi,PAIR,AUD_JPY,short,quintile,Q2,161,-0.10229494808832963,0.07844957048773113,-0.25605610624428266
rsi,PAIR,AUD_JPY,short,quintile,Q3,151,-0.03893865326909391,0.08132064305380601,-0.1983271136545537
rsi,PAIR,AUD_JPY,short,quintile,Q4,151,0.03398195764015915,0.08061866625285666,-0.12403062821543989
rsi,PAIR,AUD_JPY,short,quintile,Q5_deep,168,-0.031390919596538246,0.07713073313631107,-0.18256715654370795
rsi,PAIR,CAD_CHF,long,fixed,0_2.5,186,-0.12097912989237482,0.07126363980702037,-0.26065586391413476
rsi,PAIR,CAD_CHF,long,fixed,10_15,103,-0.1563917256590057,0.09577861531467129,-0.3441178116757614
rsi,PAIR,CAD_CHF,long,fixed,2.5_5,151,-0.1851197546658727,0.07767004533503413,-0.3373530435225396
rsi,PAIR,CAD_CHF,long,fixed,5_10,200,-0.09527296522459695,0.06916071184061899,-0.23082796043221016
rsi,PAIR,CAD_CHF,long,fixed,>=15,54,-0.14814814814814814,0.13584481477734792,-0.41440398511175003
rsi,PAIR,CAD_CHF,long,quintile,Q1_shallow,131,-0.1570198496918596,0.08494834461603266,-0.3235186051392836
rsi,PAIR,CAD_CHF,long,quintile,Q2,125,-0.0810530861233518,0.08722010931842052,-0.25200450038745603
rsi,PAIR,CAD_CHF,long,quintile,Q3,128,-0.18043455875622874,0.08395153992120445,-0.3449795770017895
rsi,PAIR,CAD_CHF,long,quintile,Q4,140,-0.14214820103716452,0.0826761704421717,-0.30419349510382104
rsi,PAIR,CAD_CHF,long,quintile,Q5_deep,170,-0.1171796127133681,0.07522965190739166,-0.2646297304518558
rsi,PAIR,CAD_CHF,short,fixed,0_2.5,201,-0.0070840000136454745,0.06901814423581928,-0.14235956271585126
rsi,PAIR,CAD_CHF,short,fixed,10_15,74,0.17115676805743257,0.11390263567492387,-0.052092397865418194
rsi,PAIR,CAD_CHF,short,fixed,2.5_5,158,0.07503213710797972,0.07841095242745978,-0.07865332964984144
rsi,PAIR,CAD_CHF,short,fixed,5_10,224,0.08595614393426655,0.06569717985644262,-0.04281032858436097
rsi,PAIR,CAD_CHF,short,fixed,>=15,27,0.6296296296296297,0.15236173170508194,0.33100063548766906
rsi,PAIR,CAD_CHF,short,quintile,Q1_shallow,146,0.02421203408101003,0.08085952113247569,-0.13427262733864231
rsi,PAIR,CAD_CHF,short,quintile,Q2,133,-0.059559488117995704,0.08589654381817073,-0.22791671400161034
rsi,PAIR,CAD_CHF,short,quintile,Q3,152,0.21163385200557988,0.07818531440431195,0.058390635773128474
rsi,PAIR,CAD_CHF,short,quintile,Q4,148,0.01286134689602423,0.08093707529948438,-0.14577532069096516
rsi,PAIR,CAD_CHF,short,quintile,Q5_deep,105,0.28252953177380963,0.09320843889410986,0.09984099154135431
rsi,PAIR,CAD_JPY,long,fixed,0_2.5,174,-0.07693275498210184,0.07489199881640267,-0.22372107266225105
rsi,PAIR,CAD_JPY,long,fixed,10_15,104,0.16751060529579498,0.09674457845825751,-0.02210876848238974
rsi,PAIR,CAD_JPY,long,fixed,2.5_5,139,-0.01777193905301033,0.08459232836371387,-0.18357290264588952
rsi,PAIR,CAD_JPY,long,fixed,5_10,200,-0.0020205994820206865,0.07075909753676961,-0.1407084306540891
rsi,PAIR,CAD_JPY,long,fixed,>=15,33,0.21212121212121213,0.17275385228774817,-0.1264763383627743
rsi,PAIR,CAD_JPY,long,quintile,Q1_shallow,122,-0.0611432825676298,0.09044405093916093,-0.2384136224083852
rsi,PAIR,CAD_JPY,long,quintile,Q2,121,0.005184320621075515,0.08974979172466878,-0.1707252711592753
rsi,PAIR,CAD_JPY,long,quintile,Q3,122,-0.05920429683585026,0.09024172542551726,-0.23607807866986408
rsi,PAIR,CAD_JPY,long,quintile,Q4,130,0.013802946926277978,0.08791166106492458,-0.1585039087609742
rsi,PAIR,CAD_JPY,long,quintile,Q5_deep,155,0.13174905129524309,0.07966384831740166,-0.024392091406864158
rsi,PAIR,CAD_JPY,short,fixed,0_2.5,246,0.023799692452031694,0.0626210787936563,-0.09893762198353465
rsi,PAIR,CAD_JPY,short,fixed,10_15,102,-0.03501631195072975,0.09632393723225681,-0.22381122892595312
rsi,PAIR,CAD_JPY,short,fixed,2.5_5,184,-0.0451892407068579,0.07283948433121745,-0.1879546299960441
rsi,PAIR,CAD_JPY,short,fixed,5_10,242,0.03937417264132864,0.06296196097162805,-0.08403127086306234
rsi,PAIR,CAD_JPY,short,fixed,>=15,55,-0.09090909090909091,0.13551927136362363,-0.35652686278179324
rsi,PAIR,CAD_JPY,short,quintile,Q1_shallow,182,0.07294239629718681,0.07232923534841937,-0.06882290498571515
rsi,PAIR,CAD_JPY,short,quintile,Q2,174,-0.1075656682209421,0.07452572691012736,-0.2536360929647917
rsi,PAIR,CAD_JPY,short,quintile,Q3,141,0.09339849913591841,0.08296797948847054,-0.06921874066148384
rsi,PAIR,CAD_JPY,short,quintile,Q4,173,-0.015374707522942734,0.07456043300695596,-0.16151315621657641
rsi,PAIR,CAD_JPY,short,quintile,Q5_deep,159,-0.04133121898726061,0.07789691136639153,-0.194009165265388
rsi,PAIR,CHF_JPY,long,fixed,0_2.5,178,0.08833773839790135,0.07293875742748242,-0.05462222615996418
rsi,PAIR,CHF_JPY,long,fixed,10_15,59,0.17939300309957815,0.12706323708715436,-0.06965094159124441
rsi,PAIR,CHF_JPY,long,fixed,2.5_5,151,0.22196029187203406,0.07663044857109322,0.07176461267269135
rsi,PAIR,CHF_JPY,long,fixed,5_10,162,0.17506378345763898,0.07410536442931837,0.029817269176175
rsi,PAIR,CHF_JPY,long,fixed,>=15,19,0.4736842105263164,0.2075817467754252,0.066823986846483
rsi,PAIR,CHF_JPY,long,quintile,Q1_shallow,126,0.0013499316395344343,0.08689026750704949,-0.16895499267428257
rsi,PAIR,CHF_JPY,long,quintile,Q2,125,0.19917320065337638,0.08539324272740569,0.03180244490766124
rsi,PAIR,CHF_JPY,long,quintile,Q3,126,0.2704294657028514,0.08306164846221421,0.10762863471691156
rsi,PAIR,CHF_JPY,long,quintile,Q4,102,0.14803493690796735,0.09368754257392124,-0.03559264653691829
rsi,PAIR,CHF_JPY,long,quintile,Q5_deep,90,0.2549358211010099,0.1002551687836872,0.058435690284982966
rsi,PAIR,CHF_JPY,short,fixed,0_2.5,204,-0.14708566328937106,0.06605343477579148,-0.2765503954499223
rsi,PAIR,CHF_JPY,short,fixed,10_15,130,0.029054009251792325,0.08452369162311818,-0.1366124263295193
rsi,PAIR,CHF_JPY,short,fixed,2.5_5,201,-0.057278207984732626,0.06740210099964726,-0.18938632594404126
rsi,PAIR,CHF_JPY,short,fixed,5_10,230,-0.19328080829761185,0.06214738357196235,-0.31508968009865806
rsi,PAIR,CHF_JPY,short,fixed,>=15,61,-0.19671131424529498,0.12135169700224578,-0.4345606403696967
rsi,PAIR,CHF_JPY,short,quintile,Q1_shallow,155,-0.18772314364469658,0.07503726868695221,-0.3347961902711229
rsi,PAIR,CHF_JPY,short,quintile,Q2,149,0.005399197858054667,0.07867117149104706,-0.14879629826439755
rsi,PAIR,CHF_JPY,short,quintile,Q3,183,-0.20144069449422902,0.07004866177187881,-0.3387360715671115
rsi,PAIR,CHF_JPY,short,quintile,Q4,144,-0.1445606051936939,0.07828284854243894,-0.2979949883368742
rsi,PAIR,CHF_JPY,short,quintile,Q5_deep,195,-0.04216599469861533,0.06894672514976151,-0.1773015759921479
rsi,PAIR,EUR_CAD,long,fixed,0_2.5,190,-0.0003379900733941875,0.06748281791907335,-0.13260431319477795
rsi,PAIR,EUR_CAD,long,fixed,10_15,91,0.2711688352095737,0.09554015124861195,0.08391013876229425
rsi,PAIR,EUR_CAD,long,fixed,2.5_5,156,0.1950836698325049,0.07547300748401096,0.04715657516384342
rsi,PAIR,EUR_CAD,long,fixed,5_10,209,0.09572937073017242,0.06492886312890983,-0.031531201002490836
rsi,PAIR,EUR_CAD,long,fixed,>=15,34,-0.06027801382543667,0.16051856052265942,-0.3748943924498491
rsi,PAIR,EUR_CAD,long,quintile,Q1_shallow,139,0.03272339678562346,0.07957940808607852,-0.12325224306309045
rsi,PAIR,EUR_CAD,long,quintile,Q2,133,0.1922504762371667,0.08006696222127371,0.035319230283470227
rsi,PAIR,EUR_CAD,long,quintile,Q3,132,0.008049024539014703,0.08377908499911954,-0.1561579820592596
rsi,PAIR,EUR_CAD,long,quintile,Q4,139,0.14937130419066705,0.07859032761856564,-0.0046657379417216205
rsi,PAIR,EUR_CAD,long,quintile,Q5_deep,137,0.1537243531543122,0.0794407709718902,-0.0019795579505925698
rsi,PAIR,EUR_CAD,short,fixed,0_2.5,181,-0.003746530518011473,0.06904447006808044,-0.13907369185144913
rsi,PAIR,EUR_CAD,short,fixed,10_15,104,0.00033114321188199014,0.09398269780416517,-0.18387494448428174
rsi,PAIR,EUR_CAD,short,fixed,2.5_5,158,-0.03044752565595687,0.07528410221238865,-0.17800436599223862
rsi,PAIR,EUR_CAD,short,fixed,5_10,212,0.05247661777071431,0.0657050584164765,-0.07630529672557965
rsi,PAIR,EUR_CAD,short,fixed,>=15,49,-0.05959156677398782,0.1390483382350524,-0.3321263097146905
rsi,PAIR,EUR_CAD,short,quintile,Q1_shallow,130,-0.0024617919335536286,0.0816465488656605,-0.16248902771024823
rsi,PAIR,EUR_CAD,short,quintile,Q2,133,0.0024059337799443923,0.08152902299575204,-0.1573909512917296
rsi,PAIR,EUR_CAD,short,quintile,Q3,135,-0.022179646049098774,0.08185069961695668,-0.18260701729833387
rsi,PAIR,EUR_CAD,short,quintile,Q4,145,0.05952074389826113,0.07935680516952519,-0.09601859423400823
rsi,PAIR,EUR_CAD,short,quintile,Q5_deep,161,-0.017922657626643954,0.0758526317527612,-0.1665938158620559
rsi,PAIR,EUR_CHF,long,fixed,0_2.5,198,0.02318525936558422,0.056920198582604796,-0.08837832985632119
rsi,PAIR,EUR_CHF,long,fixed,10_15,88,-0.014743381448882915,0.0965047007998128,-0.203892595016516
rsi,PAIR,EUR_CHF,long,fixed,2.5_5,157,-0.06156711770124528,0.06556073494337963,-0.19006615819026937
rsi,PAIR,EUR_CHF,long,fixed,5_10,194,-0.07704973280943644,0.06096940119633024,-0.19654975915424372
rsi,PAIR,EUR_CHF,long,fixed,>=15,37,0.04426268558825235,0.14342899518292354,-0.2368581449702778
rsi,PAIR,EUR_CHF,long,quintile,Q1_shallow,150,-0.007748685504710879,0.0654354249279899,-0.1360021183635711
rsi,PAIR,EUR_CHF,long,quintile,Q2,132,-0.0042001258721510405,0.07183132382338857,-0.14498952056599262
rsi,PAIR,EUR_CHF,long,quintile,Q3,116,-0.05506434864631642,0.07624196407520072,-0.20449859823370983
rsi,PAIR,EUR_CHF,long,quintile,Q4,140,-0.07754119953002674,0.0710140128470891,-0.21672866471032137
rsi,PAIR,EUR_CHF,long,quintile,Q5_deep,136,-0.005314343179925331,0.07728682105161973,-0.1567965124411
rsi,PAIR,EUR_CHF,short,fixed,0_2.5,175,0.11152260645930101,0.06453218695858202,-0.014960479979519742
rsi,PAIR,EUR_CHF,short,fixed,10_15,78,0.06485459110805816,0.10016772065332813,-0.13147414137246496
rsi,PAIR,EUR_CHF,short,fixed,2.5_5,134,-0.06403097770405729,0.07372332137854276,-0.20852868760600107
rsi,PAIR,EUR_CHF,short,fixed,5_10,202,0.055991416874761495,0.061138740290466724,-0.06384051409455327
rsi,PAIR,EUR_CHF,short,fixed,>=15,41,0.0981925359599567,0.1353384505526689,-0.16707082712327437
rsi,PAIR,EUR_CHF,short,quintile,Q1_shallow,132,0.08853009071385402,0.07611195901295593,-0.0606493489515396
rsi,PAIR,EUR_CHF,short,quintile,Q2,113,0.051798665405785795,0.07766066323483244,-0.10041623453448578
rsi,PAIR,EUR_CHF,short,quintile,Q3,130,-0.08716255157018774,0.0771257584220251,-0.23832903807735692
rsi,PAIR,EUR_CHF,short,quintile,Q4,132,0.12028919236353379,0.07448083624774902,-0.02569324668205429
rsi,PAIR,EUR_CHF,short,quintile,Q5_deep,123,0.07516146792339844,0.0786008341284367,-0.0788961669683375
rsi,PAIR,EUR_GBP,long,fixed,0_2.5,201,0.13272405385637595,0.06346323598264854,0.008336111330384824
rsi,PAIR,EUR_GBP,long,fixed,10_15,95,0.18438413208292376,0.09055901442804422,0.006888463803957079
rsi,PAIR,EUR_GBP,long,fixed,2.5_5,185,0.07053407444553729,0.06620443902504705,-0.05922662604355493
rsi,PAIR,EUR_GBP,long,fixed,5_10,212,0.13973152033764502,0.060298967681583326,0.021545543681741705
rsi,PAIR,EUR_GBP,long,fixed,>=15,31,0.3794066554619767,0.15881796935455497,0.06812343552704897
rsi,PAIR,EUR_GBP,long,quintile,Q1_shallow,138,0.15917113312541903,0.07747860640211658,0.007313064577270545
rsi,PAIR,EUR_GBP,long,quintile,Q2,141,0.036460233205545076,0.0752830361356445,-0.11109451762031812
rsi,PAIR,EUR_GBP,long,quintile,Q3,175,0.09804469139243926,0.0662232387258028,-0.03175285651013421
rsi,PAIR,EUR_GBP,long,quintile,Q4,136,0.17779890793176167,0.07691281038312765,0.02704979958083148
rsi,PAIR,EUR_GBP,long,quintile,Q5_deep,134,0.22524282127350445,0.075931437199291,0.07641720436289409
rsi,PAIR,EUR_GBP,short,fixed,0_2.5,200,0.03802608705904872,0.06445106590503354,-0.088298002114817
rsi,PAIR,EUR_GBP,short,fixed,10_15,106,0.06530527816362189,0.09128838958256795,-0.11361996541821129
rsi,PAIR,EUR_GBP,short,fixed,2.5_5,163,-0.11175560834598589,0.0730521147408172,-0.2549377532379876
rsi,PAIR,EUR_GBP,short,fixed,5_10,212,0.10510430401517726,0.0644690519586078,-0.021255037823694034
rsi,PAIR,EUR_GBP,short,fixed,>=15,45,-0.21546666729370953,0.14231190355989237,-0.49439799827109854
rsi,PAIR,EUR_GBP,short,quintile,Q1_shallow,156,0.05339043253178531,0.07252949240601776,-0.0887673725840095
rsi,PAIR,EUR_GBP,short,quintile,Q2,139,-0.05796429093210051,0.07975785534639473,-0.21428968741103419
rsi,PAIR,EUR_GBP,short,quintile,Q3,142,-0.07914625337047475,0.07829643485416045,-0.23260726568462925
rsi,PAIR,EUR_GBP,short,quintile,Q4,136,0.1549437763498107,0.08033154394757087,-0.0025060497874281884
rsi,PAIR,EUR_GBP,short,quintile,Q5_deep,153,-0.007894976997416777,0.07666976782757437,-0.15816772193946255
rsi,PAIR,EUR_NOK,long,fixed,0_2.5,190,0.051328637166829345,0.0703435837402462,-0.08654478696405321
rsi,PAIR,EUR_NOK,long,fixed,10_15,83,0.19351658277122696,0.10360422534212309,-0.009547698899334295
rsi,PAIR,EUR_NOK,long,fixed,2.5_5,184,0.13427353565923267,0.07175573262179506,-0.006367700279485661
rsi,PAIR,EUR_NOK,long,fixed,5_10,240,0.08400022386027645,0.06306444550930267,-0.03960608933795677
rsi,PAIR,EUR_NOK,long,fixed,>=15,31,-0.05225787633150733,0.17251246405930962,-0.39038230588775413
rsi,PAIR,EUR_NOK,long,quintile,Q1_shallow,127,0.11147875235124828,0.0856370587350285,-0.05636988276940756
rsi,PAIR,EUR_NOK,long,quintile,Q2,162,0.09211775491903842,0.076612699232316,-0.05804313557630095
rsi,PAIR,EUR_NOK,long,quintile,Q3,144,0.07141141516435971,0.08187875576495611,-0.08907094613495427
rsi,PAIR,EUR_NOK,long,quintile,Q4,171,0.10090470011872621,0.07436946396043125,-0.04485944924371904
rsi,PAIR,EUR_NOK,long,quintile,Q5_deep,124,0.10033775970754119,0.08595138817639125,-0.06812696111818567
rsi,PAIR,EUR_NOK,short,fixed,0_2.5,193,-0.0027838152975727753,0.06997465075505288,-0.1399341307774764
rsi,PAIR,EUR_NOK,short,fixed,10_15,101,-0.05201985215252915,0.09846861650269044,-0.2450183404978024
rsi,PAIR,EUR_NOK,short,fixed,2.5_5,153,-0.07446720301455105,0.07862223110596135,-0.2285667759822353
rsi,PAIR,EUR_NOK,short,fixed,5_10,211,0.12310965700575759,0.06708425230083245,-0.008375477503874032
rsi,PAIR,EUR_NOK,short,fixed,>=15,71,-0.18798997832597333,0.11399351425306714,-0.41141726626198494
rsi,PAIR,EUR_NOK,short,quintile,Q1_shallow,138,-0.019381330629974557,0.08260478242769716,-0.18128670418826098
rsi,PAIR,EUR_NOK,short,quintile,Q2,136,-0.10525417751479459,0.08315774470390745,-0.2682433571344532
rsi,PAIR,EUR_NOK,short,quintile,Q3,134,-0.023751530259039644,0.08484765343989616,-0.1900529310012361
rsi,PAIR,EUR_NOK,short,quintile,Q4,143,0.2638292920361984,0.07925046120002224,0.10849838808415482
rsi,PAIR,EUR_NOK,short,quintile,Q5_deep,178,-0.12422250703094981,0.07298123990352119,-0.2672657372418513
rsi,PAIR,EUR_USD,long,fixed,0_2.5,240,0.0989529579272286,0.061872397228165635,-0.02231694063997605
rsi,PAIR,EUR_USD,long,fixed,10_15,102,-0.17286385933037457,0.09327200173692804,-0.3556769827347535
rsi,PAIR,EUR_USD,long,fixed,2.5_5,196,0.05325651985964344,0.06809041479535852,-0.08020069313925926
rsi,PAIR,EUR_USD,long,fixed,5_10,240,0.049537712410719026,0.06206350932958051,-0.07210676587525877
rsi,PAIR,EUR_USD,long,fixed,>=15,23,0.4443887357150894,0.18216425011212797,0.08734680549531859
rsi,PAIR,EUR_USD,long,quintile,Q1_shallow,162,0.062168234730650106,0.07630178074074846,-0.08738325552121687
rsi,PAIR,EUR_USD,long,quintile,Q2,173,0.09773007778418422,0.07239432900874576,-0.04416280707295747
rsi,PAIR,EUR_USD,long,quintile,Q3,179,0.10292560127807797,0.07070893816446647,-0.03566391752427629
rsi,PAIR,EUR_USD,long,quintile,Q4,152,-0.007488165102859069,0.07863006012126304,-0.16160308294053463
rsi,PAIR,EUR_USD,long,quintile,Q5_deep,135,-0.0414753553542531,0.08205754946746467,-0.20230815231048385
rsi,PAIR,EUR_USD,short,fixed,0_2.5,175,0.10827724542909055,0.07103769899022656,-0.030956644591753527
rsi,PAIR,EUR_USD,short,fixed,10_15,110,-0.08777330107664273,0.09253006499815586,-0.2691322284730282
rsi,PAIR,EUR_USD,short,fixed,2.5_5,153,0.015034325733066858,0.07775272289320893,-0.13736101113762267
rsi,PAIR,EUR_USD,short,fixed,5_10,216,0.129667485587549,0.06542221363068383,0.0014399468714086927
rsi,PAIR,EUR_USD,short,fixed,>=15,46,0.11881470094209547,0.14464773346261336,-0.16469485664462674
rsi,PAIR,EUR_USD,short,quintile,Q1_shallow,122,0.12554915714108456,0.08474424358975596,-0.04054956029483714
rsi,PAIR,EUR_USD,short,quintile,Q2,131,0.05638522136456616,0.08360955826896793,-0.10748951284261096
rsi,PAIR,EUR_USD,short,quintile,Q3,145,0.022601945371607823,0.07980055856232089,-0.13380714941054114
rsi,PAIR,EUR_USD,short,quintile,Q4,145,0.15362898914004858,0.08007223094225767,-0.003312583506776462
rsi,PAIR,EUR_USD,short,quintile,Q5_deep,157,-0.020315839968753552,0.07784002102238495,-0.17288228117262805
rsi,PAIR,GBP_CAD,long,fixed,0_2.5,192,0.06358917575915757,0.07027764977157824,-0.0741550177931358
rsi,PAIR,GBP_CAD,long,fixed,10_15,100,0.043993200126575545,0.09687586629782129,-0.14588349781715418
rsi,PAIR,GBP_CAD,long,fixed,2.5_5,173,0.1478268558724289,0.07340210017316502,0.003958739533025446
rsi,PAIR,GBP_CAD,long,fixed,5_10,227,-0.1995731909421205,0.06212257306451008,-0.32133343414856025
rsi,PAIR,GBP_CAD,long,fixed,>=15,34,-0.08289551521929822,0.16512803796864897,-0.4065464696378502
rsi,PAIR,GBP_CAD,long,quintile,Q1_shallow,128,0.00018146868944384636,0.08671431885239098,-0.16977859626124245
rsi,PAIR,GBP_CAD,long,quintile,Q2,155,0.17547555953374974,0.07669908711871729,0.025145348781063864
rsi,PAIR,GBP_CAD,long,quintile,Q3,135,-0.005735574695096795,0.08379615791046865,-0.16997604419961537
rsi,PAIR,GBP_CAD,long,quintile,Q4,166,-0.20895919622071218,0.0725687014772552,-0.3511938511161324
rsi,PAIR,GBP_CAD,long,quintile,Q5_deep,142,0.01620081267270977,0.08087932725938832,-0.14232266875569133
rsi,PAIR,GBP_CAD,short,fixed,0_2.5,197,-0.15190192095873517,0.0681244692037227,-0.28542588059803164
rsi,PAIR,GBP_CAD,short,fixed,10_15,107,0.03895641217740584,0.09246149398563233,-0.14226811603443354
rsi,PAIR,GBP_CAD,short,fixed,2.5_5,151,0.03591431672033019,0.07845164237626857,-0.11785090233715623
rsi,PAIR,GBP_CAD,short,fixed,5_10,207,-0.018897516075353355,0.06642541146864286,-0.14909132255389337
rsi,PAIR,GBP_CAD,short,fixed,>=15,51,0.07790861960916494,0.13589176987837845,-0.18843924935245682
rsi,PAIR,GBP_CAD,short,quintile,Q1_shallow,141,-0.21134493995110828,0.07956013588783996,-0.36728280629127463
rsi,PAIR,GBP_CAD,short,quintile,Q2,141,0.020582391879996872,0.08128951001242056,-0.13874504774434743
rsi,PAIR,GBP_CAD,short,quintile,Q3,130,0.09566123918735447,0.08288055848448889,-0.06678465544224374
rsi,PAIR,GBP_CAD,short,quintile,Q4,138,-0.09385394382629332,0.08202867714212556,-0.2546301510248594
rsi,PAIR,GBP_CAD,short,quintile,Q5_deep,163,0.0438139613684039,0.07517129457419867,-0.1035217759970255
rsi,PAIR,NZD_CHF,long,fixed,0_2.5,198,0.00012644093974091848,0.07031031275326871,-0.13768177205666574
rsi,PAIR,NZD_CHF,long,fixed,10_15,97,0.09278350515463907,0.10162180812798105,-0.1063952387762038
rsi,PAIR,NZD_CHF,long,fixed,2.5_5,161,0.004936386639316434,0.07827071968823027,-0.1484742239496149
rsi,PAIR,NZD_CHF,long,fixed,5_10,214,-0.11495379620402353,0.06724147460161371,-0.24674708642318638
rsi,PAIR,NZD_CHF,long,fixed,>=15,47,-0.350075144859309,0.13677553840031145,-0.6181552001239194
rsi,PAIR,NZD_CHF,long,quintile,Q1_shallow,138,0.036330295125302454,0.08407701111014913,-0.12846064665058984
rsi,PAIR,NZD_CHF,long,quintile,Q2,140,0.0057586630550494145,0.08354093314906907,-0.15798156591712598
