tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,k,atr_period,direction,total_n
176,96,75,5,0.5614035087719298,0.4870283075049603,0.6357787100388993,76,53,15,8,0.7794117647058824,0.6808573083526188,0.8779662210591459,GBP_NZD,H4,200,1.5,14,long,252
159,77,80,2,0.49044585987261147,0.41224762522436176,0.5686440945208612,69,50,11,8,0.819672131147541,0.7231909384448594,0.9161533238502226,GBP_NZD,H4,200,2.0,14,long,228
157,74,78,5,0.4868421052631579,0.4073811373934957,0.5663030731328201,68,46,13,9,0.7796610169491526,0.6738992626683205,0.8854227712299847,GBP_NZD,H4,200,2.5,14,long,225
202,96,105,1,0.47761194029850745,0.408557397964615,0.5466664826323999,87,37,44,6,0.4567901234567901,0.34830860805599245,0.5652716388575878,GBP_NZD,H4,200,1.0,14,short,289
203,94,105,4,0.4723618090452261,0.40299766473915016,0.541725953351302,87,38,43,6,0.4691358024691358,0.3604545664045016,0.57781703853377,GBP_NZD,H4,200,1.5,14,short,290
214,103,105,6,0.4951923076923077,0.427244674942842,0.5631399404417734,92,44,45,3,0.4943820224719101,0.390508787678015,0.5982552572658052,GBP_NZD,H4,200,2.0,14,short,306
207,100,105,2,0.4878048780487805,0.4193790708573526,0.5562306852402084,89,37,49,3,0.43023255813953487,0.32559025336448966,0.5348748629145801,GBP_NZD,H4,200,2.5,14,short,296
510,235,214,61,0.5233853006681515,0.47718685355773277,0.5695837477785701,220,113,97,10,0.5380952380952381,0.47066538428266347,0.6055250919078127,CHF_JPY,H4,20,1.0,14,long,730
405,188,180,37,0.5108695652173914,0.45979560656843516,0.5619435238663475,174,99,66,9,0.6,0.5252485330031456,0.6747514669968544,CHF_JPY,H4,20,1.5,14,long,579
237,117,95,25,0.5518867924528302,0.48494350845435796,0.6188300764513025,103,60,39,4,0.6060606060606061,0.5098082856346849,0.7023129264865272,CHF_JPY,H4,20,2.0,14,long,340
140,77,50,13,0.6062992125984252,0.5213262315298458,0.6912721936670047,61,37,23,1,0.6166666666666667,0.4936414961014828,0.7396918372318506,CHF_JPY,H4,20,2.5,14,long,201
570,238,271,61,0.4675834970530452,0.4242371482070145,0.5109298458990759,245,111,122,12,0.47639484978540775,0.4122645020884049,0.5405251974824106,CHF_JPY,H4,20,1.0,14,short,815
430,188,202,40,0.48205128205128206,0.432459036904775,0.5316435271977891,185,75,101,9,0.42613636363636365,0.35307657890814137,0.4991961483645859,CHF_JPY,H4,20,1.5,14,short,615
297,136,142,19,0.4892086330935252,0.43044583005411907,0.5479714361329313,128,59,63,6,0.48360655737704916,0.3949292278884643,0.572283886865634,CHF_JPY,H4,20,2.0,14,short,425
176,91,75,10,0.5481927710843374,0.47248416204587945,0.6239013801227954,76,28,38,10,0.42424242424242425,0.30500544034122423,0.5434794081436243,CHF_JPY,H4,20,2.5,14,short,252
371,167,151,53,0.5251572327044025,0.47027116707264655,0.5800432983361585,160,78,68,14,0.5342465753424658,0.4533316672111961,0.6151614834737354,CHF_JPY,H4,50,1.0,14,long,531
311,148,129,34,0.5342960288808665,0.4755522161648321,0.5930398415969008,134,73,55,6,0.5703125,0.48455267390283024,0.6560723260971697,CHF_JPY,H4,50,1.5,14,long,445
267,127,103,37,0.5521739130434783,0.4879073920900312,0.6164404339969254,115,57,53,5,0.5181818181818182,0.4248042829436651,0.6115593534199713,CHF_JPY,H4,50,2.0,14,long,382
217,106,94,17,0.53,0.46082838154271655,0.5991716184572835,94,48,42,4,0.5333333333333333,0.4302620766677756,0.636404589998891,CHF_JPY,H4,50,2.5,14,long,311
422,178,195,49,0.4772117962466488,0.4265220484438518,0.5279015440494458,181,69,107,5,0.39204545454545453,0.3199175186831145,0.46417339040779454,CHF_JPY,H4,50,1.0,14,short,603
364,146,179,39,0.4492307692307692,0.39515110664728614,0.5033104318142523,156,67,84,5,0.44370860927152317,0.36446437106312773,0.5229528474799187,CHF_JPY,H4,50,1.5,14,short,520
312,110,169,33,0.3942652329749104,0.33692103786174493,0.45160942808807586,135,60,70,5,0.46153846153846156,0.3758414478680571,0.5472354752088661,CHF_JPY,H4,50,2.0,14,short,447
259,108,118,33,0.4778761061946903,0.412751322472011,0.5430008899173695,111,40,66,5,0.37735849056603776,0.28508026455621577,0.46963671657585976,CHF_JPY,H4,50,2.5,14,short,370
273,123,119,31,0.5082644628099173,0.44527628296800204,0.5712526426518326,117,57,51,9,0.5277777777777778,0.4336228718027907,0.6219326837527649,CHF_JPY,H4,100,1.0,14,long,390
245,122,94,29,0.5648148148148148,0.49869687896653475,0.6309327506630947,106,58,43,5,0.5742574257425742,0.47782519012593294,0.6706896613592155,CHF_JPY,H4,100,1.5,14,long,351
243,127,92,24,0.5799086757990868,0.5145375938101454,0.6452797577880282,105,51,50,4,0.504950495049505,0.40744163013809787,0.602459359960912,CHF_JPY,H4,100,2.0,14,long,348
219,114,73,32,0.6096256684491979,0.5397046867398562,0.6795466501585395,95,43,49,3,0.4673913043478261,0.365436757629941,0.5693458510657112,CHF_JPY,H4,100,2.5,14,long,314
309,131,140,38,0.4833948339483395,0.4238969115771752,0.5428927563195037,133,32,92,9,0.25806451612903225,0.18104647893140802,0.3350825533266565,CHF_JPY,H4,100,1.0,14,short,442
293,126,128,39,0.49606299212598426,0.43457422946654045,0.5575517547854281,126,38,81,7,0.31932773109243695,0.23556131456311385,0.40309414762176005,CHF_JPY,H4,100,1.5,14,short,419
264,126,105,33,0.5454545454545454,0.48124227538606196,0.6096668155230289,114,36,71,7,0.3364485981308411,0.24692019679698438,0.4259769994646978,CHF_JPY,H4,100,2.0,14,short,378
230,101,100,29,0.5024875621890548,0.43336454731247576,0.5716105770656338,100,49,48,3,0.5051546391752577,0.4056560028319002,0.6046532755186153,CHF_JPY,H4,100,2.5,14,short,330
205,114,76,15,0.6,0.5303397719755307,0.6696602280244692,88,42,42,4,0.5,0.39307323378436376,0.6069267662156362,CHF_JPY,H4,200,1.0,14,long,293
195,106,70,19,0.6022727272727273,0.5299642822419783,0.6745811723034763,84,41,39,4,0.5125,0.4029669142450556,0.6220330857549443,CHF_JPY,H4,200,1.5,14,long,279
181,94,73,14,0.562874251497006,0.48764153882458317,0.6381069641694288,78,35,42,1,0.45454545454545453,0.34332654031750687,0.5657643687734022,CHF_JPY,H4,200,2.0,14,long,259
163,72,78,13,0.48,0.40004737402686513,0.5599526259731349,70,41,28,1,0.5942028985507246,0.4783376015305803,0.710068195570869,CHF_JPY,H4,200,2.5,14,long,233
215,93,103,19,0.4744897959183674,0.4045809631576984,0.5443986286790363,93,41,49,3,0.45555555555555555,0.3526633976467913,0.5584477134643199,CHF_JPY,H4,200,1.0,14,short,308
214,98,96,20,0.5051546391752577,0.4347984786980553,0.5755107996524601,92,38,49,5,0.4367816091954023,0.33255777865646696,0.5410054397343377,CHF_JPY,H4,200,1.5,14,short,306
194,97,78,19,0.5542857142857143,0.4806425964809934,0.6279288320904352,84,26,55,3,0.32098765432098764,0.21931677918702192,0.42265852945495336,CHF_JPY,H4,200,2.0,14,short,278
175,57,93,25,0.38,0.3023219911000117,0.45767800889998833,76,26,48,2,0.35135135135135137,0.24257968435378746,0.4601230183489153,CHF_JPY,H4,200,2.5,14,short,251
508,252,254,2,0.4980237154150198,0.4544577417318305,0.541589689098209,219,118,99,2,0.543778801843318,0.4775075656899331,0.6100500379967029,NZD_JPY,H4,20,1.0,14,long,727
417,190,227,0,0.4556354916067146,0.407833970354683,0.5034370128587463,179,98,79,2,0.5536723163841808,0.4804366301571264,0.6269080026112352,NZD_JPY,H4,20,1.5,14,long,596
296,140,155,1,0.4745762711864407,0.4175922734200393,0.531560268952842,127,73,54,0,0.5748031496062992,0.4888209007420568,0.6607853984705415,NZD_JPY,H4,20,2.0,14,long,423
172,78,94,0,0.45348837209302323,0.37908808195885946,0.527888662227187,75,36,39,0,0.48,0.3669299120014493,0.5930700879985507,NZD_JPY,H4,20,2.5,14,long,247
532,249,277,6,0.47338403041825095,0.4307145835354597,0.5160534773010422,229,114,110,5,0.5089285714285714,0.4434600078846842,0.5743971349724586,NZD_JPY,H4,20,1.0,14,short,761
442,218,221,3,0.49658314350797267,0.4498113875876186,0.5433548994283267,190,97,89,4,0.521505376344086,0.4497147858556888,0.5932959668324832,NZD_JPY,H4,20,1.5,14,short,632
283,124,157,2,0.4412811387900356,0.3832237819053254,0.4993384956747458,122,67,54,1,0.5537190082644629,0.4651437765470407,0.6422942399818851,NZD_JPY,H4,20,2.0,14,short,405
184,93,90,1,0.5081967213114754,0.43576277184962664,0.5806306707733242,79,38,38,3,0.5,0.38758629040342474,0.6124137095965753,NZD_JPY,H4,20,2.5,14,short,263
368,176,190,2,0.4808743169398907,0.4296863857290183,0.5320622481507631,159,86,73,0,0.5408805031446541,0.46342165391993284,0.6183393523693753,NZD_JPY,H4,50,1.0,14,long,527
326,151,173,2,0.4660493827160494,0.411730593444188,0.5203681719879107,141,78,63,0,0.5531914893617021,0.4711289449548109,0.6352540337685935,NZD_JPY,H4,50,1.5,14,long,467
282,130,151,1,0.4626334519572954,0.4043350377830165,0.5209318661315743,122,63,59,0,0.5163934426229508,0.42771611313436597,0.6050707721115357,NZD_JPY,H4,50,2.0,14,long,404
238,105,133,0,0.4411764705882353,0.378093649662491,0.5042592915139795,103,55,48,0,0.5339805825242718,0.43764156839070445,0.6303195966578392,NZD_JPY,H4,50,2.5,14,long,341
371,167,200,4,0.4550408719346049,0.404092511990931,0.5059892318782788,159,71,86,2,0.45222929936305734,0.37437457118894574,0.530084027537169,NZD_JPY,H4,50,1.0,14,short,530
350,178,171,1,0.5100286532951289,0.45758100890411474,0.562476297686143,150,64,80,6,0.4444444444444444,0.36328345859445205,0.5256054302944367,NZD_JPY,H4,50,1.5,14,short,500
326,159,166,1,0.48923076923076925,0.43488276055376973,0.5435787779077688,141,67,67,7,0.5,0.4153408942930267,0.5846591057069733,NZD_JPY,H4,50,2.0,14,short,467
287,129,157,1,0.45104895104895104,0.39337871845254313,0.508719183645359,123,69,53,1,0.5655737704918032,0.4776150697822204,0.6535324712013861,NZD_JPY,H4,50,2.5,14,short,410
275,131,143,1,0.4781021897810219,0.4189550301580133,0.5372493494040306,119,55,64,0,0.46218487394957986,0.372605719036668,0.5517640288624917,NZD_JPY,H4,100,1.0,14,long,394
256,131,122,3,0.5177865612648221,0.45621348489356806,0.5793596376360762,110,56,54,0,0.509090909090909,0.415667021139433,0.6025147970423851,NZD_JPY,H4,100,1.5,14,long,366
237,128,108,1,0.5423728813559322,0.47880980189216116,0.6059359608197032,102,48,53,1,0.4752475247524752,0.37785344371241736,0.5726416057925331,NZD_JPY,H4,100,2.0,14,long,339
203,98,104,1,0.48514851485148514,0.4162263794446128,0.5540706502583574,87,45,41,1,0.5232558139534884,0.41769406434041734,0.6288175635665595,NZD_JPY,H4,100,2.5,14,long,290
288,134,153,1,0.46689895470383275,0.40917828772511167,0.5246196216825538,124,53,71,0,0.4274193548387097,0.34034492231668134,0.514493787360738,NZD_JPY,H4,100,1.0,14,short,412
282,127,154,1,0.45195729537366547,0.3937658944912391,0.5101486962560918,121,55,66,0,0.45454545454545453,0.3658234534950309,0.5432674555958781,NZD_JPY,H4,100,1.5,14,short,403
241,112,127,2,0.4686192468619247,0.405353288417567,0.5318852053062824,104,43,54,7,0.44329896907216493,0.3444369268289119,0.5421610113154179,NZD_JPY,H4,100,2.0,14,short,345
235,102,130,3,0.4396551724137931,0.3757853283188979,0.5035250165086883,101,46,50,5,0.4791666666666667,0.3792326968578011,0.5791006364755322,NZD_JPY,H4,100,2.5,14,short,336
191,94,97,0,0.49214659685863876,0.4212450329998628,0.5630481607174147,83,44,39,0,0.5301204819277109,0.42274686702951925,0.6374940968259025,NZD_JPY,H4,200,1.0,14,long,274
193,91,101,1,0.4739583333333333,0.40332891797489767,0.544587748691769,84,36,48,0,0.42857142857142855,0.3227413761288449,0.5344014810140122,NZD_JPY,H4,200,1.5,14,long,277
198,104,93,1,0.5279187817258884,0.4582056045667994,0.5976319588849773,85,51,34,0,0.6,0.49585168946048475,0.7041483105395152,NZD_JPY,H4,200,2.0,14,long,283
185,96,88,1,0.5217391304347826,0.4495608901928068,0.5939173706767584,80,45,35,0,0.5625,0.4537920339855446,0.6712079660144554,NZD_JPY,H4,200,2.5,14,long,265
220,102,118,0,0.4636363636363636,0.3977397435565644,0.5295329837161629,95,46,45,4,0.5054945054945055,0.4027687945518872,0.6082202164371238,NZD_JPY,H4,200,1.0,14,short,315
205,111,91,3,0.5495049504950495,0.48089119307978284,0.6181187079103163,89,45,44,0,0.5056179775280899,0.4017447427341948,0.609491212321985,NZD_JPY,H4,200,1.5,14,short,294
215,112,101,2,0.5258215962441315,0.4587627056292888,0.5928804868589742,93,43,50,0,0.46236559139784944,0.361032596485119,0.5636985863105799,NZD_JPY,H4,200,2.0,14,short,308
199,93,106,0,0.46733668341708545,0.39801471858849213,0.5366586482456788,86,43,43,0,0.5,0.39432388226063037,0.6056761177393697,NZD_JPY,H4,200,2.5,14,short,285
512,250,253,9,0.4970178926441352,0.45332262954306213,0.5407131557452083,220,122,98,0,0.5545454545454546,0.4888681979907692,0.6202227111001399,AUD_JPY,H4,20,1.0,14,long,732
365,162,200,3,0.44751381215469616,0.3962907283820138,0.4987368959273785,157,82,75,0,0.5222929936305732,0.44415825735629344,0.600427729904853,AUD_JPY,H4,20,1.5,14,long,522
284,141,140,3,0.501779359430605,0.44331783097190275,0.5602408878893074,123,64,59,0,0.5203252032520326,0.43203461772095186,0.6086157887831133,AUD_JPY,H4,20,2.0,14,long,407
173,77,95,1,0.4476744186046512,0.3733604309069781,0.5219884063023242,75,36,38,1,0.4864864864864865,0.37260541611198017,0.6003675568609929,AUD_JPY,H4,20,2.5,14,long,248
560,279,273,8,0.5054347826086957,0.4637256767320764,0.547143888485315,241,109,129,3,0.4579831932773109,0.3946839176870614,0.5212824688675604,AUD_JPY,H4,20,1.0,14,short,801
443,217,222,4,0.49430523917995445,0.44753542492288123,0.5410750534370277,191,86,98,7,0.4673913043478261,0.3952985529908089,0.5394840557048433,AUD_JPY,H4,20,1.5,14,short,634
315,146,164,5,0.47096774193548385,0.4154013903485161,0.5265340935224516,135,68,63,4,0.5190839694656488,0.43352336207369885,0.6046445768575989,AUD_JPY,H4,20,2.0,14,short,450
196,97,96,3,0.5025906735751295,0.43204967690525864,0.5731316702450004,85,51,33,1,0.6071428571428571,0.5026998902502351,0.7115858240354791,AUD_JPY,H4,20,2.5,14,short,281
369,167,194,8,0.4626038781163435,0.4111693962759779,0.5140383599567091,159,101,58,0,0.6352201257861635,0.5603971341483117,0.7100431174240153,AUD_JPY,H4,50,1.0,14,long,528
301,151,144,6,0.511864406779661,0.45482266647387826,0.5689061470854438,129,86,42,1,0.671875,0.5905329735403975,0.7532170264596025,AUD_JPY,H4,50,1.5,14,long,430
266,116,148,2,0.4393939393939394,0.37952383252571037,0.4992640462621684,115,73,41,1,0.6403508771929824,0.5522556960768255,0.7284460583091394,AUD_JPY,H4,50,2.0,14,long,381
214,93,119,2,0.4386792452830189,0.37188066458047747,0.5054778259855602,93,48,44,1,0.5217391304347826,0.4196636841763569,0.6238145766932083,AUD_JPY,H4,50,2.5,14,long,307
411,198,210,3,0.4852941176470588,0.43679787754233806,0.5337903577517796,177,71,104,2,0.4057142857142857,0.33296230154890366,0.4784662698796677,AUD_JPY,H4,50,1.0,14,short,588
367,155,209,3,0.4258241758241758,0.37502659991048354,0.4766217517378681,158,80,76,2,0.5128205128205128,0.4343835148577907,0.5912575107832349,AUD_JPY,H4,50,1.5,14,short,525
319,141,173,5,0.44904458598726116,0.39402792778385914,0.5040612441906631,138,68,69,1,0.49635036496350365,0.4126255449981161,0.5800751849288912,AUD_JPY,H4,50,2.0,14,short,457
269,128,138,3,0.48120300751879697,0.4211578284356517,0.5412481866019422,116,54,59,3,0.4778761061946903,0.3857757538074627,0.5699764585819179,AUD_JPY,H4,50,2.5,14,short,385
257,130,124,3,0.5118110236220472,0.4503375130433687,0.5732845342007257,111,64,47,0,0.5765765765765766,0.4846564700182156,0.6684966831349376,AUD_JPY,H4,100,1.0,14,long,368
245,126,119,0,0.5142857142857142,0.4517013711957688,0.5768700573756597,106,71,35,0,0.6698113207547169,0.5802829935466384,0.7593396479627955,AUD_JPY,H4,100,1.5,14,long,351
237,99,137,1,0.4194915254237288,0.35653134733744274,0.4824517035100149,102,61,41,0,0.5980392156862745,0.5028883684673968,0.6931900629051522,AUD_JPY,H4,100,2.0,14,long,339
204,94,109,1,0.4630541871921182,0.394459703701378,0.5316486706828585,88,53,35,0,0.6022727272727273,0.5000131436361327,0.7045323109093219,AUD_JPY,H4,100,2.5,14,long,292
295,132,159,4,0.4536082474226804,0.39640744573132763,0.5108090491140331,127,52,74,1,0.4126984126984127,0.32673418113453706,0.4986626442622883,AUD_JPY,H4,100,1.0,14,short,422
298,141,154,3,0.47796610169491527,0.4209637249576227,0.5349684784322079,129,53,75,1,0.4140625,0.32873094038025163,0.49939405961974837,AUD_JPY,H4,100,1.5,14,short,427
291,125,163,3,0.4340277777777778,0.3767855999611614,0.4912699555943942,126,55,69,2,0.4435483870967742,0.3561045042492939,0.5309922699442544,AUD_JPY,H4,100,2.0,14,short,417
265,113,145,7,0.437984496124031,0.37744347590655336,0.49852551634150866,114,46,66,2,0.4107142857142857,0.3196013749935761,0.5018271964349953,AUD_JPY,H4,100,2.5,14,short,379
170,95,75,0,0.5588235294117647,0.4841829291038269,0.6334641297197026,74,36,38,0,0.4864864864864865,0.37260541611198017,0.6003675568609929,AUD_JPY,H4,200,1.0,14,long,244
174,88,86,0,0.5057471264367817,0.43145842608402446,0.5800358267895388,75,43,32,0,0.5733333333333334,0.46139640294311235,0.6852702637235544,AUD_JPY,H4,200,1.5,14,long,249
164,82,82,0,0.5,0.423474856674583,0.5765251433254169,71,43,28,0,0.6056338028169014,0.4919543978382762,0.7193132077955265,AUD_JPY,H4,200,2.0,14,long,235
152,77,75,0,0.506578947368421,0.42709733224159085,0.5860605624952512,66,40,26,0,0.6060606060606061,0.4881760702594192,0.7239451418617929,AUD_JPY,H4,200,2.5,14,long,218
217,103,103,11,0.5,0.4317201645994215,0.5682798354005785,93,47,45,1,0.5108695652173914,0.40872164791947896,0.6130174825153037,AUD_JPY,H4,200,1.0,14,short,310
234,114,109,11,0.5112107623318386,0.44560160626853507,0.5768199183951421,101,43,56,2,0.43434343434343436,0.33670259124648794,0.5319842774403808,AUD_JPY,H4,200,1.5,14,short,335
237,121,110,6,0.5238095238095238,0.45940340493757076,0.5882156426814769,103,38,64,1,0.37254901960784315,0.27871990915526085,0.46637813006042544,AUD_JPY,H4,200,2.0,14,short,340
228,117,108,3,0.52,0.4547189542567421,0.5852810457432579,99,33,66,0,0.3333333333333333,0.24047257687622298,0.42619408979044365,AUD_JPY,H4,200,2.5,14,short,327
541,157,170,214,0.4801223241590214,0.4259710438412688,0.534273604476774,232,63,83,86,0.4315068493150685,0.35116605733350537,0.5118476412966316,USD_SGD,H4,20,1.0,14,long,773
410,125,121,164,0.508130081300813,0.4456558239333179,0.5706043386683083,176,60,61,55,0.49586776859504134,0.40677990207056897,0.5849556351195138,USD_SGD,H4,20,1.5,14,long,586
280,74,79,127,0.48366013071895425,0.4044741443822487,0.5628461170556598,121,40,39,42,0.5063291139240507,0.3960793333964272,0.6165788944516741,USD_SGD,H4,20,2.0,14,long,401
173,50,47,76,0.5154639175257731,0.41600759402138765,0.6149202410301586,75,23,27,25,0.46,0.3218512801362242,0.5981487198637758,USD_SGD,H4,20,2.5,14,long,248
549,186,154,209,0.5470588235294118,0.49414678079590507,0.5999708662629186,236,83,72,81,0.535483870967742,0.45696684910861046,0.6140008928268735,USD_SGD,H4,20,1.0,14,short,785
411,154,119,138,0.5641025641025641,0.5052797304346976,0.6229253977704305,177,62,54,61,0.5344827586206896,0.4437086877825435,0.6252568294588357,USD_SGD,H4,20,1.5,14,short,588
277,110,86,81,0.5612244897959183,0.4917512531342736,0.6306977264575631,120,41,32,47,0.5616438356164384,0.44781856311528917,0.6754691081175876,USD_SGD,H4,20,2.0,14,short,397
163,62,54,47,0.5344827586206896,0.4437086877825435,0.6252568294588357,71,23,14,34,0.6216216216216216,0.46534953140181484,0.7778937118414284,USD_SGD,H4,20,2.5,14,short,234
377,115,130,132,0.46938775510204084,0.4068953065786474,0.5318802036254343,162,48,53,61,0.4752475247524752,0.37785344371241736,0.5726416057925331,USD_SGD,H4,50,1.0,14,long,539
325,89,113,123,0.4405940594059406,0.3721299060005012,0.50905821281138,140,44,51,45,0.4631578947368421,0.3628853377581544,0.5634304517155299,USD_SGD,H4,50,1.5,14,long,465
301,93,90,118,0.5081967213114754,0.43576277184962664,0.5806306707733242,130,43,44,43,0.4942528735632184,0.3891927859932782,0.5993129611331586,USD_SGD,H4,50,2.0,14,long,431
275,87,79,109,0.5240963855421686,0.4481220148824485,0.6000707562018888,119,37,39,43,0.4868421052631579,0.3744673268225888,0.5992168837037269,USD_SGD,H4,50,2.5,14,long,394
373,139,109,125,0.5604838709677419,0.49871079901062476,0.622256942924859,160,51,39,70,0.5666666666666667,0.4642879458838018,0.6690453874495315,USD_SGD,H4,50,1.0,14,short,533
333,128,100,105,0.5614035087719298,0.49699269506315363,0.6258143224807059,143,54,40,49,0.574468085106383,0.4745161592300143,0.6744200109827518,USD_SGD,H4,50,1.5,14,short,476
298,108,93,97,0.5373134328358209,0.4683823124814308,0.606244553190211,128,39,43,46,0.47560975609756095,0.36751569737030715,0.5837038148248147,USD_SGD,H4,50,2.0,14,short,426
256,92,81,83,0.5317919075144508,0.4574346540629529,0.6061491609659487,110,31,41,38,0.4305555555555556,0.3161808202533665,0.5449302908577447,USD_SGD,H4,50,2.5,14,short,366
282,95,86,101,0.5248618784530387,0.452109158046786,0.5976145988592914,122,31,54,37,0.36470588235294116,0.26237530849337637,0.46703645621250595,USD_SGD,H4,100,1.0,14,long,404
268,79,93,96,0.45930232558139533,0.38482596928879526,0.5337786818739954,116,33,49,34,0.4024390243902439,0.29629628236410466,0.5085817664163832,USD_SGD,H4,100,1.5,14,long,384
254,73,85,96,0.4620253164556962,0.3842858897021709,0.5397647432092215,110,24,42,44,0.36363636363636365,0.24757960575757254,0.47969312151515475,USD_SGD,H4,100,2.0,14,long,364
245,78,70,97,0.527027027027027,0.4465892945147355,0.6074647595393184,106,28,35,43,0.4444444444444444,0.3217405674616376,0.5671483214272512,USD_SGD,H4,100,2.5,14,long,351
259,102,53,104,0.6580645161290323,0.5833858512767285,0.7327431809813361,112,37,33,42,0.5285714285714286,0.4116304178010406,0.6455124393418166,USD_SGD,H4,100,1.0,14,short,371
247,95,62,90,0.6050955414012739,0.5286302689770344,0.6815608138255134,106,36,30,40,0.5454545454545454,0.4253243881429132,0.6655847027661776,USD_SGD,H4,100,1.5,14,short,353
225,84,71,70,0.5419354838709678,0.4634973339773573,0.6203736337645782,97,32,25,40,0.5614035087719298,0.4325818813543775,0.6902251361894821,USD_SGD,H4,100,2.0,14,short,322
209,80,79,50,0.5031446540880503,0.4254271358069311,0.5808621723691696,90,22,25,43,0.46808510638297873,0.3254289136532616,0.6107412991126959,USD_SGD,H4,100,2.5,14,short,299
190,64,58,68,0.5245901639344263,0.43597249759562773,0.6132078302732248,82,30,22,30,0.5769230769230769,0.4426394620902813,0.7112066917558724,USD_SGD,H4,200,1.0,14,long,272
203,49,83,71,0.3712121212121212,0.2887921875282199,0.45363205489602254,87,34,24,29,0.5862068965517241,0.4594536299826929,0.7129601631207553,USD_SGD,H4,200,1.5,14,long,290
193,58,66,69,0.46774193548387094,0.37991868476905577,0.5555651861986861,84,31,28,25,0.5254237288135594,0.3980036361781897,0.652843821448929,USD_SGD,H4,200,2.0,14,long,277
192,54,59,79,0.4778761061946903,0.3857757538074627,0.5699764585819179,83,30,33,20,0.47619047619047616,0.35286214796370635,0.599518804417246,USD_SGD,H4,200,2.5,14,long,275
145,48,46,51,0.5106382978723404,0.40958189729719674,0.611694698447484,63,18,17,28,0.5142857142857142,0.348703106503375,0.6798683220680535,USD_SGD,H4,200,1.0,14,short,208
163,58,53,52,0.5225225225225225,0.42959945570277525,0.6154455893422698,71,25,22,24,0.5319148936170213,0.38925870088730413,0.6745710863467385,USD_SGD,H4,200,1.5,14,short,234
155,48,56,51,0.46153846153846156,0.365726287520585,0.5573506355563381,67,19,20,28,0.48717948717948717,0.33030549125404296,0.6440534831049314,USD_SGD,H4,200,2.0,14,short,222
141,47,49,45,0.4895833333333333,0.38958421043498076,0.5895824562316858,61,17,19,25,0.4722222222222222,0.309141141291674,0.6353033031527704,USD_SGD,H4,200,2.5,14,short,202
522,249,273,0,0.47701149425287354,0.434163419409492,0.5198595690962551,224,124,99,1,0.5560538116591929,0.4908418571884483,0.6212657661299374,USD_PLN,H4,20,1.0,14,long,746
394,195,197,2,0.49744897959183676,0.4479521491429101,0.5469458100407635,169,78,88,3,0.46987951807228917,0.393954906857265,0.5458041292873134,USD_PLN,H4,20,1.5,14,long,563
257,117,139,1,0.45703125,0.3960078425370245,0.5180546574629755,111,52,56,3,0.48148148148148145,0.3872456377231525,0.5757173252398103,USD_PLN,H4,20,2.0,14,long,368
182,82,97,3,0.4581005586592179,0.38510955789495543,0.5310915594234804,79,40,37,2,0.5194805194805194,0.4078839508068162,0.6310770881542226,USD_PLN,H4,20,2.5,14,long,261
474,249,219,6,0.532051282051282,0.4868439348880108,0.5772586292145533,204,113,91,0,0.553921568627451,0.48570800507984035,0.6221351321750617,USD_PLN,H4,20,1.0,14,short,678
369,192,175,2,0.5231607629427792,0.4720600906714227,0.5742614352141358,159,93,66,0,0.5849056603773585,0.5083153504505054,0.6614959703042116,USD_PLN,H4,20,1.5,14,short,528
254,113,138,3,0.450199203187251,0.38864974218863074,0.5117486641858713,109,66,42,1,0.6111111111111112,0.5191684538858071,0.7030537683364152,USD_PLN,H4,20,2.0,14,short,363
154,57,96,1,0.37254901960784315,0.29593787173181973,0.44916016748386656,67,35,29,3,0.546875,0.424914518159121,0.668835481840879,USD_PLN,H4,20,2.5,14,short,221
350,148,201,1,0.42406876790830944,0.37221899992840085,0.47591853588821803,151,74,75,2,0.4966442953020134,0.41636137524466077,0.5769272153593661,USD_PLN,H4,50,1.0,14,long,501
319,143,176,0,0.4482758620689655,0.3937007797555966,0.5028509443823345,138,61,75,2,0.4485294117647059,0.3649415418812426,0.5321172816481692,USD_PLN,H4,50,1.5,14,long,457
314,140,174,0,0.445859872611465,0.39088044156701685,0.5008393036559131,135,54,78,3,0.4090909090909091,0.3252145914311413,0.49296722675067695,USD_PLN,H4,50,2.0,14,long,449
266,141,122,3,0.5361216730038023,0.47585018407420554,0.5963931619333991,115,42,68,5,0.38181818181818183,0.29102648240576945,0.4726098812305942,USD_PLN,H4,50,2.5,14,long,381
317,160,148,9,0.5194805194805194,0.46368223514366785,0.5752788038173711,137,59,77,1,0.4338235294117647,0.3505285016629882,0.5171185571605412,USD_PLN,H4,50,1.0,14,short,454
