pair,tf,period,recovery,direction,n,w,l,t,wr_decisive,ci_low,ci_high
USD_ZAR,H4,20,2,long,641,324,317,0,0.5054602184087363,0.4667548537663743,0.5441655830510983
USD_ZAR,H4,20,3,long,548,279,269,0,0.5091240875912408,0.46726753313455516,0.5509806420479265
USD_ZAR,H4,20,4,long,489,250,239,0,0.5112474437627812,0.4669415259570407,0.5555533615685218
USD_ZAR,H4,20,1,short,876,484,392,0,0.5525114155251142,0.5195833947995039,0.5854394362507245
USD_ZAR,H4,20,2,short,653,360,293,0,0.5513016845329249,0.5131537208945565,0.5894496481712934
USD_ZAR,H4,20,3,short,544,301,243,0,0.5533088235294118,0.5115311639854319,0.5950864830733917
USD_ZAR,H4,20,4,short,486,271,215,0,0.5576131687242798,0.5134555604133043,0.6017707770352553
USD_ZAR,H4,50,1,long,512,251,261,0,0.490234375,0.446932346222592,0.533536403777408
USD_ZAR,H4,50,2,long,375,197,178,0,0.5253333333333333,0.4747913495577595,0.5758753171089072
USD_ZAR,H4,50,3,long,318,169,149,0,0.5314465408805031,0.4765996671444688,0.5862934146165375
USD_ZAR,H4,50,4,long,296,158,138,0,0.5337837837837838,0.4769526145216969,0.5906149530458706
USD_ZAR,H4,50,1,short,513,277,236,0,0.5399610136452242,0.49683136604110995,0.5830906612493384
USD_ZAR,H4,50,2,short,376,197,179,0,0.523936170212766,0.4734544747531132,0.5744178656724187
USD_ZAR,H4,50,3,short,331,172,159,0,0.5196374622356495,0.46581335112528843,0.5734615733460107
USD_ZAR,H4,50,4,short,292,149,143,0,0.5102739726027398,0.4529359188917408,0.5676120263137387
USD_ZAR,H4,100,1,long,340,165,175,0,0.4852941176470588,0.43216914832797426,0.5384190869661434
USD_ZAR,H4,100,2,long,251,126,125,0,0.50199203187251,0.4401354712920611,0.5638485924529588
USD_ZAR,H4,100,3,long,205,104,101,0,0.5073170731707317,0.43887823373326784,0.5757559126081956
USD_ZAR,H4,100,4,long,196,100,96,0,0.5102040816326531,0.4402186604102766,0.5801895028550296
USD_ZAR,H4,100,1,short,341,194,147,0,0.5689149560117303,0.5163514850952197,0.6214784269282408
USD_ZAR,H4,100,2,short,243,144,99,0,0.5925925925925926,0.5308129339521835,0.6543722512330016
USD_ZAR,H4,100,3,short,207,122,85,0,0.5893719806763285,0.5223542170542506,0.6563897442984064
USD_ZAR,H4,100,4,short,177,104,73,0,0.5875706214689266,0.5150478701803871,0.660093372757466
USD_ZAR,H4,200,1,long,290,144,146,0,0.496551724137931,0.43900551119304787,0.5540979370828142
USD_ZAR,H4,200,2,long,220,112,108,0,0.509090909090909,0.4430302443956081,0.57515157378621
USD_ZAR,H4,200,3,long,192,98,94,0,0.5104166666666666,0.4397066087525346,0.5811267245807987
USD_ZAR,H4,200,4,long,166,86,80,0,0.5180722891566265,0.44205923922645507,0.594085339086798
USD_ZAR,H4,200,1,short,290,157,133,0,0.5413793103448276,0.48402913881281806,0.598729481876837
USD_ZAR,H4,200,2,short,209,116,93,0,0.5550239234449761,0.48764763069645656,0.6224002161934956
USD_ZAR,H4,200,3,short,168,98,70,0,0.5833333333333334,0.5087822074506858,0.6578844592159809
USD_ZAR,H4,200,4,short,149,87,62,0,0.5838926174496645,0.5047460399143378,0.6630391949849912
USD_NOK,H4,20,1,long,920,473,432,15,0.5226519337016574,0.49010907906183643,0.5551947883414784
USD_NOK,H4,20,2,long,671,340,322,9,0.513595166163142,0.47552046691199557,0.5516698654142885
USD_NOK,H4,20,3,long,556,285,263,8,0.5200729927007299,0.47824321680135795,0.5619027686001019
USD_NOK,H4,20,4,long,496,257,231,8,0.5266393442622951,0.48233983757981824,0.5709388509447719
USD_NOK,H4,20,1,short,921,428,482,11,0.4703296703296703,0.43790023501358216,0.5027591056457585
USD_NOK,H4,20,2,short,671,316,348,7,0.4759036144578313,0.43791642912797124,0.5138907997876914
USD_NOK,H4,20,3,short,559,264,291,4,0.4756756756756757,0.43412624717278436,0.517225104178567
USD_NOK,H4,20,4,short,497,235,259,3,0.4757085020242915,0.4316682839152089,0.5197487201333741
USD_NOK,H4,50,1,long,585,319,256,10,0.5547826086956522,0.5141598298469895,0.5954053875443149
USD_NOK,H4,50,2,long,407,216,184,7,0.54,0.49115705168604173,0.5888429483139583
USD_NOK,H4,50,3,long,338,186,147,5,0.5585585585585585,0.5052244721034199,0.6118926450136971
USD_NOK,H4,50,4,long,308,170,133,5,0.5610561056105611,0.5051779053530087,0.6169343058681135
USD_NOK,H4,50,1,short,585,261,318,6,0.45077720207253885,0.41024762802940257,0.49130677611567514
USD_NOK,H4,50,2,short,428,193,232,3,0.4541176470588235,0.4067812364764535,0.5014540576411936
USD_NOK,H4,50,3,short,380,171,206,3,0.4535809018567639,0.4033263144877201,0.5038354892258077
USD_NOK,H4,50,4,short,336,153,182,1,0.45671641791044776,0.40337429813845055,0.510058537682445
USD_NOK,H4,100,1,long,434,239,189,6,0.5584112149532711,0.5113654786044038,0.6054569513021383
USD_NOK,H4,100,2,long,297,169,124,4,0.5767918088737202,0.5202188575620146,0.6333647601854258
USD_NOK,H4,100,3,long,258,150,104,4,0.5905511811023622,0.5300773064216089,0.6510250557831154
USD_NOK,H4,100,4,long,238,136,98,4,0.5811965811965812,0.5179823621102028,0.6444108002829597
USD_NOK,H4,100,1,short,434,181,251,2,0.41898148148148145,0.37245431557466113,0.4655086473883018
USD_NOK,H4,100,2,short,309,126,181,2,0.41042345276872966,0.3553968035050058,0.4654501020324535
USD_NOK,H4,100,3,short,266,112,153,1,0.4226415094339623,0.36316547733154364,0.4821175415363809
USD_NOK,H4,100,4,short,243,106,136,1,0.4380165289256198,0.37550567822312453,0.5005273796281151
USD_NOK,H4,200,1,long,276,140,129,7,0.5204460966542751,0.4607444204989939,0.5801477728095563
USD_NOK,H4,200,2,long,201,102,94,5,0.5204081632653061,0.450466496608771,0.5903498299218413
USD_NOK,H4,200,3,long,172,89,79,4,0.5297619047619048,0.4542873260149052,0.6052364835089044
USD_NOK,H4,200,4,long,159,79,76,4,0.5096774193548387,0.4309766703004918,0.5883781684091856
USD_NOK,H4,200,1,short,276,125,149,2,0.4562043795620438,0.39722796479541544,0.5151807943286721
USD_NOK,H4,200,2,short,198,84,112,2,0.42857142857142855,0.35928939626867346,0.49785346087418364
USD_NOK,H4,200,3,short,176,77,97,2,0.4425287356321839,0.3687275347506678,0.5163299365137001
USD_NOK,H4,200,4,short,158,71,85,2,0.4551282051282051,0.37698201475027004,0.5332743955061402
