tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,multiplier,direction,total_n
14,0.2857142857142857,0.26578871697687523,-0.23523159956038975,0.8066601709889611,7,-0.42857142857142855,0.3688555567816587,-1.1515283198634796,0.29438546272062255,AUD_USD,21,3.0,short,21
58,0.06135396705678139,0.1263437571832266,-0.18627979702234274,0.3089877311359055,26,0.1768050006242977,0.17585502109619716,-0.16787084072424877,0.5214808419728442,USD_CAD,7,1.5,long,84
62,-0.04982536045598884,0.1233850033142778,-0.2916599669519733,0.19200924603999564,27,-0.4317658315876028,0.16472481017784352,-0.754626459536176,-0.1089052036390295,USD_CAD,7,1.5,short,89
37,0.02113163462921606,0.16298807767450046,-0.29832499761280484,0.340588266871237,16,0.1169354067402187,0.22486085590526234,-0.3237918708340955,0.5576626843145329,USD_CAD,7,2.0,long,53
35,-0.160651481292833,0.15324479509215316,-0.46101127967345323,0.13970831708778722,16,-0.34230531216483456,0.23587295724543852,-0.804616308365894,0.12000568403622491,USD_CAD,7,2.0,short,51
21,0.1980728464669994,0.21381767849040326,-0.22100980337419096,0.6171554963081898,9,0.08105802317872432,0.3131909386419434,-0.5327962165594847,0.6949122629169334,USD_CAD,7,2.5,long,30
25,0.011332300574893015,0.1876616784064688,-0.3564845891017858,0.3791491902515719,12,0.07155789041509114,0.2615204775371053,-0.4410222455576352,0.5841380263878175,USD_CAD,7,2.5,short,37
17,0.1394605620159958,0.23849810973721056,-0.3279957330689369,0.6069168571009285,8,-0.5,0.32732683535398854,-1.1415605972938176,0.14156059729381754,USD_CAD,7,3.0,long,25
20,-0.36110039522701876,0.20800694321038155,-0.7687940039193666,0.046593213465329075,9,-0.025967581394330926,0.33434327628140265,-0.6812804029058801,0.6293452401172182,USD_CAD,7,3.0,short,29
60,0.00898431972670514,0.1234928357160875,-0.23306163827682638,0.2510302777302367,26,0.13166452942488086,0.1731759156810886,-0.2077602653100528,0.4710893241598145,USD_CAD,10,1.5,long,86
55,-0.008062434147027873,0.13143855793093076,-0.2656820076916522,0.2495571393975964,24,-0.4283719192879614,0.1698950591661999,-0.7613662352537132,-0.09537760332220963,USD_CAD,10,1.5,short,79
36,0.15775102678056546,0.16066046583655294,-0.1571434862590783,0.47264553982020924,16,0.08053598901963888,0.21817787207139544,-0.3470926402402962,0.5081646182795739,USD_CAD,10,2.0,long,52
34,-0.27718995357090653,0.15280364742180938,-0.5766851025176529,0.02230519537583986,15,-0.5651256663091568,0.21198510748780866,-0.9806164769852619,-0.14963485563305184,USD_CAD,10,2.0,short,49
23,0.21739130434782608,0.20810192223064325,-0.19048846322423466,0.6252710719198868,10,0.08890519844155068,0.28023638128826667,-0.46035810888345197,0.6381685057665533,USD_CAD,10,2.5,long,33
23,0.05860412013906265,0.1924018167538884,-0.3185034406985586,0.4357116809766839,10,0.08586946849810938,0.2791968932207265,-0.46135644221451455,0.6330953792107333,USD_CAD,10,2.5,short,33
16,-0.0393231528580045,0.24813993873743503,-0.5256774327833772,0.44703112706736814,7,-0.42857142857142855,0.36885555678165877,-1.1515283198634798,0.29438546272062266,USD_CAD,10,3.0,long,23
20,-0.2759622875554989,0.21610494810933437,-0.6995279858497943,0.14760341073879646,9,-0.4704120258387754,0.29018749378341346,-1.0391795136542656,0.09835546197671496,USD_CAD,10,3.0,short,29
60,0.002210552492946216,0.12275507378530968,-0.23838939212626076,0.2428104971121532,26,-0.02218162442127302,0.17511036156050808,-0.36539793307986884,0.3210346842373228,USD_CAD,14,1.5,long,86
57,-0.08950801066067966,0.1278291729917571,-0.3400531897245236,0.1610371684031643,25,-0.37123704251644296,0.1726834641257125,-0.7096966322028395,-0.03277745283004646,USD_CAD,14,1.5,short,82
36,0.3687765505287878,0.14929161909517186,0.07616497710225101,0.6613881239553246,16,-0.044464010980361096,0.21886567496662462,-0.47344073391494534,0.3845127119542232,USD_CAD,14,2.0,long,52
35,-0.22101581872152024,0.15117743164178465,-0.5173235847394182,0.0752919472963777,15,-0.6011550141238996,0.19539708321363772,-0.9841332972226295,-0.21817673102516966,USD_CAD,14,2.0,short,50
23,0.13043478260869565,0.21137931948017294,-0.2838686835724433,0.5447382487898346,10,-0.0840470224193012,0.3154328724078763,-0.7022954523387388,0.5342014075001364,USD_CAD,14,2.5,long,33
21,0.26268345514616775,0.19049529782861407,-0.1106873285979158,0.6360542388902513,9,-0.025967581394330926,0.33434327628140265,-0.6812804029058801,0.6293452401172182,USD_CAD,14,2.5,short,30
17,0.021813503192466353,0.24097134075028642,-0.450490324678095,0.4941173310630277,8,-0.5,0.32732683535398854,-1.1415605972938176,0.14156059729381754,USD_CAD,14,3.0,long,25
